Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
Earnest Byner,WAS,RB,30,16,16,1,3,41,1,0,262,998,3.81,6,49,39,338,8.67,1,1,,7,,,180,219.2,225.7,199.7,72,12,18
Dan Marino*,MIA,QB,31,16,16,330,554,4116,24,16,20,66,3.30,0,,0,0,,0,5,,0,,,230,230.2,251.7,246.2,68,3,19
Anthony Miller*,SDG,WR,27,16,16,0,0,0,0,0,1,-1,-1.00,0,137,72,1060,14.72,7,0,,8,,,154,225.9,228.9,189.9,63,5,20
Haywood Jeffires*,HOU,WR,28,16,16,0,0,0,0,0,0,0,,0,138,90,913,10.14,9,1,,9,,,144,234.3,237.8,189.3,54,6,21
Ernest Givins*,HOU,WR,28,16,16,0,0,0,0,0,7,75,10.71,0,111,67,787,11.75,10,3,,10,,,143,210.2,214.7,176.7,53,7,22
Troy Aikman*,DAL,QB,26,16,16,302,473,3445,23,14,37,105,2.84,1,,0,0,,0,4,,1,,,214,214.3,236.3,228.3,52,4,23
Fred Barnett*,PHI,WR,26,16,16,0,0,0,0,0,1,-15,-15.00,0,118,67,1083,16.16,6,1,,6,,,142,208.8,212.3,175.3,51,8,24
Neal Anderson,CHI,RB,28,16,11,0,0,0,0,0,156,582,3.73,5,65,42,399,9.50,6,6,,11,,,158,200.1,209.1,179.1,50,13,25
Michael Haynes,ATL,WR,27,14,14,0,0,0,0,0,0,0,,0,83,48,808,16.83,10,0,,10,,,141,188.8,191.8,164.8,50,9,26
Jay Novacek*+,DAL,TE,30,16,16,0,0,0,0,0,0,0,,0,99,68,630,9.26,6,0,,6,,,99,167.0,170.0,133.0,48,1,27
Harold Green*,CIN,RB,24,16,15,0,0,0,0,0,265,1170,4.42,2,48,41,214,5.22,0,1,,2,,,149,190.4,196.9,169.9,42,14,28
Eric Martin,NOR,WR,31,16,11,0,0,0,0,0,0,0,,0,100,68,1041,15.31,5,1,,5,,,133,201.1,204.6,167.1,42,10,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Jackson*,MIA,TE,27,13,11,0,0,0,0,0,0,0,,0,69,48,594,12.38,5,2,,5,,,87,135.4,139.4,111.4,36,2,30
Mark Higgs,MIA,RB,26,16,15,0,0,0,0,0,256,915,3.57,7,20,16,142,8.88,0,5,,7,,,143,158.7,167.2,150.7,35,15,31
Brent Jones*,SFO,TE,29,15,15,0,0,0,0,0,0,0,,0,64,45,628,13.96,4,1,,4,,,86,130.8,134.3,108.3,34,3,32
Jim Kelly*,BUF,QB,32,16,16,269,462,3457,23,19,31,53,1.71,1,,0,0,,0,8,,1,,,196,195.6,221.6,214.6,33,5,33
Mark Jackson,DEN,WR,29,16,13,0,0,0,0,0,3,-1,-0.33,0,117,48,745,15.52,8,0,,8,,,122,170.4,173.4,146.4,32,11,34
Jim Everett,RAM,QB,29,16,16,281,475,3323,22,18,32,133,4.16,0,,0,0,,0,5,,0,,,193,193.2,219.7,211.2,31,6,35
Gary Clark,WAS,WR,30,16,14,0,0,0,0,0,2,18,9.00,0,131,64,912,14.25,5,1,,5,,,122,186.0,189.5,154.0,31,12,36
Herman Moore,DET,WR,23,12,11,0,0,0,0,0,0,0,,0,89,51,966,18.94,4,0,,4,,,121,171.6,174.6,146.1,30,13,37
Michael Jackson,CLE,WR,23,16,14,0,0,0,0,0,1,21,21.00,0,82,47,755,16.06,7,0,,7,,,120,166.6,169.6,143.1,29,14,38
Rod Bernstine,SDG,TE,27,9,1,0,0,0,0,0,106,499,4.71,4,25,12,86,7.17,0,2,,4,,,81,92.5,96.5,86.5,29,4,39
Ronnie Harmon*,SDG,RB,28,16,2,0,0,0,0,0,55,235,4.27,3,102,79,914,11.57,1,4,,4,,,135,213.9,221.9,174.4,27,16,40
Brett Favre*,GNB,QB,23,15,13,302,471,3227,18,13,47,198,4.21,1,1,1,-7,-7.00,0,12,,1,,,188,189.2,214.2,201.7,26,7,41
Mark Duper,MIA,WR,33,16,16,0,0,0,0,0,0,0,,0,96,44,762,17.32,7,2,,7,,,116,160.2,164.2,138.2,26,15,42
James Lofton,BUF,WR,36,16,15,0,0,0,0,0,0,0,,0,110,51,786,15.41,6,0,,6,,,115,165.6,168.6,140.1,24,16,43
Stan Humphries,SDG,QB,27,16,15,263,454,3356,16,18,28,79,2.82,4,,0,0,,0,9,,4,,,185,185.1,210.6,203.1,23,8,44
Chris Warren,SEA,RB,24,16,16,0,0,0,0,0,223,1017,4.56,3,28,16,134,8.38,0,2,,3,,,131,147.1,154.1,139.1,23,17,45
Mike Pritchard,ATL,WR,23,16,15,0,0,0,0,0,5,37,7.40,0,116,77,827,10.74,5,3,,5,,,113,190.4,194.9,151.9,23,17,46
Shannon Sharpe*,DEN,TE,24,16,11,0,0,0,0,0,2,-6,-3.00,0,77,53,640,12.08,2,1,,2,,,74,127.4,130.9,100.9,23,5,47
Andre Reed*,BUF,WR,28,16,16,0,0,0,0,0,8,65,8.13,0,104,65,913,14.05,3,4,,3,,,112,176.8,181.8,144.3,21,18,48
Bobby Hebert,NOR,QB,32,16,16,249,422,3287,19,16,32,95,2.97,0,,0,0,,0,3,,0,,,182,182.0,202.5,198.0,20,9,49
Eric Metcalf,CLE,RB,24,16,5,0,1,0,0,0,73,301,4.12,1,69,47,614,13.06,5,6,,7,,,128,174.5,183.5,151.0,20,18,50
Dalton Hilliard,NOR,RB,28,16,4,0,0,0,0,0,115,445,3.87,3,59,48,465,9.69,4,6,,7,,,127,175.0,184.0,151.0,19,19,51
Jackie Harris,GNB,TE,24,16,11,0,0,0,0,0,0,0,,0,82,55,595,10.82,2,1,,2,,,71,125.5,129.0,98.0,19,6,52
Kerry Cash,IND,TE,23,16,16,0,0,0,0,0,0,0,,0,75,43,521,12.12,3,0,,3,,,70,113.1,116.1,91.6,19,7,53
Flipper Anderson,RAM,WR,27,15,9,0,0,0,0,0,0,0,,0,79,38,657,17.29,7,1,,7,,,107,144.7,148.2,125.7,16,19,54
Anthony Johnson,IND,RB,25,15,13,0,1,0,0,0,178,592,3.33,0,60,49,517,10.55,3,6,,3,,,123,171.9,180.9,147.4,15,20,55
Cris Carter,MIN,WR,27,12,12,0,0,0,0,0,5,15,3.00,0,92,53,681,12.85,6,1,,6,,,105,157.6,161.1,131.1,14,21,56
Tim Brown,RAI,WR,26,15,12,0,0,0,0,0,3,-4,-1.33,0,95,49,693,14.14,7,6,,7,,,105,153.9,159.9,129.4,14,20,57
Pete Metzelaars,BUF,TE,32,16,7,0,0,0,0,0,0,0,,0,43,30,298,9.93,6,0,,6,,,66,95.8,98.8,80.8,14,8,58
Brett Perriman,DET,WR,27,16,16,0,0,0,0,0,0,0,,0,107,69,810,11.74,4,1,,4,,,104,173.0,176.5,138.5,13,22,59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irving Fryar,NWE,WR,30,15,14,0,0,0,0,0,1,6,6.00,0,106,55,791,14.38,4,0,,4,,,104,158.7,161.7,131.2,13,23,60
Randal Hill,PHO,WR,23,16,14,0,0,0,0,0,1,4,4.00,0,117,58,861,14.84,3,2,,3,,,103,160.5,164.5,131.5,12,24,61
Calvin Williams,PHI,WR,25,16,15,0,0,0,0,0,0,0,,0,73,42,598,14.24,7,0,,7,,,102,143.8,146.8,122.8,11,25,62
Curtis Duncan*,HOU,WR,27,16,16,0,0,0,0,0,0,0,,0,110,82,954,11.63,1,0,,1,,,101,183.4,186.4,142.4,11,26,63
Johnny Johnson,PHO,RB,24,12,8,0,0,0,0,0,178,734,4.12,6,19,14,103,7.36,0,2,,6,,,118,131.7,138.7,124.7,10,21,64
Dave Krieg,KAN,QB,34,16,16,230,413,3115,15,12,37,74,2.00,2,,0,0,,0,10,,2,,,170,170.0,190.0,182.0,8,10,65
Rob Moore,NYJ,WR,24,16,15,0,0,0,0,0,1,21,21.00,0,115,50,726,14.52,4,0,,4,,,99,148.7,151.7,123.7,8,27,66
Ron Hall,TAM,TE,28,12,11,0,0,0,0,0,0,0,,0,54,39,351,9.00,4,0,,4,,,59,98.1,101.1,78.6,8,9,67
Heath Sherman,PHI,RB,25,16,7,0,0,0,0,0,112,583,5.21,5,23,18,219,12.17,1,3,,6,,,113,131.2,138.7,122.2,5,22,68
Willie Davis,KAN,WR,25,16,14,0,0,0,0,0,1,-11,-11.00,0,66,36,756,21.00,3,0,,3,,,93,128.5,131.5,110.5,2,28,69
Mark Carrier,TAM,WR,27,14,12,0,0,0,0,0,0,0,,0,102,56,692,12.36,4,1,,4,,,92,148.2,151.7,120.2,2,29,70
Terry Orr,WAS,TE,31,16,7,0,0,0,0,0,0,0,,0,33,22,356,16.18,3,1,,3,,,53,74.6,78.1,63.6,1,10,71
Ethan Horton,RAI,TE,30,16,16,0,0,0,0,0,0,0,,0,68,33,409,12.39,2,1,,2,,,52,84.9,88.4,68.4,1,11,72
Warren Moon*,HOU,QB,36,11,10,224,346,2521,18,12,27,147,5.44,1,,0,0,,0,7,,1,,,163,162.5,184.0,174.5,,11,73
Mark Rypien,WAS,QB,30,16,16,269,479,3282,13,17,36,50,1.39,2,,0,0,,0,4,,2,,,162,162.3,184.3,179.3,,12,74
Jim Harbaugh,CHI,QB,29,16,13,202,358,2486,13,12,47,272,5.79,1,,0,0,,0,6,,1,,,155,154.6,175.6,166.6,,14,75
Chris Chandler,PHO,QB,27,15,13,245,413,2832,15,15,36,149,4.14,1,,0,0,,0,9,,1,,,155,155.2,180.7,170.2,,13,76
Vinny Testaverde,TAM,QB,29,14,14,206,358,2554,14,16,36,197,5.47,2,,0,0,,0,4,,2,,,154,153.9,177.9,169.9,,15,77
Neil O'Donnell*,PIT,QB,26,12,12,185,313,2283,13,9,27,5,0.19,1,,0,0,,0,6,,1,,,126,125.8,140.8,134.8,,16,78
Chris Miller,ATL,QB,27,8,8,152,253,1739,15,6,23,89,3.87,0,,0,0,,0,6,,0,,,120,120.5,132.5,126.5,,17,
Rich Gannon,MIN,QB,27,12,12,159,279,1905,12,13,45,187,4.16,0,,0,0,,0,5,,0,,,112,111.9,133.4,124.9,,18,
Marion Butts,SDG,RB,26,15,15,0,0,0,0,0,218,809,3.71,4,11,9,73,8.11,0,4,,4,,,108,117.2,122.2,112.7,,23,
Bobby Humphrey,MIA,RB,26,16,1,0,0,0,0,0,102,471,4.62,1,75,54,507,9.39,1,2,,2,,,108,161.8,168.8,134.8,,24,
Tom Rathman,SFO,FB,30,15,15,0,0,0,0,0,57,194,3.40,5,55,44,343,7.80,4,1,,9,,,107,150.7,157.2,128.7,,25,
Brad Baxter,NYJ,FB,25,15,15,0,0,0,0,0,152,698,4.59,6,10,4,32,8.00,0,3,,6,,,106,110.0,114.5,108.0,,27,
Brad Muster,CHI,FB,27,16,16,0,1,0,0,1,98,414,4.22,3,45,34,389,11.44,2,2,,5,,,106,140.3,148.3,124.3,,26,
Rodney Culver,IND,RB,23,16,2,0,0,0,0,0,121,321,2.65,7,35,26,210,8.08,2,2,,9,,,105,131.1,138.1,118.1,,28,
John Elway,DEN,QB,32,12,12,174,316,2242,10,17,34,94,2.76,2,,0,0,,0,12,,2,,,105,105.1,131.1,122.1,,19,
Wade Wilson,ATL,QB,33,9,3,111,163,1366,13,4,15,62,4.13,0,,0,0,,0,0,,0,,,105,104.8,111.8,108.8,,20,
Jeff Hostetler,NYG,QB,31,13,9,103,192,1225,8,3,35,172,4.91,3,,0,0,,0,6,,3,,,104,104.2,116.2,107.2,,21,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Williams,SEA,FB,28,16,16,0,0,0,0,0,114,339,2.97,1,122,74,556,7.51,2,4,,3,,,104,177.5,185.5,140.5,,29,
Derrick Fenner,CIN,RB,25,16,1,0,0,0,0,0,112,500,4.46,7,12,7,41,5.86,1,1,,8,,,101,108.1,111.6,104.6,,30,
Kenneth Davis,BUF,RB,30,16,0,0,0,0,0,0,139,613,4.41,6,18,15,80,5.33,0,5,,6,,,100,115.3,120.8,107.8,,31,
Vince Workman,GNB,RB,24,10,10,0,0,0,0,0,159,631,3.97,2,59,47,290,6.17,0,4,,2,,,100,147.1,155.1,123.6,,32,
Eric Dickerson,RAI,RB,32,16,15,0,0,0,0,0,187,729,3.90,2,22,14,85,6.07,1,1,,3,,,98,112.4,115.9,105.4,,33,
Kevin Mack,CLE,FB,30,12,6,0,0,0,0,0,169,543,3.21,6,15,13,81,6.23,0,1,,6,,,97,110.4,113.9,103.9,,34,
Reggie Rivers,DEN,RB,24,16,3,0,0,0,0,0,74,282,3.81,3,63,45,449,9.98,1,2,,4,,,95,140.1,147.1,117.6,,35,
Jay Schroeder,RAI,QB,31,13,9,123,253,1476,11,11,28,160,5.71,0,,0,0,,0,5,,0,,,92,92.0,111.5,103.0,,22,
Henry Ellard,RAM,WR,31,16,15,0,0,0,0,0,0,0,,0,88,47,727,15.47,3,0,,3,,,91,137.7,140.7,114.2,,30,
Barry Word,KAN,RB,29,12,11,0,0,0,0,0,163,607,3.72,4,14,9,80,8.89,0,2,,4,,,91,99.7,103.7,95.2,,36,
Wendell Davis,CHI,WR,26,16,15,0,0,0,0,0,4,42,10.50,0,110,54,734,13.59,2,0,,2,,,90,143.6,146.6,116.6,,32,
Tom Waddle,CHI,WR,25,12,12,0,0,0,0,0,0,0,,0,80,46,674,14.65,4,1,,4,,,90,136.4,139.9,113.4,,31,
Ed McCaffrey,NYG,WR,24,16,3,0,0,0,0,0,0,0,,0,74,49,610,12.45,5,2,,5,,,89,138.0,142.0,113.5,,33,
Cody Carlson,HOU,QB,29,11,6,149,227,1710,9,11,27,77,2.85,1,,0,0,,0,8,,1,,,88,88.1,106.1,99.1,,24,
Willie Green,DET,WR,26,15,13,0,0,0,0,0,0,0,,0,78,33,586,17.76,5,1,,5,,,88,120.6,124.1,104.1,,36,
Rodney Peete,DET,QB,26,10,10,123,213,1702,9,9,21,83,3.95,0,,0,0,,0,6,,0,,,88,88.4,103.4,97.4,,23,
Ricky Proehl,PHO,WR,24,16,15,0,1,0,0,1,3,23,7.67,0,107,60,744,12.40,3,5,,3,,,88,147.7,154.2,118.7,,35,
Ricky Sanders,WAS,WR,32,15,5,0,0,0,0,0,4,-6,-1.50,0,91,51,707,13.86,3,0,,3,,,88,139.1,142.1,113.6,,34,
Quinn Early,NOR,WR,27,16,16,0,0,0,0,0,3,-1,-0.33,0,64,30,566,18.87,5,0,,5,,,87,116.5,119.5,101.5,,37,
Ricky Ervins,WAS,RB,24,16,0,0,0,0,0,0,151,495,3.28,2,42,32,252,7.88,0,1,,2,,,86,117.7,124.2,101.7,,37,
Reggie Langhorne,IND,WR,29,16,12,0,0,0,0,0,1,-7,-7.00,0,124,65,811,12.48,1,0,,1,,,86,151.4,154.4,118.9,,38,
Art Monk,WAS,WR,35,16,14,0,0,0,0,0,6,45,7.50,0,89,46,644,14.00,3,1,,3,,,86,131.9,135.4,108.9,,39,
Keith Byars,PHI,RB,29,15,15,0,1,0,0,0,41,176,4.29,1,81,56,502,8.96,2,1,,3,,,85,140.8,147.3,112.8,,38,
Gaston Green,DEN,RB,26,14,13,0,0,0,0,0,161,648,4.02,2,13,10,79,7.90,0,0,,2,,,85,94.7,97.7,89.7,,39,
Jessie Hester,IND,WR,29,16,16,0,0,0,0,0,0,0,,0,122,52,792,15.23,1,0,,1,,,85,137.2,140.2,111.2,,40,
Lawrence Dawsey,TAM,WR,25,15,12,0,0,0,0,0,0,0,,0,94,60,776,12.93,1,1,,1,,,83,142.6,146.1,112.6,,41,
Anthony Carter,MIN,WR,32,16,14,0,1,0,0,0,16,66,4.13,1,80,41,580,14.15,2,1,,3,,,82,122.6,126.1,102.1,,43,
Darren Lewis,CHI,RB,24,16,5,0,0,0,0,0,90,382,4.24,4,27,18,175,9.72,0,4,,5,,,82,99.7,107.7,90.7,,40,
Nate Lewis,SDG,WR,26,15,7,0,0,0,0,0,2,7,3.50,0,64,34,580,17.06,4,1,,4,,,82,115.7,119.2,98.7,,42,
Alvin Harper,DAL,WR,24,16,13,0,0,0,0,0,1,15,15.00,0,77,35,562,16.06,4,1,,4,,,81,115.7,119.2,98.2,,44,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Tomczak,CLE,QB,30,12,8,120,211,1693,7,7,24,39,1.63,0,,0,0,,0,5,,0,,,81,80.6,93.1,87.6,,25,
Roger Craig,MIN,RB,32,15,1,0,0,0,0,0,105,416,3.96,4,30,22,164,7.45,0,2,,4,,,80,102.0,109.0,91.0,,41,
Ernie Jones,PHO,WR,28,11,5,0,0,0,0,0,2,-3,-1.50,0,73,38,559,14.71,4,0,,4,,,80,117.6,120.6,98.6,,45,
David Lang,RAM,FB,24,16,11,0,0,0,0,0,33,203,6.15,5,26,18,283,15.72,1,5,,6,,,80,97.6,106.1,88.6,,43,
Dwight Stone,PIT,RB,28,15,12,0,0,0,0,0,12,118,9.83,0,68,34,501,14.74,3,0,,3,,,80,113.9,119.9,96.9,,42,
J.J. Birden,KAN,WR,27,16,11,0,0,0,0,0,0,0,,0,78,42,644,15.33,3,3,,3,,,79,121.4,125.9,100.4,,46,
Mark Clayton,MIA,WR,31,13,13,0,0,0,0,0,0,0,,0,89,43,619,14.40,3,1,,3,,,79,121.9,125.4,100.4,,48,
Jeff George,IND,QB,25,10,10,167,306,1963,7,15,14,26,1.86,1,,0,0,,0,6,,1,,,79,79.1,100.1,94.1,,26,
Drew Hill,ATL,WR,36,16,14,0,0,0,0,0,0,0,,0,98,60,623,10.38,3,1,,3,,,79,139.3,142.8,109.3,,47,
Browning Nagle,NYJ,QB,24,14,13,192,387,2280,7,17,24,57,2.38,0,,0,0,,0,12,,0,,,79,78.9,104.9,95.9,,27,
Christian Okoye,KAN,FB,31,15,5,0,0,0,0,0,144,448,3.11,6,4,1,5,5.00,0,2,,6,,,79,80.3,84.3,79.8,,44,
Vaughn Dunbar,NOR,RB,24,16,8,0,0,0,0,0,154,565,3.67,3,14,9,62,6.89,0,3,,3,,,78,86.7,91.2,82.2,,45,
Chris Burkett,NYJ,WR,30,16,5,0,0,0,0,0,0,0,,0,95,57,724,12.70,1,1,,1,,,77,134.4,137.9,105.9,,49,
Jeff Graham,PIT,WR,23,14,10,0,0,0,0,0,0,0,,0,94,49,711,14.51,1,0,,1,,,77,126.1,129.1,101.6,,50,
Jarrod Bunch,NYG,FB,24,16,13,0,0,0,0,0,104,501,4.82,3,16,11,50,4.55,1,3,,4,,,76,87.1,91.6,81.6,,46,
Marcus Allen,RAI,RB,32,16,0,0,0,0,0,0,67,301,4.49,2,44,28,277,9.89,1,1,,3,,,75,102.8,109.3,88.8,,47,
Willie Gault,RAI,WR,32,16,16,0,0,0,0,0,1,6,6.00,0,76,27,508,18.81,4,0,,4,,,75,102.4,105.4,88.9,,51,
Craig Heyward,NOR,FB,26,16,13,0,0,0,0,0,104,416,4.00,3,25,19,159,8.37,0,1,,3,,,75,93.5,100.0,84.0,,48,
Webster Slaughter,HOU,WR,28,12,9,0,0,0,0,0,3,20,6.67,0,61,39,486,12.46,4,3,,4,,,72,110.6,115.1,91.1,,52,
Harry Sydney,GNB,FB,33,16,10,0,0,0,0,0,51,163,3.20,2,65,49,384,7.84,1,2,,3,,,71,119.7,126.7,95.2,,49,
Amp Lee,SFO,RB,21,16,3,0,0,0,0,0,91,362,3.98,2,25,20,102,5.10,2,1,,4,,,69,89.4,95.9,79.4,,50,
Tim Barnett,KAN,WR,24,12,3,0,0,0,0,0,0,0,,0,44,24,442,18.42,4,1,,4,,,67,91.2,94.7,79.2,,53,
Larry Centers,PHO,FB,24,16,1,0,0,0,0,0,37,139,3.76,0,59,50,417,8.34,2,1,,2,,,67,116.6,123.1,91.6,,51,
Johnny Bailey*,PHO,RB,25,12,2,0,0,0,0,0,52,233,4.48,1,44,33,331,10.03,1,2,,2,,,66,99.4,106.4,82.9,,52,
Don Beebe,BUF,WR,28,12,8,0,0,0,0,0,1,-6,-6.00,0,58,33,554,16.79,2,1,,2,,,66,98.8,102.3,82.3,,54,
Mike Sherrard,SFO,WR,29,16,8,0,0,0,0,0,0,0,,0,58,38,607,15.97,0,1,,1,,,66,103.7,107.2,84.7,,55,
Boomer Esiason,CIN,QB,31,12,11,144,278,1407,11,15,21,66,3.14,0,,0,0,,0,12,,0,,,65,64.9,88.9,79.9,,28,
Bernie Kosar,CLE,QB,29,7,7,103,155,1160,8,7,5,12,2.40,0,,0,0,,0,1,,0,,,65,64.6,75.1,71.6,,29,
Arthur Marshall,DEN,WR,23,16,1,1,1,81,1,0,11,56,5.09,0,45,26,493,18.96,1,3,,1,,,65,91.1,95.6,78.1,,57,
Kelvin Martin,DAL,WR,27,16,1,0,0,0,0,0,2,13,6.50,0,47,32,359,11.22,3,2,,5,,,65,97.2,101.2,81.2,,56,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Martin,MIA,WR,27,16,3,0,1,0,0,0,1,-2,-2.00,0,65,33,553,16.76,2,2,,2,,,65,98.1,102.1,81.6,,58,
Hugh Millen,NWE,QB,29,7,7,124,203,1203,8,10,17,108,6.35,0,1,0,0,,0,8,,0,,,63,62.9,82.9,72.9,,30,
John Taylor,SFO,WR,30,9,8,0,0,0,0,0,1,10,10.00,0,35,25,428,17.12,3,0,,3,,,62,86.8,89.8,74.3,,59,
Todd McNair,KAN,RB,27,16,0,0,0,0,0,0,21,124,5.90,1,62,44,380,8.64,1,1,,2,,,61,105.4,111.9,83.4,,53,
Sean Salisbury,MIN,QB,29,10,4,97,175,1203,5,2,11,0,0.00,0,,0,0,,0,4,,0,,,60,60.1,67.1,62.1,,31,
Jon Vaughn,NWE,RB,22,16,5,0,0,0,0,0,113,451,3.99,1,21,13,84,6.46,0,6,,2,,,60,72.5,78.5,66.0,,54,
Tim McGee,CIN,WR,28,16,16,0,0,0,0,0,0,0,,0,90,35,408,11.66,3,0,,3,,,59,93.8,96.8,76.3,,60,
Leroy Hoard,CLE,RB,24,16,9,0,0,0,0,0,54,236,4.37,0,48,26,310,11.92,1,3,,1,,,58,83.6,91.1,70.6,,55,
Nick Bell,RAI,RB,24,16,1,0,0,0,0,0,81,366,4.52,3,6,4,40,10.00,0,2,,3,,,57,60.6,64.6,58.6,,56,
Leonard Harris,HOU,WR,32,14,7,0,0,0,0,0,1,8,8.00,0,55,35,435,12.43,2,0,,2,,,56,91.3,94.3,73.8,,61,
Hassan Jones,MIN,WR,28,9,5,1,1,18,0,0,1,1,1.00,0,48,22,308,14.00,4,0,,4,,,56,77.6,80.6,66.6,,64,
Terance Mathis,NYJ,WR,25,16,1,0,0,0,0,0,3,25,8.33,1,41,22,316,14.36,3,2,,4,,,56,78.1,82.1,67.1,,63,
Ernie Mills,PIT,WR,24,16,5,0,0,0,0,0,1,20,20.00,0,50,30,383,12.77,3,2,,3,,,56,86.3,90.3,71.3,,62,
John Stephens,NWE,RB,26,16,16,0,0,0,0,0,75,277,3.69,2,33,21,161,7.67,0,0,,2,,,56,76.8,82.8,66.3,,57,
Steve Broussard,ATL,RB,25,15,1,0,0,0,0,0,84,363,4.32,1,16,11,96,8.73,1,3,,2,,,55,65.9,70.4,60.4,,58,
Tommy Kane,SEA,WR,28,11,11,0,0,0,0,0,0,0,,0,70,27,369,13.67,3,0,,3,,,55,81.9,84.9,68.4,,65,
Bill Brooks,IND,WR,28,14,10,0,0,0,0,0,2,14,7.00,0,81,44,468,10.64,1,0,,1,,,54,98.2,101.2,76.2,,66,
Darrell Thompson,GNB,RB,25,7,4,0,0,0,0,0,76,254,3.34,2,16,13,129,9.92,1,2,,3,,,54,67.3,74.3,60.8,,59,
Jeff Chadwick,RAM,WR,32,14,2,0,0,0,0,0,0,0,,0,61,29,362,12.48,3,1,,3,,,53,82.2,85.7,67.7,,67,
Stan Gelbaugh,SEA,QB,30,10,8,121,255,1307,6,11,16,79,4.94,0,,0,0,,0,9,,0,,,53,53.2,71.7,64.2,,32,
Dave Meggett,NYG,RB,26,16,0,0,0,0,0,0,32,167,5.22,0,65,38,229,6.03,2,5,,3,,,53,90.6,99.1,71.6,,60,
Greg Lewis,DEN,RB,23,16,2,0,1,0,0,0,73,268,3.67,4,4,4,30,7.50,0,2,,4,,,52,55.8,59.8,53.8,,62,
Tony Paige,MIA,FB,30,16,16,0,0,0,0,0,7,11,1.57,1,60,48,399,8.31,1,1,,2,,,52,100.0,103.5,76.0,,61,
Phil Simms,NYG,QB,37,4,4,83,137,912,5,3,6,17,2.83,0,,0,0,,0,0,,0,,,52,52.2,58.2,55.2,,33,
