Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
Paul Palmer,KAN,RB,24,15,11,0,0,0,0,0,134,452,3.37,2,53,611,11.53,4,7,,6,,,135,188.3,197.8,161.8,,24,
Lorenzo Hampton,MIA,RB,26,16,10,0,0,0,0,0,117,414,3.54,9,23,204,8.87,3,2,,12,,,132,154.8,161.8,143.3,,26,
Garry James,DET,RB,25,16,16,0,0,0,0,0,182,552,3.03,5,39,382,9.79,2,3,,7,,,132,171.4,178.9,151.9,,25,
Kelvin Bryant,WAS,RB,28,10,4,0,0,0,0,0,108,498,4.61,1,42,447,10.64,5,3,,6,,,128,169.5,177.0,148.5,,27,
Dave Krieg*,SEA,QB,30,9,9,134,228,1741,18,8,24,64,2.67,0,0,0,,0,6,,0,,,126,126.0,140.0,134.0,,18,
Chris Miller,ATL,QB,23,13,13,184,351,2133,11,12,31,138,4.45,1,0,0,,0,2,,1,,,123,123.1,142.1,135.1,,20,
Vinny Testaverde,TAM,QB,25,15,15,222,466,3240,13,35,28,138,4.93,1,0,0,,0,8,,1,,,123,123.4,168.4,158.4,,19,
Don Majkowski,GNB,QB,24,13,9,178,336,2119,9,11,47,225,4.79,1,0,0,,0,8,,1,,,119,119.3,140.3,130.3,,21,
Stump Mitchell,PHO,RB,29,14,14,0,0,0,0,0,164,726,4.43,4,25,214,8.56,1,6,,5,,,118,143.0,152.0,130.5,,28,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Rypien,WAS,QB,26,9,6,114,208,1730,18,13,9,31,3.44,1,0,0,,0,6,,1,,,118,118.3,137.3,131.3,,22,
Allen Pinkett,HOU,RB,24,16,2,0,0,0,0,0,122,513,4.20,7,12,114,9.50,2,2,,9,,,115,126.7,133.7,120.7,,29,
Thurman Thomas,BUF,RB,22,15,15,0,0,0,0,0,207,881,4.26,2,18,208,11.56,0,9,,2,,,112,129.9,140.4,120.9,,30,
Tony Dorsett,DEN,RB,34,16,13,1,2,7,1,0,181,703,3.88,5,16,122,7.63,0,6,,5,,,111,126.8,135.8,118.8,,31,
Jay Schroeder,RAI,QB,27,9,8,113,256,1839,13,13,29,109,3.76,1,0,0,,0,6,,1,,,110,110.5,132.5,123.5,,23,
Hassan Jones,MIN,WR,24,16,15,0,0,0,0,0,1,7,7.00,0,40,778,19.45,5,0,,5,,,109,148.5,151.5,128.5,,30,
Stephen Baker,NYG,WR,24,16,11,0,0,0,0,0,0,0,,0,40,656,16.40,7,0,,7,,,108,147.6,150.6,127.6,,31,
Bernie Kosar,CLE,QB,25,9,9,156,259,1890,10,7,12,-1,-0.08,1,0,0,,0,0,,1,,,108,107.5,117.5,114.5,,24,
Mervyn Fernandez,RAI,WR,29,16,1,0,0,0,0,0,1,9,9.00,0,31,805,25.97,4,0,,4,,,105,136.4,139.4,120.9,,32,
Tim McGee,CIN,WR,24,16,16,0,0,0,0,0,0,0,,0,36,686,19.06,6,0,,6,,,105,140.6,143.6,122.6,,33,
Anthony Toney,PHI,FB,26,15,13,0,0,0,0,0,139,502,3.61,4,34,256,7.53,1,2,,5,,,104,137.8,144.8,120.8,,32,
Brent Fullwood,GNB,FB,25,14,10,0,0,0,0,0,101,483,4.78,7,20,128,6.40,1,6,,8,,,103,123.1,132.1,113.1,,33,
Jim Jensen,MIA,RB,30,16,4,0,0,0,0,0,10,68,6.80,0,58,652,11.24,5,2,,5,,,100,158.0,162.0,129.0,,34,
Alfred Anderson,MIN,FB,27,16,13,0,0,0,0,0,87,300,3.45,7,23,242,10.52,1,3,,8,,,99,122.2,129.7,110.7,,35,
Steve Smith,RAI,FB,24,16,6,0,0,0,0,0,38,162,4.26,3,26,299,11.50,6,1,,9,,,99,125.1,131.6,112.1,,36,
Steve Sewell,DEN,RB,25,16,3,0,1,0,0,0,32,135,4.22,1,38,507,13.34,5,2,,6,,,98,136.2,143.2,117.2,,37,
Chris Chandler,IND,QB,23,15,13,129,233,1619,8,12,46,139,3.02,3,0,0,,0,8,,3,,,97,96.7,118.7,108.7,,25,
Wesley Walker,NYJ,WR,33,16,10,0,0,0,0,0,1,12,12.00,0,26,551,21.19,7,1,,7,,,97,123.3,126.8,110.3,,34,
Michael Irvin,DAL,WR,22,14,10,0,0,0,0,0,1,2,2.00,0,32,654,20.44,5,0,,5,,,96,127.6,130.6,111.6,,35,
Mark Malone,SDG,QB,30,12,8,147,272,1580,6,13,37,169,4.57,4,0,0,,0,6,,4,,,96,96.1,118.1,109.1,,26,
Allen Rice,MIN,RB,26,16,4,0,0,0,0,0,110,322,2.93,6,30,279,9.30,0,1,,6,,,95,125.1,131.6,110.1,,38,
Lars Tate,TAM,RB,22,15,5,0,0,0,0,0,122,467,3.83,7,5,23,4.60,1,2,,8,,,95,100.0,104.0,97.5,,39,
Dennis McKinnon,CHI,WR,27,15,15,0,0,0,0,0,3,25,8.33,1,45,704,15.64,3,3,,4,,,94,138.9,143.4,116.4,,36,
Sammy Winder,DEN,RB,29,16,12,0,0,0,0,0,149,543,3.64,4,17,103,6.06,1,1,,5,,,94,110.6,117.1,102.1,,40,
Pete Mandley,DET,WR,27,15,14,0,0,0,0,0,6,44,7.33,1,44,617,14.02,4,3,,5,,,93,137.1,141.6,115.1,,37,
Tom Rathman,SFO,FB,26,16,16,0,0,0,0,0,102,427,4.19,2,42,382,9.10,0,0,,2,,,93,134.9,140.9,113.9,,41,
Jim McMahon,CHI,QB,29,9,9,114,192,1346,6,7,26,104,4.00,4,0,0,,0,6,,4,,,92,92.2,108.2,99.2,,27,
Troy Stradford,MIA,RB,24,15,6,0,1,0,0,0,95,335,3.53,2,56,426,7.61,1,2,,3,,,92,148.1,155.1,120.1,,42,
Rodney Carter,PIT,RB,24,14,1,2,3,56,0,0,36,216,6.00,3,32,363,11.34,2,0,,5,,,90,122.1,128.1,106.1,,44,
Rueben Mayes,NOR,RB,25,16,9,0,0,0,0,0,170,628,3.69,3,11,103,9.36,0,1,,3,,,90,101.1,107.6,95.6,,45,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Perryman,NWE,FB,24,16,16,0,0,0,0,0,146,448,3.07,6,17,134,7.88,0,4,,6,,,90,107.2,115.2,98.7,,43,
Carlos Carson,KAN,WR,30,14,14,0,0,0,0,0,1,1,1.00,0,46,711,15.46,3,0,,3,,,89,135.2,138.2,112.2,,38,
Aaron Cox,RAM,WR,23,16,15,0,0,0,0,0,0,0,,0,28,590,21.07,5,0,,5,,,89,117.0,120.0,103.0,,39,
Ronnie Harmon,BUF,RB,24,16,1,0,0,0,0,0,57,212,3.72,1,37,427,11.54,3,2,,4,,,86,122.9,129.9,104.4,,46,
Steve Beuerlein,RAI,QB,23,10,8,105,238,1643,8,7,30,35,1.17,0,1,21,21.00,0,6,,0,,,83,84.3,97.3,90.8,,28,
Sterling Sharpe,GNB,WR,23,16,16,0,0,0,0,0,4,-2,-0.50,0,55,791,14.38,1,3,,1,,,82,136.9,141.4,109.4,,40,
Keith Woodside,GNB,RB,24,16,9,0,0,0,0,0,83,195,2.35,3,39,352,9.03,2,3,,5,,,82,120.7,128.2,101.2,,47,
Clarence Verdin,IND,WR,25,16,11,0,0,0,0,0,8,77,9.63,0,20,437,21.85,4,0,,5,,,81,101.4,104.4,91.4,,41,
Anthony Miller,SDG,WR,23,16,15,0,0,0,0,0,7,45,6.43,0,36,526,14.61,3,1,,4,,,80,116.1,119.6,98.1,,42,
Doug Flutie,NWE,QB,26,11,9,92,179,1150,8,10,38,179,4.71,1,0,0,,0,3,,1,,,79,78.9,96.4,88.9,,29,
Dennis Gentry,CHI,WR,29,16,16,0,0,0,0,0,7,86,12.29,1,33,486,14.73,3,2,,4,,,79,112.2,116.2,95.7,,43,
Bo Jackson,RAI,RB,26,10,9,0,0,0,0,0,136,580,4.26,3,9,79,8.78,0,5,,3,,,79,87.9,93.4,83.4,,49,
Roger Vick,NYJ,FB,24,16,12,0,0,0,0,0,128,540,4.22,3,19,120,6.32,0,5,,3,,,79,98.0,106.5,88.5,,48,
Irving Fryar,NWE,WR,26,15,14,0,0,0,0,0,6,12,2.00,0,33,490,14.85,5,2,,5,,,78,111.2,115.2,94.7,,44,
Kelvin Martin,DAL,WR,23,16,7,0,0,0,0,0,4,-4,-1.00,0,49,622,12.69,3,2,,3,,,78,126.8,130.8,102.3,,45,
Ron Morris,CHI,WR,24,16,1,0,0,0,0,0,3,40,13.33,0,28,498,17.79,4,0,,4,,,78,105.8,108.8,91.8,,46,
Mike Tomczak,CHI,QB,26,14,5,86,170,1310,7,6,13,40,3.08,1,0,0,,0,1,,1,,,77,77.4,86.9,83.4,,30,
Ottis Anderson,NYG,RB,31,16,0,0,0,0,0,0,65,208,3.20,8,9,57,6.33,0,0,,8,,,75,83.5,86.5,79.0,,50,
Mike Quick,PHI,WR,29,8,8,0,0,0,0,0,0,0,,0,22,508,23.09,4,0,,4,,,75,96.8,99.8,85.8,,47,
Steve Largent,SEA,WR,34,15,15,0,0,0,0,0,1,-3,-3.00,0,39,645,16.54,2,3,,2,,,73,112.2,116.7,92.7,,48,
Stanley Morgan,NWE,WR,33,16,14,0,0,0,0,0,1,-6,-6.00,0,31,502,16.19,4,1,,4,,,73,103.6,107.1,88.1,,49,
Kevin Mack,CLE,FB,26,11,11,0,0,0,0,0,123,485,3.94,3,11,87,7.91,0,5,,3,,,70,81.2,86.7,75.7,,51,
Mark Duper,MIA,WR,29,13,13,0,0,0,0,0,0,0,,0,39,626,16.05,1,0,,1,,,69,107.6,110.6,88.1,,50,
Christian Okoye,KAN,FB,27,9,9,0,0,0,0,0,105,473,4.50,3,8,51,6.38,0,1,,3,,,69,77.4,80.9,73.4,,52,
Gerald Riggs,ATL,RB,28,9,9,0,0,0,0,0,113,488,4.32,1,22,171,7.77,0,3,,1,,,69,90.9,98.4,79.9,,53,
Rick Fenney,MIN,FB,24,13,3,0,0,0,0,0,55,271,4.93,3,15,224,14.93,0,0,,3,,,68,82.5,88.5,75.0,,54,
Quinn Early,SDG,WR,23,16,11,0,0,0,0,0,7,63,9.00,0,29,375,12.93,4,1,,4,,,67,95.8,99.3,81.3,,51,
Jamie Holland,SDG,WR,24,16,6,0,0,0,0,0,3,19,6.33,0,39,536,13.74,1,1,,2,,,67,105.5,109.0,86.0,,53,
Ernie Jones,PHO,WR,24,16,0,0,0,0,0,0,0,0,,0,23,496,21.57,3,1,,3,,,67,89.6,93.1,78.1,,52,
Ricky Nattiel,DEN,WR,22,15,11,0,1,0,0,0,5,51,10.20,0,46,574,12.48,1,3,,1,,,66,111.5,116.0,88.5,,54,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timmy Smith,WAS,FB,24,14,8,0,0,0,0,0,155,470,3.03,3,8,53,6.63,0,4,,3,,,66,74.3,79.3,70.3,,55,
Stanley Wilson,CIN,FB,27,15,6,0,0,0,0,0,112,398,3.55,2,9,110,12.22,1,3,,3,,,66,74.8,82.3,70.3,,56,
Alonzo Highsmith,HOU,FB,23,16,16,0,0,0,0,0,94,466,4.96,2,12,131,10.92,0,7,,2,,,65,76.7,86.2,70.7,,57,
Albert Bentley,IND,RB,28,16,2,0,1,0,0,0,45,230,5.11,2,26,252,9.69,1,2,,3,,,64,90.2,97.2,77.2,,58,
Brian Brennan,CLE,WR,26,16,1,0,0,0,0,0,0,0,,0,46,579,12.59,1,0,,1,,,64,109.9,112.9,86.9,,55,
Webster Slaughter,CLE,WR,24,8,8,0,0,0,0,0,0,0,,0,30,462,15.40,3,1,,3,,,63,93.2,96.7,78.2,,56,
Herman Heard,KAN,RB,27,12,5,0,0,0,0,0,106,438,4.13,0,20,198,9.90,0,2,,0,,,62,81.6,88.6,71.6,,60,
Rusty Hilger,DET,QB,26,11,9,126,306,1558,7,12,18,27,1.50,0,0,0,,0,7,,0,,,62,62.0,80.5,74.0,,31,
Gene Lang,ATL,RB,26,16,3,0,0,0,0,0,53,191,3.60,0,37,398,10.76,1,3,,1,,,62,98.9,106.4,80.4,,59,
Randy Wright,GNB,QB,27,8,7,141,244,1490,4,13,8,43,5.38,2,0,0,,0,6,,2,,,60,59.9,78.9,72.9,,32,
William Howard,TAM,FB,24,15,9,0,0,0,0,0,115,452,3.93,1,11,97,8.82,0,2,,1,,,59,69.9,73.9,64.4,,61,
Perry Kemp,GNB,WR,27,16,4,0,0,0,0,0,0,0,,0,48,620,12.92,0,3,,0,,,59,107.0,111.5,83.0,,57,
Mike Wilson,SFO,WR,30,16,11,0,0,0,0,0,0,0,,0,33,405,12.27,3,0,,3,,,59,91.5,94.5,75.0,,58,
Matt Bouza,IND,WR,29,15,5,0,0,0,0,0,0,0,,0,25,342,13.68,4,0,,4,,,58,83.2,86.2,70.7,,59,
Gary Hogeboom,IND,QB,30,9,1,76,131,996,7,7,11,-8,-0.73,1,0,0,,0,2,,1,,,57,57.0,68.0,64.0,,33,
Stacey Bailey,ATL,WR,28,10,9,0,0,0,0,0,0,0,,0,17,437,25.71,2,0,,2,,,56,72.7,75.7,64.2,,60,
Robert Delpino,RAM,RB,23,15,3,0,0,0,0,0,34,147,4.32,0,30,312,10.40,2,2,,2,,,56,85.9,92.9,70.9,,62,
Ron Hall,TAM,TE,24,15,14,0,0,0,0,0,0,0,,0,39,555,14.23,0,0,,0,,,56,94.5,97.5,75.0,,12,
Thomas Sanders,CHI,RB,26,16,0,0,0,0,0,0,95,332,3.49,3,9,94,10.44,0,5,,3,,,56,64.6,70.1,60.1,,63,
Fred Banks,MIA,WR,26,11,2,0,0,0,0,0,0,0,,0,23,430,18.70,2,0,,2,,,55,78.0,81.0,66.5,,61,
Ron Davenport,MIA,FB,26,16,5,0,0,0,0,0,55,273,4.96,0,30,282,9.40,0,1,,0,,,55,84.5,91.0,69.5,,66,
Floyd Dixon,ATL,WR,24,14,14,0,0,0,0,0,7,69,9.86,0,28,368,13.14,2,1,,2,,,55,82.7,86.2,68.7,,63,
Earnest Jackson,PIT,FB,29,12,6,0,0,0,0,0,74,315,4.26,3,9,84,9.33,0,3,,3,,,55,63.9,68.4,59.4,,65,
James Jones,DET,FB,27,14,14,0,1,0,0,0,96,314,3.27,0,29,259,8.93,0,2,,0,,,55,84.3,91.3,69.8,,64,
James Lofton,RAI,WR,32,16,16,0,0,0,0,0,0,0,,0,28,549,19.61,0,0,,0,,,55,82.9,85.9,68.9,,62,
Ron Johnson,PHI,WR,30,10,4,0,0,0,0,0,0,0,,0,19,417,21.95,2,0,,2,,,54,72.7,75.7,63.2,,64,
Jamie Morris,WAS,RB,23,16,4,0,0,0,0,0,126,437,3.47,2,1,3,3.00,0,3,,2,,,53,54.0,58.5,53.5,,68,
James Saxon,KAN,FB,22,16,4,0,0,0,0,0,60,236,3.93,2,19,177,9.32,0,0,,2,,,53,72.3,78.3,62.8,,67,
