Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
Doug Williams,TAM,QB,27,9,9,164,307,2071,9,11,35,158,4.51,2,0,0,,0,9,,2,,,116,115.6,137.1,126.6,30,8,44
Steve Largent,SEA,WR,28,8,8,0,0,0,0,0,1,8,8.00,0,34,493,14.50,3,0,,3,,,68,102.1,105.1,85.1,28,13,45
Earnest Gray,NYG,WR,25,9,9,0,0,0,0,0,0,0,,0,25,426,17.04,4,0,,4,,,67,91.6,94.6,79.1,25,14,46
Terry Bradshaw,PIT,QB,34,9,9,127,240,1768,17,11,8,10,1.25,0,0,0,,0,5,,0,,,113,112.7,129.2,123.7,24,9,47
Steve Watson,DEN,WR,25,9,9,0,0,0,0,0,1,-4,-4.00,0,36,555,15.42,2,1,,2,,,66,102.1,105.6,84.1,24,15,48
Rick Upchurch*+,DEN,WR,30,9,8,0,0,0,0,0,2,-10,-5.00,0,26,407,15.65,3,4,,5,,,66,91.7,96.7,78.7,23,16,49
Ted Brown,MIN,FB,25,8,8,0,0,0,0,0,120,515,4.29,1,31,207,6.68,2,0,,3,,,90,121.2,127.2,105.7,22,17,50
Roy Green,STL,WR,25,9,9,0,1,0,0,0,6,8,1.33,0,32,453,14.16,3,1,,3,,,63,95.1,98.6,79.1,19,17,51
David Hill,DET,TE,28,9,8,0,0,0,0,0,0,0,,0,22,252,11.45,4,0,,4,,,49,71.2,74.2,60.2,17,9,52
Jim Smith,PIT,WR,27,8,0,0,0,0,0,0,0,0,,0,17,387,22.76,4,1,,4,,,62,78.7,82.2,70.2,16,18,53
Tony Hill,DAL,WR,26,9,8,0,0,0,0,0,1,22,22.00,0,35,526,15.03,1,0,,1,,,61,95.8,98.8,78.3,15,19,54
Ottis Anderson,STL,RB,25,8,8,0,0,0,0,0,145,587,4.05,3,14,106,7.57,0,2,,3,,,85,99.3,106.3,92.3,14,18,55
Butch Woolfolk,NYG,RB,22,9,8,0,0,0,0,0,112,439,3.92,2,23,224,9.74,2,5,,4,,,85,108.3,116.8,96.8,14,19,56
Carlos Carson,KAN,WR,24,9,7,0,0,0,0,0,0,0,,0,27,494,18.30,2,1,,2,,,60,87.4,90.9,73.9,14,20,57
Scott Brunner,NYG,QB,25,9,9,161,298,2017,10,9,19,27,1.42,1,0,0,,0,5,,1,,,106,106.4,120.9,115.4,13,10,58
Wayne Wilson,NOR,FB,25,8,7,0,0,0,0,0,103,413,4.01,3,25,175,7.00,2,4,,5,,,85,109.8,117.8,97.3,13,20,59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Cribbs,BUF,RB,24,7,6,0,1,0,0,1,134,633,4.72,3,13,99,7.62,0,5,,3,,,84,97.2,103.7,91.7,12,21,60
Pat Tilley,STL,WR,29,9,8,0,0,0,0,0,0,0,,0,36,465,12.92,2,0,,2,,,59,94.5,97.5,76.5,11,22,61
Ricky Feacher,CLE,WR,28,9,9,0,0,0,0,0,0,0,,0,28,408,14.57,3,0,,3,,,59,86.8,89.8,72.8,11,21,62
Leonard Thompson,DET,WR,30,9,6,0,0,0,0,0,2,16,8.00,0,17,328,19.29,4,0,,4,,,58,75.4,78.4,66.9,10,23,63
Jim Plunkett,RAI,QB,35,9,9,152,261,2035,14,15,15,6,0.40,0,0,0,,0,4,,0,,,104,104.0,124.0,119.0,9,11,64
Jerry Butler,BUF,WR,25,7,7,0,0,0,0,0,0,0,,0,26,336,12.92,4,0,,4,,,58,83.6,86.6,70.6,9,24,65
James Brooks,SDG,RB,24,9,0,0,0,0,0,0,87,430,4.94,6,13,66,5.08,0,4,,6,,,82,94.6,99.6,88.1,7,22,66
Frank Lewis,BUF,WR,35,8,8,0,0,0,0,0,0,0,,0,28,443,15.82,2,0,,2,,,56,84.3,87.3,70.3,7,25,67
John Spagnola,PHI,TE,25,9,9,0,0,0,0,0,0,0,,0,26,313,12.04,2,0,,2,,,43,69.3,72.3,56.3,6,10,68
Drew Pearson,DAL,WR,31,9,8,1,2,26,0,1,0,0,,0,26,382,14.69,3,0,,3,,,55,81.2,85.2,69.2,5,26,69
Mike Pruitt,CLE,FB,28,9,9,0,0,0,0,0,143,516,3.61,3,22,140,6.36,0,4,,3,,,80,101.6,109.6,90.6,4,23,70
Kevin House,TAM,WR,25,9,9,0,0,0,0,0,1,-1,-1.00,0,28,438,15.64,2,1,,2,,,55,82.7,86.2,68.7,4,27,71
Charlie Joiner,SDG,WR,35,9,9,0,0,0,0,0,0,0,,0,36,545,15.14,0,1,,0,,,54,89.5,93.0,71.5,2,28,72
Paul Coffman*,GNB,TE,26,9,9,0,0,0,0,0,0,0,,0,23,287,12.48,2,0,,2,,,41,63.7,66.7,52.2,2,11,73
Johnny Perkins,NYG,WR,29,8,7,0,0,0,0,0,0,0,,0,26,430,16.54,2,2,,2,,,53,79.0,83.0,66.0,1,29,74
Ron Jaworski,PHI,QB,31,9,9,167,286,2076,12,12,10,9,0.90,0,0,0,,0,9,,0,,,99,98.9,118.4,110.9,,12,75
Jim McMahon,CHI,QB,23,8,7,120,210,1501,9,7,24,105,4.38,1,0,0,,0,1,,1,,,98,97.5,111.0,104.5,,13,76
Lynn Dickey,GNB,QB,33,9,9,124,218,1790,12,14,13,19,1.46,0,0,0,,0,5,,0,,,89,88.5,108.0,102.5,,14,77
Vince Ferragamo,RAM,QB,28,7,5,118,209,1609,9,9,4,3,0.75,1,0,0,,0,1,,1,,,88,87.7,100.2,96.7,,15,78
Steve Bartkowski,ATL,QB,30,9,9,166,262,1905,8,11,13,4,0.31,1,0,0,,0,7,,1,,,86,85.6,103.1,96.6,,16,
David Woodley,MIA,QB,24,9,9,98,179,1080,5,8,36,207,5.75,2,1,15,15.00,1,2,,3,,,85,86.4,101.4,93.9,,17,
Jim Zorn,SEA,QB,29,9,7,126,245,1540,7,11,15,113,7.53,1,1,27,27.00,0,5,,1,,,83,83.6,103.1,94.1,,18,
Roosevelt Leaks,BUF,FB,29,9,9,0,0,0,0,0,97,405,4.18,5,13,91,7.00,0,2,,5,,,78,90.6,94.6,84.1,,24,
Gerald Riggs,ATL,RB,22,9,0,0,0,0,0,0,78,299,3.83,5,23,185,8.04,0,1,,5,,,77,100.4,106.9,88.9,,25,
John Riggins,WAS,FB,33,8,8,0,0,0,0,0,177,553,3.12,3,10,50,5.00,0,2,,3,,,76,86.3,90.3,81.3,,26,
Earl Campbell,HOU,RB,27,9,9,0,1,0,0,1,157,538,3.43,2,18,130,7.22,0,2,,2,,,75,92.8,100.8,84.8,,27,
Neil Lomax,STL,QB,23,9,9,109,205,1367,5,6,28,119,4.25,1,1,10,10.00,0,8,,1,,,74,74.6,90.6,80.1,,19,
Joe Ferguson,BUF,QB,32,9,9,144,264,1597,7,16,16,46,2.88,1,0,0,,0,5,,2,,,71,71.5,93.0,87.5,,20,
George Rogers*,NOR,RB,24,6,5,0,0,0,0,0,122,535,4.39,3,4,21,5.25,0,4,,3,,,70,73.6,78.6,71.6,,30,
Matt Suhey,CHI,FB,24,9,8,0,0,0,0,0,70,206,2.94,3,36,333,9.25,0,2,,3,,,70,105.9,112.9,87.9,,29,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles White,CLE,RB,24,9,9,0,0,0,0,0,69,259,3.75,3,34,283,8.32,0,2,,3,,,70,104.2,111.2,87.2,,28,
Gary Danielson,DET,QB,31,8,5,100,197,1343,10,14,23,92,4.00,0,0,0,,0,6,,0,,,69,68.9,88.9,82.9,,21,
Rick Parros,DEN,FB,24,9,9,0,0,0,0,0,77,277,3.60,1,37,259,7.00,2,3,,3,,,69,105.6,113.1,87.1,,31,
Steve DeBerg,DEN,QB,28,9,5,131,223,1405,7,11,8,27,3.38,1,0,0,,0,4,,1,,,67,66.9,82.9,77.9,,22,
Steve Grogan,NWE,QB,29,6,6,66,122,930,7,4,9,42,4.67,1,0,0,,0,2,,1,,,65,65.4,73.4,69.4,,23,
Mike Guman,RAM,FB,24,9,9,0,1,0,0,1,69,266,3.86,2,31,310,10.00,0,3,,2,,,65,95.6,104.1,81.1,,32,
Bill Kenney,KAN,QB,27,7,6,95,169,1192,7,6,13,40,3.08,0,0,0,,0,3,,0,,,65,64.7,75.2,70.7,,24,
Mike Pagel,BAL,QB,22,9,9,111,221,1281,5,7,19,82,4.32,1,0,0,,0,9,,1,,,62,62.4,76.9,69.4,,25,
Ron Springs,DAL,FB,26,9,9,0,0,0,0,0,59,243,4.12,2,17,163,9.59,2,3,,4,,,62,78.6,86.1,70.1,,34,
Gerald Willhite,DEN,RB,23,9,2,0,2,0,0,1,70,347,4.96,2,26,227,8.73,0,5,,2,,,62,88.4,97.9,76.4,,33,
Mike Augustyniak,NYJ,FB,26,9,7,0,0,0,0,0,50,178,3.56,4,24,189,7.88,0,2,,4,,,59,82.7,89.7,70.7,,35,
Ron Smith,PHI,WR,26,9,9,0,0,0,0,0,0,0,,0,34,475,13.97,1,1,,1,,,53,86.5,90.0,69.5,,30,
Ken Stabler,NOR,QB,37,8,8,117,189,1343,6,10,3,-4,-1.33,0,0,0,,0,4,,0,,,53,53.3,68.3,63.3,,26,
Donnie Craft,HOU,RB,23,9,2,0,0,0,0,0,18,42,2.33,3,23,230,10.00,1,0,,4,,,51,74.2,77.2,62.7,,36,
Wayne Morris,STL,FB,28,9,7,0,0,0,0,0,84,274,3.26,4,3,8,2.67,0,1,,4,,,51,54.2,57.7,52.7,,37,
Preston Dennard,RAM,WR,27,9,9,0,0,0,0,0,0,0,,0,25,383,15.32,2,0,,2,,,50,75.3,78.3,62.8,,31,
Art Monk,WAS,WR,25,9,9,0,0,0,0,0,7,21,3.00,0,35,447,12.77,1,3,,1,,,50,84.8,89.3,67.3,,32,
Curtis Dickey,BAL,RB,26,8,6,0,0,0,0,0,66,232,3.52,1,21,228,10.86,0,3,,1,,,49,70.0,77.5,59.5,,38,
Gifford Nielsen,HOU,QB,28,9,4,87,161,1005,6,8,9,37,4.11,0,0,0,,0,4,,0,,,48,47.9,60.9,55.9,,27,
Mike Renfro,HOU,WR,27,9,4,0,0,0,0,0,0,0,,0,21,295,14.05,3,0,,3,,,48,68.5,71.5,58.0,,34,
Freddie Solomon,SFO,WR,29,9,7,0,0,0,0,0,1,-4,-4.00,0,19,323,17.00,3,2,,3,,,48,66.9,70.9,57.4,,33,
Zachary Dixon,BAL,RB,26,9,3,0,0,0,0,0,58,249,4.29,1,20,185,9.25,0,2,,1,,,47,67.4,74.4,57.4,,39,
John Jefferson*,GNB,WR,26,8,8,0,0,0,0,0,2,16,8.00,0,27,452,16.74,0,0,,0,,,47,73.8,76.8,60.3,,35,
Dave Logan,CLE,WR,28,9,9,0,0,0,0,0,0,0,,0,23,346,15.04,2,0,,2,,,47,69.6,72.6,58.1,,36,
Archie Manning,2TM,QB,33,7,5,67,132,880,6,8,13,85,6.54,0,0,0,,0,5,,0,,,47,46.7,60.2,54.7,,28,
George Farmer,RAM,WR,24,8,0,0,0,0,0,0,0,0,,0,17,344,20.24,2,0,,2,,,46,63.4,66.4,54.9,,37,
Butch Johnson,DAL,WR,28,9,1,0,0,0,0,0,1,9,9.00,0,12,269,22.42,3,0,,3,,,46,57.8,60.8,51.8,,38,
Brian Sipe,CLE,QB,33,6,6,101,185,1064,4,8,13,44,3.38,0,0,0,,0,1,,0,,,46,46.0,57.5,54.0,,29,
Billy Jackson,KAN,FB,23,9,7,0,0,0,0,0,86,243,2.83,3,5,41,8.20,0,1,,3,,,45,50.4,53.9,47.9,,40,
Randy McMillan,BAL,FB,24,9,9,0,0,0,0,0,101,305,3.02,1,15,90,6.00,0,1,,1,,,45,59.5,63.0,52.0,,41,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark van Eeghen,NWE,FB,30,9,5,0,0,0,0,0,82,386,4.71,0,2,14,7.00,1,2,,1,,,44,46.0,50.0,45.0,,42,
Joe Washington,WAS,RB,29,7,1,1,1,35,0,0,44,190,4.32,1,19,134,7.05,1,2,,2,,,44,62.8,69.8,53.3,,43,
Joe Delaney,KAN,RB,24,8,7,0,0,0,0,0,95,380,4.00,0,11,53,4.82,0,0,,0,,,43,54.3,57.3,48.8,,44,
Jeff Groth,NOR,WR,25,9,9,0,0,0,0,0,1,1,1.00,0,30,383,12.77,1,1,,1,,,43,73.4,76.9,58.4,,39,
Greg Hawthorne,PIT,WR,26,9,1,0,0,0,0,0,15,68,4.53,0,12,182,15.17,3,0,,3,,,43,55.0,58.0,49.0,,40,
Alfred Jackson,ATL,WR,27,9,9,0,0,0,0,0,1,4,4.00,0,26,361,13.88,1,0,,1,,,43,68.5,71.5,55.5,,41,
Kenny King,RAI,FB,25,9,9,0,0,0,0,0,69,264,3.83,2,9,57,6.33,0,1,,2,,,43,52.1,55.6,47.6,,46,
Tony Nathan,MIA,RB,26,8,7,1,2,15,1,0,66,233,3.53,1,16,114,7.13,0,2,,1,,,43,59.3,66.3,51.3,,45,
Lam Jones,NYJ,WR,24,8,6,0,0,0,0,0,1,2,2.00,0,18,294,16.33,2,0,,2,,,42,59.6,62.6,50.6,,42,
Malcolm Barnwell,RAI,WR,24,9,9,0,0,0,0,0,2,18,9.00,0,23,387,16.83,0,0,,0,,,41,63.5,66.5,52.0,,46,
Jimmy Cefalo,MIA,WR,26,9,9,0,0,0,0,0,0,0,,0,17,356,20.94,1,1,,1,,,41,57.6,61.1,49.1,,45,
Alfred Jenkins,ATL,WR,30,9,9,0,0,0,0,0,0,0,,0,24,347,14.46,1,0,,1,,,41,64.7,67.7,52.7,,44,
Willie Miller,RAM,WR,35,9,9,0,0,0,0,0,1,5,5.00,0,15,346,23.07,1,0,,1,,,41,56.1,59.1,48.6,,43,
Charles Alexander,CIN,RB,25,9,9,0,0,0,0,0,64,207,3.23,1,14,85,6.07,1,1,,2,,,40,54.2,57.7,47.2,,47,
Matt Bouza,BAL,WR,23,9,9,0,0,0,0,0,0,0,,0,22,287,13.05,2,1,,2,,,40,61.7,65.2,50.7,,49,
Ray Butler,BAL,WR,26,9,9,0,0,0,0,0,3,10,3.33,0,17,268,15.76,2,0,,2,,,40,56.8,59.8,48.3,,48,
Bennie Cunningham,PIT,TE,28,9,9,0,0,0,0,0,0,0,,0,21,277,13.19,2,0,,2,,,40,60.7,63.7,50.2,,12,
Russ Francis,SFO,TE,29,9,4,1,1,45,0,0,0,0,,0,23,278,12.09,2,2,,2,,,40,62.6,66.6,51.1,,13,
Duriel Harris,MIA,WR,28,9,8,0,0,0,0,0,1,13,13.00,0,22,331,15.05,1,0,,1,,,40,62.4,65.4,51.4,,47,
Roger Carr,SEA,WR,30,9,0,0,0,0,0,0,0,0,,0,15,265,17.67,2,0,,2,,,39,53.5,56.5,46.0,,50,
Isaac Curtis,CIN,WR,32,9,9,0,0,0,0,0,3,15,5.00,0,23,320,13.91,1,1,,1,,,39,61.5,65.0,50.0,,51,
Paul McDonald,CLE,QB,24,9,3,73,149,993,5,8,7,-13,-1.86,0,0,0,,0,3,,0,,,39,39.4,51.9,47.4,,30,
Sherman Smith,SEA,RB,28,9,8,0,1,0,0,0,63,202,3.21,0,19,196,10.32,0,1,,0,,,39,57.8,64.3,48.3,,49,
Tommy Vigorito,MIA,RB,23,9,1,0,0,0,0,0,19,99,5.21,1,24,186,7.75,0,2,,2,,,39,62.5,66.5,50.5,,50,
Sammy Winder,DEN,RB,23,8,2,0,0,0,0,0,67,259,3.87,1,11,83,7.55,0,1,,1,,,39,50.2,53.7,44.7,,48,
Harold Bailey,HOU,WR,25,9,9,0,0,0,0,0,1,13,13.00,0,26,367,14.12,0,0,,0,,,38,64.0,67.0,51.0,,52,
Mel Carver,TAM,RB,23,9,1,0,0,0,0,0,70,229,3.27,1,4,46,11.50,1,2,,2,,,38,41.5,45.5,39.5,,51,
Ken Margerum,CHI,WR,24,9,9,0,0,0,0,0,0,0,,0,14,207,14.79,3,1,,3,,,38,51.7,55.2,44.7,,53,
Lynn Cain,ATL,RB,27,9,9,0,0,0,0,0,54,173,3.20,1,13,101,7.77,1,2,,2,,,37,50.4,57.4,43.9,,52,
Al Dixon,KAN,TE,28,8,6,0,0,0,0,0,0,0,,0,18,251,13.94,2,0,,2,,,37,55.1,58.1,46.1,,14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerry Ellis,GNB,RB,25,9,8,0,0,0,0,0,62,228,3.68,1,18,140,7.78,0,6,,1,,,37,54.8,63.8,45.8,,53,
Steve Fuller,KAN,QB,25,9,3,49,93,665,3,2,10,56,5.60,0,0,0,,0,3,,0,,,37,37.2,43.7,39.2,,31,
Stump Mitchell,STL,RB,23,9,1,0,0,0,0,0,39,189,4.85,1,11,149,13.55,0,3,,1,,,37,47.8,55.3,42.3,,54,
Frank Pollard,PIT,RB,25,9,8,0,0,0,0,0,62,238,3.84,2,6,39,6.50,0,3,,2,,,37,42.7,47.2,39.7,,55,
Del Rodgers,GNB,RB,22,9,0,0,0,0,0,0,46,175,3.80,1,3,23,7.67,0,2,,3,,,36,38.8,42.8,37.3,,56,
Mark Brammer,BUF,TE,24,9,9,0,0,0,0,0,0,0,,0,25,225,9.00,2,0,,2,,,35,59.5,62.5,47.0,,15,
Bruce Harper,NYJ,RB,27,9,0,0,0,0,0,0,20,125,6.25,0,14,177,12.64,1,1,,1,,,35,49.2,55.7,42.2,,57,
Perry Harrington,PHI,FB,24,9,8,0,0,0,0,0,56,231,4.13,1,13,74,5.69,0,2,,1,,,35,47.5,51.5,41.0,,58,
Phil Epps,GNB,WR,24,9,1,0,0,0,0,0,0,0,,0,10,226,22.60,2,1,,2,,,34,43.6,47.1,38.6,,54,
Tim Sherwin,BAL,TE,24,9,8,0,0,0,0,0,0,0,,0,21,280,13.33,0,0,,1,,,34,55.0,58.0,44.5,,16,
Theotis Brown,SEA,RB,25,9,0,0,0,0,0,0,53,141,2.66,2,12,95,7.92,0,3,,2,,,33,44.6,49.1,38.6,,61,
Dan Doornink,SEA,FB,26,8,5,0,0,0,0,0,45,178,3.96,0,22,176,8.00,0,2,,0,,,33,55.4,62.4,44.4,,59,
Leo Lewis,MIN,WR,26,9,0,0,0,0,0,0,0,0,,0,8,150,18.75,3,0,,3,,,33,41.0,44.0,37.0,,55,
Timmy Newsome,DAL,RB,24,9,0,0,0,0,0,0,15,98,6.53,1,6,118,19.67,1,1,,2,,,33,38.6,42.1,35.6,,62,
Bill Ring,SFO,FB,26,8,3,0,0,0,0,0,48,183,3.81,1,13,94,7.23,0,1,,1,,,33,45.7,49.2,39.2,,60,
Kenny Duckett,NOR,WR,23,7,0,0,0,0,0,0,0,0,,0,12,196,16.33,2,0,,2,,,32,43.6,46.6,37.6,,56,
Tony Galbreath,MIN,RB,28,8,3,0,0,0,0,0,39,116,2.97,1,17,153,9.00,0,1,,1,,,32,48.9,55.4,40.4,,64,
James Owens,TAM,RB,27,8,6,0,0,0,0,0,76,238,3.13,0,8,42,5.25,1,2,,1,,,32,40.0,44.0,36.0,,63,
Jimmy Rogers,NOR,RB,27,9,1,0,0,0,0,0,60,178,2.97,2,4,17,4.25,0,0,,2,,,32,35.5,38.5,33.5,,65,
Joe Senser,MIN,TE,26,9,9,0,0,0,0,0,0,0,,0,29,261,9.00,1,0,,1,,,32,61.1,64.1,46.6,,17,
Brian Baschnagel,CHI,WR,28,9,9,0,1,0,0,0,0,0,,0,12,194,16.17,2,0,,2,,,31,43.4,46.4,37.4,,57,
Scott Dierking,NYJ,RB,27,9,0,0,0,0,0,0,38,130,3.42,1,12,80,6.67,1,2,,2,,,31,43.0,47.0,37.0,,67,
Clarence Harmon,WAS,RB,27,9,0,0,0,0,0,0,38,168,4.42,1,11,86,7.82,0,0,,1,,,31,42.4,45.4,36.9,,66,
John Mistler,NYG,WR,24,9,1,0,0,0,0,0,0,0,,0,18,191,10.61,2,0,,2,,,31,49.1,52.1,40.1,,58,
Mickey Shuler,NYJ,TE,26,9,3,0,0,0,0,0,0,0,,0,8,132,16.50,3,0,,3,,,31,39.2,42.2,35.2,,18,
Don Warren,WAS,TE,26,9,9,0,0,0,0,0,0,0,,0,27,310,11.48,0,0,,0,,,31,58.0,61.0,44.5,,19,
Steve Kreider,CIN,WR,24,9,0,0,0,0,0,0,0,0,,0,16,230,14.38,1,0,,1,,,30,46.0,49.0,38.0,,59,
Joe Rose,MIA,TE,25,9,0,0,0,0,0,0,0,0,,0,16,182,11.38,2,0,,2,,,30,46.2,49.2,38.2,,20,
Rob Carpenter,NYG,FB,27,5,5,0,0,0,0,0,67,204,3.04,1,7,29,4.14,0,0,,1,,,29,36.3,39.3,32.8,,68,
