Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
Corey Dillon*,CIN,RB,25,15,15,0,0,0,0,0,263,1200,4.56,5,49,31,290,9.35,1,3,2,6,,,181,212.0,220.0,196.5,55,11,25
Michael Westbrook,WAS,WR,27,16,16,0,0,0,0,0,7,35,5.00,0,114,65,1191,18.32,9,3,1,9,1,,177,241.6,245.6,209.1,53,9,26
Rickey Dudley,OAK,TE,27,16,16,0,0,0,0,0,0,0,,0,59,39,555,14.23,9,0,,9,,,110,148.5,151.5,129.0,51,3,27
James Stewart,JAX,RB,28,14,7,0,0,0,0,0,249,931,3.74,13,24,21,108,5.14,0,4,3,13,,,176,196.9,205.9,186.4,50,12,28
Muhsin Muhammad*,CAR,WR,26,15,15,0,0,0,0,0,0,0,,0,157,96,1253,13.05,8,1,1,8,,,171,267.3,271.3,219.3,48,10,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Johnson*,WAS,QB,31,16,16,316,519,4005,24,13,26,31,1.19,2,0,0,0,,0,12,6,2,,1,235,235.3,257.3,248.3,47,5,30
Tyrone Wheatley,OAK,RB,27,16,9,0,0,0,0,0,242,936,3.87,8,38,21,196,9.33,3,3,3,11,,,173,194.2,203.2,183.7,47,13,31
Tim Brown*,OAK,WR,33,16,16,0,0,0,0,0,1,4,4.00,0,145,90,1344,14.93,6,0,,6,,,171,260.8,263.8,215.8,47,11,32
Olandis Gary,DEN,RB,24,12,12,0,0,0,0,0,276,1159,4.20,7,29,21,159,7.57,0,2,2,7,1,,172,192.8,200.8,182.3,46,14,33
Keyshawn Johnson*,NYJ,WR,27,16,16,0,1,0,0,0,5,6,1.20,0,124,89,1170,13.15,8,0,,8,,,166,254.6,257.6,210.1,42,12,34
Jerome Bettis,PIT,RB,27,16,16,1,1,21,1,0,299,1091,3.65,7,28,21,110,5.24,0,2,1,7,,,165,185.9,192.9,175.4,39,15,35
Rocket Ismail,DAL,WR,30,16,14,0,0,0,0,0,13,110,8.46,1,125,80,1097,13.71,6,1,1,7,,,161,240.7,247.7,200.7,37,13,36
Mike Alstott*+,TAM,FB,26,16,16,0,0,0,0,0,242,949,3.92,7,33,27,239,8.85,2,6,6,9,,,161,187.8,199.8,174.3,35,16,37
Amani Toomer,NYG,WR,25,16,16,0,0,0,0,0,1,4,4.00,0,137,79,1183,14.97,6,0,,6,,,155,233.7,236.7,194.2,31,14,38
Albert Connell,WAS,WR,25,15,14,0,0,0,0,0,1,8,8.00,0,121,62,1132,18.26,7,1,1,7,,,154,216.0,220.0,185.0,30,15,39
Doug Flutie,BUF,QB,37,15,15,264,478,3171,19,16,88,476,5.41,1,0,0,0,,0,6,4,1,,,216,216.4,242.4,232.4,28,6,40
Brett Favre,GNB,QB,30,16,16,341,595,4091,22,23,28,142,5.07,0,0,0,0,,0,9,4,0,,1,214,213.8,246.8,236.8,25,7,41
David Sloan*,DET,TE,27,16,15,0,0,0,0,0,0,0,,0,76,47,591,12.57,4,0,,4,,,83,130.1,133.1,106.6,25,4,42
Terry Kirby,CLE,RB,29,16,10,1,1,2,0,0,130,452,3.48,6,77,58,528,9.10,3,4,1,9,,,150,208.1,215.1,179.1,24,17,43
Frank Wycheck*,TEN,TE,28,16,16,1,1,61,1,0,0,0,,0,108,69,641,9.29,2,0,,2,,,83,151.5,154.5,117.0,24,5,44
Qadry Ismail,BAL,WR,29,16,16,0,0,0,0,0,1,4,4.00,0,140,68,1105,16.25,6,2,,6,,,147,214.9,217.9,180.9,23,16,45
Terry Allen,NWE,RB,31,16,13,0,0,0,0,0,254,896,3.53,8,19,14,125,8.93,1,8,4,9,,,148,162.1,172.1,155.1,22,18,46
Curtis Enis,CHI,RB,23,15,12,0,0,0,0,0,287,916,3.19,3,68,45,340,7.56,2,4,4,5,,,148,192.6,202.6,170.1,22,19,47
Kevin Johnson,CLE,WR,23,16,16,0,1,0,0,0,1,-6,-6.00,0,137,66,986,14.94,8,1,,8,,,146,212.0,215.0,179.0,22,17,48
Darnay Scott,CIN,WR,27,16,16,0,0,0,0,0,0,0,,0,123,68,1022,15.03,7,0,,7,,,144,212.2,215.2,178.2,21,18,49
Ed McCaffrey,DEN,WR,31,15,15,0,0,0,0,0,0,0,,0,124,71,1018,14.34,7,0,,7,,,144,214.8,217.8,179.3,20,19,50
Antonio Freeman,GNB,WR,27,16,16,0,0,0,0,0,1,-2,-2.00,0,124,74,1074,14.51,6,1,,6,,,143,217.2,220.2,180.2,20,20,51
Freddie Jones,SDG,TE,25,16,16,0,0,0,0,0,0,0,,0,91,56,670,11.96,2,0,,2,,,79,135.0,138.0,107.0,20,6,52
Johnnie Morton,DET,WR,28,16,12,0,0,0,0,0,0,0,,0,133,80,1129,14.11,5,0,,5,,,143,222.9,225.9,182.9,19,22,53
Derrick Mayes,SEA,WR,25,16,15,0,0,0,0,0,0,0,,0,103,62,829,13.37,10,1,,10,,,143,204.9,207.9,173.9,19,21,54
Errict Rhett,BAL,RB,29,16,10,0,0,0,0,0,236,852,3.61,5,32,24,169,7.04,2,0,,7,,,144,168.1,174.1,156.1,18,20,55
Eric Moulds,BUF,WR,26,14,14,0,0,0,0,0,1,1,1.00,0,101,65,994,15.29,7,1,1,7,,,140,204.5,208.5,172.0,16,23,56
Sean Dawkins,SEA,WR,28,16,13,0,0,0,0,0,0,0,,0,114,58,992,17.10,7,1,1,7,,,139,197.2,201.2,168.2,16,24,57
David LaFleur,DAL,TE,25,16,16,0,0,0,0,0,0,0,,0,51,35,322,9.20,7,0,,7,,,74,109.2,112.2,91.7,16,7,58
Jay Riemersma,BUF,TE,26,14,11,0,0,0,0,0,0,0,,0,61,37,496,13.41,4,0,,4,,,74,110.6,113.6,92.1,15,8,59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terance Mathis,ATL,WR,32,16,16,0,0,0,0,0,1,0,0.00,0,154,81,1016,12.54,6,0,,6,,,138,218.6,221.6,178.1,14,25,60
Drew Bledsoe,NWE,QB,27,16,16,305,539,3985,19,21,42,101,2.40,0,0,0,0,,0,8,2,0,,,200,199.5,228.5,220.5,11,8,61
Terry Glenn*,NWE,WR,25,14,13,0,0,0,0,0,0,0,,0,115,69,1147,16.62,4,2,2,4,,,135,203.7,208.7,169.2,11,26,62
Steve McNair,TEN,QB,26,11,11,187,331,2179,12,8,72,337,4.68,8,0,0,0,,0,3,1,8,,,199,198.9,213.9,206.9,10,9,63
Tony Martin,MIA,WR,34,16,13,0,0,0,0,0,1,-6,-6.00,0,117,67,1037,15.48,5,0,,5,,,133,200.1,203.1,166.6,9,27,64
Bill Schroeder,GNB,WR,28,16,16,0,0,0,0,0,0,0,,0,117,74,1051,14.20,5,3,1,5,,,133,207.1,211.1,170.1,9,28,65
Pete Mitchell,NYG,TE,28,15,6,0,0,0,0,0,0,0,,0,91,58,520,8.97,3,1,1,3,,,68,126.0,130.0,97.0,9,9,66
Mark Brunell*,JAX,QB,29,15,15,259,441,3060,14,9,47,208,4.43,1,0,0,0,,0,6,1,1,1,2,191,191.2,207.2,200.2,3,10,67
Warrick Dunn,TAM,RB,24,15,15,0,0,0,0,0,195,616,3.16,0,82,64,589,9.20,2,3,2,2,,,129,192.5,200.5,160.5,3,21,68
Robert Smith,MIN,RB,27,13,12,0,0,0,0,0,221,1015,4.59,2,30,24,166,6.92,0,1,1,2,,,128,152.1,159.1,140.1,2,22,69
Byron Chamberlain,DEN,TE,28,16,0,0,0,0,0,0,0,0,,0,57,32,488,15.25,2,0,,2,,,61,92.8,95.8,76.8,2,10,70
Jon Kitna,SEA,QB,27,15,15,270,495,3346,23,16,35,56,1.60,0,0,0,0,,0,14,5,0,,,189,189.4,213.4,205.4,1,11,71
Ken Dilger,IND,TE,28,15,15,0,0,0,0,0,0,0,,0,47,40,479,11.98,2,1,,2,,,60,99.9,102.9,79.9,1,11,72
Elvis Grbac,KAN,QB,29,16,16,294,499,3389,22,15,19,10,0.53,0,0,0,0,,0,7,3,0,,,189,188.6,209.6,203.6,,12,73
Jeff Blake,CIN,QB,29,14,12,215,389,2670,16,12,63,332,5.27,2,0,0,0,,0,12,5,2,,2,186,186.0,209.0,198.0,,13,74
Jeff George,MIN,QB,32,12,10,191,329,2816,23,12,16,41,2.56,0,0,0,0,,0,8,5,0,,,175,174.7,194.7,186.7,,14,75
Troy Aikman,DAL,QB,33,14,14,263,442,2964,17,12,21,10,0.48,1,0,0,0,,0,8,,1,,,170,169.6,184.6,181.6,,15,76
Brian Griese,DEN,QB,24,14,13,261,452,3032,14,14,46,138,3.00,2,0,0,0,,0,16,5,2,,,165,165.1,190.1,179.1,,16,77
Jeff Garcia,SFO,QB,29,13,10,225,375,2544,11,11,45,231,5.13,2,0,0,0,,0,5,2,2,,1,157,156.9,175.9,167.9,,17,78
Tim Couch,CLE,QB,22,15,14,223,399,2447,15,13,40,267,6.68,1,0,0,0,,0,14,6,1,1,,155,154.6,179.6,167.6,,18,
Chris Chandler,ATL,QB,34,12,12,174,307,2339,16,11,16,57,3.56,1,0,0,0,,0,7,2,1,,,143,143.3,159.3,154.3,,19,
Charlie Batch,DET,QB,25,11,10,151,270,1957,13,7,28,87,3.11,2,0,0,0,,0,4,1,2,,1,137,137.0,148.0,144.0,,20,
Tony Banks,BAL,QB,26,12,10,169,320,2136,17,8,24,93,3.88,0,0,0,0,,0,11,6,0,,,135,134.7,151.7,142.7,,21,
Jim Harbaugh,SDG,QB,36,14,12,249,434,2761,10,14,34,126,3.71,0,0,0,0,,0,12,3,0,,1,131,131.0,154.0,145.0,,22,
Ray Lucas,NYJ,QB,27,9,9,161,272,1678,14,6,41,144,3.51,1,0,0,0,,0,8,2,1,,,128,127.5,141.5,133.5,,23,
Leroy Hoard,MIN,RB,31,15,3,0,0,0,0,0,138,555,4.02,10,20,17,166,9.76,0,4,3,10,,,126,143.1,152.1,134.6,,23,
Richard Huntley,PIT,RB,27,16,2,0,0,0,0,0,93,567,6.10,5,39,27,253,9.37,3,3,2,8,,,126,153.0,161.0,139.5,,24,
Tim Biakabutuka,CAR,RB,25,11,11,0,0,0,0,0,138,718,5.20,6,29,23,189,8.22,0,3,1,6,,,125,147.7,154.7,136.2,,25,
Tim Dwight,ATL,WR,24,12,8,0,0,0,0,0,5,28,5.60,1,50,32,669,20.91,7,2,,9,,,124,155.7,158.7,139.7,,30,
Jonathan Linton,BUF,RB,25,16,2,0,0,0,0,0,205,695,3.39,5,37,29,228,7.86,1,4,3,6,1,,124,153.3,162.3,138.8,,26,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rod Smith,DEN,WR,29,15,15,0,1,0,0,0,0,0,,0,139,79,1020,12.91,4,1,1,4,,,124,203.0,207.0,163.5,,29,
Az-Zahir Hakim,STL,WR,22,15,0,0,0,0,0,0,4,44,11.00,0,56,36,677,18.81,8,6,2,9,,,122,158.1,163.1,140.1,,31,
Keenan McCardell,JAX,WR,29,16,15,0,0,0,0,0,0,0,,0,139,78,891,11.42,5,1,,5,1,,121,199.1,202.1,160.1,,32,
Bobby Engram,CHI,WR,26,16,14,0,0,0,0,0,2,11,5.50,0,148,88,947,10.76,4,2,,4,,,120,207.8,210.8,163.8,,33,
Ike Hilliard,NYG,WR,23,16,16,0,0,0,0,0,3,16,5.33,0,121,72,996,13.83,3,0,,3,,,119,191.2,194.2,155.2,,34,
Fred Taylor,JAX,RB,23,10,9,0,0,0,0,0,159,732,4.60,6,15,10,83,8.30,0,0,,6,,,118,127.5,130.5,122.5,,27,
Keith Poole,NOR,WR,25,15,15,0,0,0,0,0,1,14,14.00,0,86,42,796,18.95,6,0,,6,,,117,159.0,162.0,138.0,,35,
Oronde Gadsden,MIA,WR,28,16,7,0,0,0,0,0,0,0,,0,89,48,803,16.73,6,0,,6,,,116,164.3,167.3,140.3,,36,
Kordell Stewart,PIT,QB,27,16,12,160,275,1464,6,10,56,258,4.61,2,16,9,113,12.56,1,4,1,3,,,116,124.7,144.7,130.2,,24,
Jerry Rice,SFO,WR,37,16,16,0,1,0,0,0,2,13,6.50,0,124,67,830,12.39,5,0,,5,,,114,181.3,184.3,147.8,,37,
Donnell Bennett,KAN,RB,27,15,1,0,0,0,0,0,161,627,3.89,8,12,10,41,4.10,0,1,1,8,,,113,122.8,126.8,117.8,,28,
Torry Holt,STL,WR,23,16,15,0,0,0,0,0,3,25,8.33,0,97,52,788,15.15,6,4,2,6,,,113,165.3,170.3,139.3,,38,
Gus Frerotte,DET,QB,28,9,6,175,288,2117,9,7,15,33,2.20,0,0,0,0,,0,3,,0,,1,112,112.0,122.0,119.0,,25,
Ricky Williams,NOR,RB,22,12,12,0,1,0,0,0,253,884,3.49,2,40,28,172,6.14,0,6,3,2,,,112,139.6,148.6,125.6,,29,
Eddie Kennison,NOR,WR,26,16,16,0,0,0,0,0,3,20,6.67,0,128,61,835,13.69,4,6,1,4,1,,110,170.5,174.5,140.0,,39,
Derrick Alexander,KAN,WR,28,16,15,0,0,0,0,0,2,82,41.00,1,103,54,832,15.41,2,0,,3,,,109,163.4,166.4,136.4,,40,
Jeff Graham,SDG,WR,30,16,11,0,0,0,0,0,0,0,,0,114,57,968,16.98,2,0,,2,,,109,165.8,168.8,137.3,,41,
Kerry Collins,NYG,QB,27,10,7,190,331,2318,8,11,19,36,1.89,2,0,0,0,,0,11,6,2,1,,108,108.3,128.3,119.3,,26,
Carl Pickens,CIN,WR,29,16,14,1,1,6,0,0,0,0,,0,107,57,737,12.93,6,1,1,6,,,108,164.9,168.9,136.4,,42,
Hines Ward,PIT,WR,23,16,14,0,0,0,0,0,2,-2,-1.00,0,101,61,638,10.46,7,1,,7,1,,108,168.6,171.6,138.1,,43,
Billy Joe Tolliver,NOR,QB,33,10,7,139,268,1916,7,16,26,142,5.46,3,0,0,0,,0,4,2,3,,3,107,106.8,130.8,122.8,,27,
Shawn Jefferson,NWE,WR,30,16,16,0,0,0,0,0,0,0,,0,77,40,698,17.45,6,0,,6,,,106,145.8,148.8,125.8,,44,
Napoleon Kaufman,OAK,RB,26,16,5,0,0,0,0,0,138,714,5.17,2,25,18,181,10.06,1,3,1,3,,,106,123.5,130.5,114.5,,30,
Tiki Barber,NYG,RB,24,16,1,0,0,0,0,0,62,258,4.16,0,91,66,609,9.23,2,5,,3,,,105,170.7,176.7,137.7,,31,
Kent Graham,NYG,QB,31,9,9,160,271,1697,9,9,35,132,3.77,1,1,1,-1,-1.00,0,4,,1,,,105,106.0,121.0,114.5,,29,
Dan Marino,MIA,QB,38,11,11,204,369,2448,12,17,6,-6,-1.00,0,0,0,0,,0,5,3,0,,,105,105.3,128.3,122.3,,28,
Troy Edwards,PIT,WR,22,16,6,0,0,0,0,0,0,0,,0,118,61,714,11.70,5,4,1,5,,,99,160.4,164.4,129.9,,45,
Terrell Owens,SFO,WR,26,14,14,0,0,0,0,0,0,0,,0,98,60,754,12.57,4,1,1,4,,,97,157.4,161.4,127.4,,46,
Frank Sanders,ARI,WR,26,16,16,0,1,0,0,0,0,0,,0,153,79,954,12.08,1,2,2,1,,,97,176.4,181.4,136.9,,47,
Antowain Smith,BUF,RB,27,14,11,0,0,0,0,0,165,614,3.72,6,2,2,32,16.00,0,4,2,6,,,97,98.6,103.6,97.6,,32,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Tomczak,PIT,QB,37,16,5,139,258,1625,12,8,16,19,1.19,0,0,0,0,,0,3,2,0,,1,97,96.9,109.9,104.9,,30,
Terrence Wilkins,IND,WR,24,16,11,0,0,0,0,0,1,2,2.00,0,67,42,565,13.45,4,3,1,7,,,97,138.7,142.7,117.7,,48,
Corey Bradford,GNB,WR,24,16,2,0,0,0,0,0,0,0,,0,82,37,637,17.22,5,1,,5,1,,96,132.7,135.7,114.2,,51,
Jacquez Green,TAM,WR,23,16,10,0,0,0,0,0,3,8,2.67,0,93,56,791,14.13,3,1,1,3,,,96,151.9,155.9,123.9,,50,
Joe Horn,KAN,WR,27,16,1,0,0,0,0,0,2,15,7.50,0,56,35,586,16.74,6,0,,6,,,96,131.1,134.1,113.6,,49,
Jake Plummer,ARI,QB,25,12,11,201,381,2111,9,24,39,121,3.10,2,0,0,0,,0,7,1,2,,,95,94.5,125.5,118.5,,31,
Bob Christian,ATL,FB,31,16,14,0,0,0,0,0,38,174,4.58,5,62,40,354,8.85,2,1,1,7,,,93,132.8,139.8,112.8,,33,
Rob Moore,ARI,WR,31,14,10,0,0,0,0,0,0,0,,0,96,37,621,16.78,5,0,,5,,,92,129.1,132.1,110.6,,52,
Trent Dilfer,TAM,QB,27,10,10,146,244,1619,11,11,35,144,4.11,0,0,0,0,,0,6,5,0,,,91,91.2,113.2,102.2,,32,
Shane Matthews,CHI,QB,29,8,7,167,275,1645,10,6,14,31,2.21,0,0,0,0,,0,7,3,0,,,91,90.9,102.9,96.9,,33,
Kevin Dyson,TEN,WR,24,16,16,0,0,0,0,0,1,3,3.00,0,103,54,658,12.19,4,0,,4,,,90,144.1,147.1,117.1,,53,
Torrance Small,PHI,WR,29,15,15,0,2,0,0,0,0,0,,0,99,49,655,13.37,4,0,,4,,,90,138.5,141.5,114.0,,54,
J.J. Johnson,MIA,RB,25,13,4,0,0,0,0,0,164,558,3.40,4,23,15,100,6.67,0,2,1,4,,,88,102.8,109.8,95.3,,34,
Yancey Thigpen,TEN,WR,30,10,10,0,0,0,0,0,0,0,,0,68,38,648,17.05,4,1,1,4,,,87,124.8,128.8,105.8,,55,
Cade McNown,CHI,QB,22,15,6,127,235,1465,8,10,32,160,5.00,0,0,0,0,,0,6,2,0,1,,85,84.6,102.6,94.6,,34,
Adrian Murrell,ARI,RB,29,16,12,0,0,0,0,0,193,553,2.87,0,71,49,335,6.84,0,4,2,0,,,85,133.8,141.8,109.3,,35,
Damon Huard,MIA,QB,26,16,5,125,216,1288,8,4,28,124,4.43,0,1,1,0,0.00,0,3,2,0,,,84,84.9,96.9,88.4,,35,
Wayne Chrebet,NYJ,WR,26,11,11,0,0,0,0,0,0,0,,0,66,48,631,13.15,3,0,,3,,,81,129.1,132.1,105.1,,56,
Neil O'Donnell,TEN,QB,33,8,5,116,195,1382,10,5,19,1,0.05,0,0,0,0,,0,5,2,0,,,81,81.4,91.4,86.4,,36,
Donovan McNabb,PHI,QB,23,12,6,106,216,948,8,7,47,313,6.66,0,1,1,-6,-6.00,0,8,6,0,1,1,79,79.6,98.6,86.1,,37,
Justin Armour,BAL,WR,26,15,7,0,0,0,0,0,0,0,,0,87,37,538,14.54,4,0,,4,,,78,114.8,117.8,96.3,,57,
Larry Centers,WAS,FB,31,16,12,0,0,0,0,0,13,51,3.92,0,90,69,544,7.88,3,2,,3,,,78,146.5,149.5,112.0,,36,
Stanley Pritchett,MIA,FB,26,14,7,0,0,0,0,0,47,158,3.36,1,58,43,312,7.26,4,0,,5,,,77,120.0,126.0,98.5,,37,
Mario Bates,ARI,RB,26,16,2,0,0,0,0,0,72,202,2.81,9,7,5,34,6.80,0,2,1,9,,,76,80.6,84.6,78.1,,39,
Fred Beasley,SFO,FB,25,13,11,0,0,0,0,0,58,276,4.76,4,51,32,282,8.81,0,2,2,4,,,76,107.8,115.8,91.8,,38,
Jake Reed,MIN,WR,32,16,8,0,0,0,0,0,0,0,,0,78,44,643,14.61,2,0,,2,,,76,120.3,123.3,98.3,,58,
Randall Cunningham,MIN,QB,36,6,6,124,200,1475,8,9,10,58,5.80,0,0,0,0,,0,2,2,0,,,75,74.8,88.8,83.8,,38,
Darrin Chiaverini,CLE,WR,22,16,8,0,0,0,0,0,0,0,,0,76,44,487,11.07,4,0,,4,,,73,116.7,119.7,94.7,,59,
Priest Holmes,BAL,RB,26,9,4,0,0,0,0,0,89,506,5.69,1,17,13,104,8.00,1,0,,2,,,73,86.0,92.0,79.5,,40,
Greg Hill,DET,RB,27,14,8,0,0,0,0,0,144,542,3.76,2,23,13,77,5.92,0,1,1,2,,,72,84.9,88.9,78.4,,41,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Holcombe,STL,FB,24,15,7,0,0,0,0,0,78,294,3.77,4,27,14,163,11.64,1,4,3,5,,,70,83.7,92.7,76.7,,42,
Patrick Johnson,BAL,WR,23,10,6,0,0,0,0,0,1,12,12.00,0,58,29,526,18.14,3,1,1,3,,,70,98.8,102.8,84.3,,60,
James Jett,OAK,WR,29,16,11,0,0,0,0,0,0,0,,0,79,39,552,14.15,2,0,,2,1,,69,108.2,111.2,88.7,,61,
Chris Warren,DAL,RB,31,16,1,0,0,0,0,0,99,403,4.07,2,45,34,224,6.59,0,4,3,2,,,69,102.7,111.7,85.7,,43,
Fred Lane,CAR,RB,24,15,5,0,0,0,0,0,115,475,4.13,1,30,23,163,7.09,0,1,1,1,,,68,90.8,97.8,79.3,,44,
Kenny Bynum,SDG,RB,25,16,5,0,0,0,0,0,92,287,3.12,1,23,16,209,13.06,2,3,1,3,,,66,81.6,88.6,73.6,,46,
Ken Oxendine,ATL,RB,24,12,9,0,0,0,0,0,141,452,3.21,1,22,17,172,10.12,1,5,4,2,,,66,83.4,93.4,74.9,,45,
Karim Abdul-Jabbar,2TM,RB,25,13,9,0,0,0,0,0,143,445,3.11,1,22,17,84,4.94,1,0,,2,,,65,81.9,84.9,73.4,,47,
Jim Miller,CHI,QB,28,5,3,110,174,1242,7,6,3,9,3.00,0,0,0,0,,0,4,1,0,,,65,64.6,74.6,70.6,,39,
Stoney Case,BAL,QB,27,10,4,77,170,988,3,8,36,141,3.92,3,0,0,0,,0,2,2,3,,,64,63.6,79.6,71.6,,40,
Curtis Conway,CHI,WR,28,9,8,0,0,0,0,0,1,-2,-2.00,0,79,44,426,9.68,4,2,1,4,,,64,108.4,112.4,86.4,,62,
Andre Hastings,NOR,WR,29,15,5,0,0,0,0,0,1,4,4.00,0,64,40,564,14.10,1,0,,1,,,63,102.8,105.8,82.8,,64,
Natrone Means,SDG,RB,27,7,5,0,0,0,0,0,112,277,2.47,4,13,9,51,5.67,1,0,,5,,,63,71.8,74.8,67.3,,48,
J.J. Stokes,SFO,WR,27,16,4,0,0,0,0,0,0,0,,0,78,34,429,12.62,3,1,,3,1,,63,96.9,99.9,79.9,,63,
Billy Joe Hobert,NOR,QB,28,9,7,85,159,970,6,6,12,47,3.92,1,0,0,0,,0,2,,1,,,62,61.5,70.5,67.5,,41,
Bam Morris,KAN,RB,27,12,8,0,0,0,0,0,120,414,3.45,3,11,7,37,5.29,0,3,1,3,,,61,68.1,72.1,64.6,,49,
O.J. McDuffie,MIA,WR,30,12,10,0,0,0,0,0,0,0,,0,80,43,516,12.00,2,2,2,2,,,60,102.6,107.6,81.1,,65,
Michael Pittman,ARI,RB,24,10,2,1,1,26,0,0,64,289,4.52,2,27,16,196,12.25,0,3,1,2,,,60,75.5,82.5,67.5,,50,
Andre Reed,BUF,WR,35,16,16,0,0,0,0,0,0,0,,0,90,52,536,10.31,1,0,,1,,,60,111.6,114.6,85.6,,66,
Sedrick Irvin,DET,RB,21,14,0,0,0,0,0,0,36,133,3.69,4,32,25,233,9.32,0,2,1,4,,,59,83.6,90.6,71.1,,51,
Brian Mitchell,WAS,RB,31,16,0,0,0,0,0,0,40,220,5.50,1,40,31,305,9.84,0,2,,1,,,59,89.5,95.5,74.0,,52,
Roland Williams,STL,TE,24,16,15,0,0,0,0,0,0,0,,0,35,25,226,9.04,6,0,,6,,,59,83.6,86.6,71.1,,12,
