player,team,position,age,games,games_started,passing_completions,passing_attempts,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,yards_per_attempt,rushing_touchdowns,targets,receptions,receiving_yards,yards_per_reception,receiving_touchdowns,fumbles,fumbles_lost,total_touchdowns,two_point_conversions_made,two_point_conversion_attempts,fantasy_points,ppr_points,draft_kings_points,fan_duel_points,value_based_draft,position_rank,overall_rank
Kyle Orton,DEN,QB,28.0,13,13,293,498,3653,20,9,22,98,4.45,0,0.0,0,0,0.0,0,4,5,0,0.0,0.0,208.0,207.9,224.9,216.9,0.0,17.0,0.0
Mark Sanchez,NYJ,QB,24.0,16,16,278,507,3291,17,13,30,105,3.5,3,0.0,0,0,0.0,0,9,1,3,0.0,1.0,202.0,202.1,222.1,215.1,0.0,18.0,0.0
Ryan Fitzpatrick,BUF,QB,28.0,13,13,255,441,3000,23,15,40,269,6.73,0,0.0,0,0,0.0,0,8,5,0,0.0,0.0,199.0,198.9,224.9,213.9,0.0,19.0,0.0
Sam Bradford,STL,QB,23.0,16,16,354,590,3512,18,15,27,63,2.33,1,0.0,0,0,0.0,0,7,2,1,0.0,0.0,191.0,190.8,210.8,205.8,0.0,20.0,0.0
Donovan McNabb,WAS,QB,34.0,13,13,275,472,3377,14,15,29,151,5.21,0,0.0,0,0,0.0,0,10,1,0,0.0,0.0,174.0,174.2,196.2,189.2,0.0,21.0,0.0
Shaun Hill,DET,QB,30.0,11,10,257,416,2686,16,12,22,123,5.59,0,0.0,0,0,0.0,0,3,1,0,0.0,1.0,160.0,159.7,178.7,171.7,0.0,22.0,0.0
Jason Campbell,OAK,QB,29.0,13,12,194,329,2387,13,8,47,222,4.72,1,0.0,0,0,0.0,0,9,1,1,0.0,0.0,158.0,157.7,172.7,165.7,0.0,23.0,0.0
Jon Kitna,DAL,QB,38.0,10,9,209,318,2365,16,12,31,147,4.74,1,0.0,0,0,0.0,0,7,1,1,0.0,2.0,157.0,157.3,176.3,169.3,0.0,24.0,0.0
Chad Henne,MIA,QB,25.0,15,14,301,490,3301,15,19,35,52,1.49,0,0.0,0,0,0.0,0,5,2,0,0.0,0.0,155.0,155.2,179.2,174.2,0.0,25.0,0.0
Matt Hasselbeck,SEA,QB,35.0,14,14,266,444,3001,12,17,23,60,2.61,3,0.0,0,0,0.0,0,7,5,3,0.0,0.0,148.0,148.0,173.0,165.0,0.0,26.0,0.0
Thomas Jones,KAN,RB,32.0,16,10,0,0,0,0,0,245,896,3.66,6,20.0,14,122,8.71,0,3,1,6,0.0,0.0,136.0,149.8,156.8,142.8,0.0,24.0,0.0
Felix Jones,DAL,RB,23.0,16,7,0,0,0,0,0,185,800,4.32,1,52.0,48,450,9.38,1,2,1,2,0.0,0.0,135.0,183.0,190.0,159.0,0.0,25.0,0.0
Alex Smith,SFO,QB,26.0,11,10,204,342,2370,14,10,18,60,3.33,0,0.0,0,0,0.0,0,4,2,0,0.0,1.0,135.0,134.8,149.8,144.8,0.0,27.0,0.0
Michael Bush,OAK,RB,26.0,14,3,0,0,0,0,0,158,655,4.15,8,24.0,18,194,10.78,0,0,0,8,0.0,0.0,133.0,150.9,156.9,141.9,0.0,26.0,0.0
LeGarrette Blount,TAM,RB,24.0,13,7,0,0,0,0,0,201,1007,5.01,6,7.0,5,14,2.8,0,4,3,6,0.0,0.0,132.0,137.1,143.1,134.6,0.0,27.0,0.0
Brandon Jackson,GNB,RB,25.0,16,13,0,0,0,0,0,190,703,3.7,3,50.0,43,342,7.95,1,1,0,4,0.0,0.0,129.0,171.5,177.5,150.0,0.0,28.0,0.0
Danny Woodhead,2TM,RB,25.0,15,3,0,0,0,0,0,97,547,5.64,5,44.0,34,379,11.15,1,1,1,6,0.0,0.0,127.0,160.6,167.6,143.6,0.0,29.0,0.0
Ronnie Brown,MIA,RB,29.0,16,16,0,2,0,0,0,200,734,3.67,5,43.0,33,242,7.33,0,3,2,5,0.0,0.0,124.0,156.6,164.6,140.1,0.0,30.0,0.0
Ryan Torain,WAS,RB,24.0,10,8,0,0,0,0,0,164,742,4.52,4,27.0,18,125,6.94,2,2,1,6,0.0,0.0,121.0,138.7,145.7,129.7,0.0,31.0,0.0
Deion Branch,2TM,WR,31.0,15,12,0,0,0,0,0,0,0,0.0,0,92.0,61,818,13.41,6,1,0,6,0.0,0.0,118.0,178.8,181.8,148.3,0.0,29.0,0.0
Brandon Marshall,MIA,WR,26.0,14,14,0,1,0,0,0,2,3,1.5,0,146.0,86,1014,11.79,3,2,1,3,0.0,0.0,118.0,203.7,207.7,160.7,0.0,30.0,0.0
Ryan Mathews,SDG,RB,23.0,12,9,0,0,0,0,0,158,678,4.29,7,26.0,22,145,6.59,0,5,3,7,0.0,0.0,118.0,140.3,149.3,129.3,0.0,32.0,0.0
Marshawn Lynch,2TM,RB,24.0,16,14,0,0,0,0,0,202,737,3.65,6,26.0,22,145,6.59,0,4,4,6,0.0,0.0,116.0,138.2,148.2,127.2,0.0,33.0,0.0
Pierre Garcon,IND,WR,24.0,14,14,0,0,0,0,0,2,6,3.0,0,119.0,67,784,11.7,6,0,0,6,0.0,0.0,115.0,182.0,185.0,148.5,0.0,31.0,0.0
Austin Collie,IND,WR,25.0,9,6,0,0,0,0,0,0,0,0.0,0,71.0,58,649,11.19,8,1,1,8,0.0,0.0,111.0,168.9,172.9,139.9,0.0,32.0,0.0
Davone Bess,MIA,WR,25.0,16,8,0,0,0,0,0,2,-3,-1.5,0,125.0,79,820,10.38,5,3,1,5,0.0,0.0,110.0,188.7,192.7,149.2,0.0,34.0,0.0
Michael Crabtree,SFO,WR,23.0,16,15,0,0,0,0,0,0,0,0.0,0,101.0,55,741,13.47,6,0,0,6,0.0,0.0,110.0,165.1,168.1,137.6,0.0,33.0,0.0
Kerry Collins,TEN,QB,38.0,10,7,160,278,1823,14,8,10,1,0.1,0,0.0,0,0,0.0,0,5,3,0,0.0,1.0,109.0,109.0,123.0,117.0,0.0,28.0,0.0
Tim Hightower,ARI,RB,24.0,16,13,0,0,0,0,0,153,736,4.81,5,42.0,21,136,6.48,0,5,4,5,0.0,0.0,109.0,130.2,140.2,119.7,0.0,34.0,0.0
Malcom Floyd,SDG,WR,29.0,11,9,0,0,0,0,0,0,0,0.0,0,77.0,37,717,19.38,6,1,0,6,0.0,0.0,108.0,144.7,147.7,126.2,0.0,36.0,0.0
Santonio Holmes,NYJ,WR,26.0,12,10,0,0,0,0,0,2,17,8.5,0,96.0,52,746,14.35,6,2,2,6,0.0,0.0,108.0,160.3,165.3,134.3,0.0,35.0,0.0
Chad Johnson,CIN,WR,32.0,14,12,0,1,0,0,0,0,0,0.0,0,126.0,67,831,12.4,4,0,0,4,0.0,0.0,107.0,174.1,177.1,140.6,0.0,37.0,0.0
Nate Washington,TEN,WR,27.0,16,16,0,0,0,0,0,1,-8,-8.0,0,94.0,42,687,16.36,6,0,0,6,0.0,0.0,104.0,145.9,148.9,124.9,0.0,38.0,0.0
Anthony Armstrong,WAS,WR,27.0,15,11,0,0,0,0,0,0,0,0.0,0,86.0,44,871,19.8,3,1,1,3,0.0,0.0,103.0,147.1,151.1,125.1,0.0,40.0,0.0
Nate Burleson,DET,WR,29.0,14,14,0,0,0,0,0,7,81,11.57,0,86.0,55,625,11.36,6,2,2,6,0.0,0.0,103.0,157.6,162.6,130.1,0.0,41.0,0.0
Hines Ward,PIT,WR,34.0,16,15,0,0,0,0,0,1,-2,-2.0,0,95.0,59,755,12.8,5,1,1,5,0.0,0.0,103.0,162.3,166.3,132.8,0.0,39.0,0.0
Dez Bryant,DAL,WR,22.0,12,2,0,0,0,0,0,1,0,0.0,0,73.0,45,561,12.47,6,1,1,8,0.0,0.0,102.0,147.1,151.1,124.6,0.0,42.0,0.0
Jacoby Ford,OAK,WR,23.0,16,9,0,0,0,0,0,10,155,15.5,2,54.0,25,470,18.8,2,3,2,7,0.0,0.0,101.0,125.5,133.5,113.0,0.0,43.0,0.0
Jabar Gaffney,DEN,WR,30.0,16,11,0,0,0,0,0,0,0,0.0,0,112.0,65,875,13.46,2,1,0,2,0.0,0.0,100.0,164.5,167.5,132.0,0.0,44.0,0.0
Chris Ivory,NOR,RB,22.0,12,4,0,0,0,0,0,137,716,5.23,5,1.0,1,17,17.0,0,4,2,5,0.0,0.0,99.0,100.3,105.3,99.8,0.0,35.0,0.0
Tony Romo,DAL,QB,30.0,6,6,148,213,1605,11,7,6,38,6.33,0,0.0,0,11,0.0,0,0,0,0,0.0,0.0,99.0,99.1,109.1,106.1,0.0,29.0,0.0
Tim Tebow,DEN,QB,23.0,9,3,41,82,654,5,3,43,227,5.28,6,0.0,0,0,0.0,0,1,0,6,0.0,0.0,99.0,98.9,107.9,101.9,0.0,30.0,0.0
Brett Favre,MIN,QB,41.0,13,13,217,358,2509,11,19,17,8,0.47,0,0.0,0,0,0.0,0,7,5,0,0.0,0.0,97.0,97.2,124.2,116.2,0.0,31.0,0.0
Shonn Greene,NYJ,RB,25.0,15,2,0,0,0,0,0,185,766,4.14,2,24.0,16,120,7.5,0,3,2,2,0.0,0.0,97.0,112.6,120.6,104.6,0.0,37.0,0.0
Jonathan Stewart,CAR,RB,23.0,14,7,0,0,0,0,0,178,770,4.33,2,14.0,8,103,12.88,1,4,4,3,0.0,0.0,97.0,105.3,115.3,101.3,0.0,36.0,0.0
James Jones,GNB,WR,26.0,16,3,0,0,0,0,0,0,0,0.0,0,87.0,50,679,13.58,5,3,1,5,0.0,0.0,96.0,145.9,149.9,120.9,0.0,46.0,0.0
Brandon Pettigrew,DET,TE,25.0,16,16,0,0,0,0,0,0,0,0.0,0,111.0,71,722,10.17,4,0,0,4,0.0,0.0,96.0,167.2,170.2,131.7,0.0,12.0,0.0
Mike SimsWalker,JAX,WR,26.0,14,13,0,0,0,0,0,0,0,0.0,0,80.0,43,562,13.07,7,1,1,7,0.0,0.0,96.0,139.2,143.2,117.7,0.0,45.0,0.0
Danny Amendola,STL,WR,25.0,16,6,0,0,0,0,0,7,81,11.57,0,123.0,85,689,8.11,3,2,0,3,0.0,0.0,95.0,180.0,183.0,137.5,0.0,48.0,0.0
Robert Meachem,NOR,WR,26.0,16,7,0,0,0,0,0,4,14,3.5,0,66.0,44,638,14.5,5,0,0,5,0.0,0.0,95.0,139.2,142.2,117.2,0.0,47.0,0.0
Cadillac Williams,TAM,RB,28.0,16,9,0,0,0,0,0,125,437,3.5,2,64.0,46,355,7.72,1,1,1,3,0.0,0.0,95.0,141.2,148.2,118.2,0.0,39.0,0.0
Ricky Williams,MIA,RB,33.0,16,0,0,0,0,0,0,159,673,4.23,2,30.0,19,141,7.42,1,4,2,3,0.0,0.0,95.0,114.4,122.4,104.9,0.0,38.0,0.0
Ben Watson,CLE,TE,30.0,16,16,0,0,0,0,0,1,-1,-1.0,0,102.0,68,763,11.22,3,0,0,3,0.0,0.0,94.0,162.2,165.2,128.2,0.0,13.0,0.0
Devin Hester,CHI,WR,28.0,16,13,0,0,0,0,0,7,30,4.29,0,73.0,40,475,11.88,4,0,0,7,0.0,0.0,93.0,132.5,135.5,112.5,0.0,49.0,0.0
Jason Snelling,ATL,RB,27.0,14,0,0,0,0,0,0,87,324,3.72,2,51.0,44,303,6.89,3,2,0,5,0.0,0.0,93.0,136.7,142.7,114.7,0.0,40.0,0.0
Rashad Jennings,JAX,RB,25.0,13,3,0,0,0,0,0,84,459,5.46,4,35.0,26,223,8.58,0,0,0,4,0.0,0.0,92.0,118.2,124.2,105.2,0.0,41.0,0.0
Kevin Walter,HOU,WR,29.0,16,16,0,0,0,0,0,0,0,0.0,0,80.0,51,621,12.18,5,0,0,5,0.0,0.0,92.0,143.1,146.1,117.6,0.0,50.0,0.0
