Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
Ken Stabler*,OAK,QB,31,12,12,194,291,2737,27,17,7,-2,-0.29,1,0,0,,0,5,,1,,,184,184.3,206.8,201.3,67,3,19
Otis Armstrong*,DEN,RB,26,14,14,0,0,0,0,0,247,1008,4.08,5,39,457,11.72,1,4,,6,,,179,217.5,225.5,198.0,67,9,20
Drew Pearson*+,DAL,WR,25,14,14,1,1,39,1,0,2,20,10.00,0,58,806,13.90,6,1,,7,,,129,187.2,190.7,158.2,63,7,21
Fran Tarkenton*,MIN,QB,36,13,13,255,412,2961,17,8,27,45,1.67,1,0,0,,0,4,,1,,,177,176.9,189.9,184.9,59,4,22
Roger Staubach*,DAL,QB,34,14,14,208,369,2715,14,11,43,184,4.28,3,0,0,,0,4,,3,,,175,175.0,194.0,186.0,56,5,23
Reggie Rucker,CLE,WR,29,14,14,0,0,0,0,0,2,30,15.00,0,49,676,13.80,8,1,,8,,,118,166.6,170.1,142.1,50,8,24
Greg Pruitt*,CLE,RB,25,14,13,2,3,39,1,0,209,1000,4.78,4,45,341,7.58,1,7,,5,,,163,207.7,217.2,185.2,49,10,25
Ron Jessie*,RAM,WR,28,14,14,0,0,0,0,0,4,37,9.25,0,34,779,22.91,6,1,,6,,,117,150.6,154.1,133.6,49,9,26
Isaac Curtis*,CIN,WR,26,14,14,0,0,0,0,0,3,29,9.67,0,41,766,18.68,6,1,,6,,,115,155.5,159.0,135.0,47,10,27
Rocky Bleier,PIT,RB,30,14,14,0,0,0,0,0,220,1036,4.71,5,24,294,12.25,0,4,,5,,,159,183.0,191.0,171.0,45,12,28
Andy Johnson,NWE,RB,24,14,13,0,2,0,0,0,169,699,4.14,6,29,343,11.83,4,5,,10,,,159,188.2,196.7,173.7,45,11,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Landry,DET,QB,30,14,12,168,291,2191,17,8,43,234,5.44,1,0,0,,0,5,,1,,,164,164.0,180.5,172.0,44,6,30
Frank Grant,WAS,WR,26,14,14,0,0,0,0,0,1,-9,-9.00,0,50,818,16.36,5,0,,5,,,111,160.9,163.9,135.9,43,11,31
Ray Jarvis,DET,WR,27,14,13,0,0,0,0,0,0,0,,0,39,822,21.08,5,2,,5,,,110,149.2,153.2,129.7,42,12,32
Jim Hart*,STL,QB,32,14,14,218,388,2946,18,13,8,7,0.88,0,0,0,,0,4,,0,,,161,160.5,178.5,173.5,40,7,33
Ken Anderson*,CIN,QB,27,14,14,179,338,2367,19,14,31,134,4.32,1,0,0,,0,3,,1,,,159,159.1,180.6,173.1,38,8,34
Rickey Young,SDG,RB,23,14,14,0,0,0,0,0,162,802,4.95,4,47,441,9.38,1,2,,5,,,152,199.3,206.3,175.8,37,13,35
Harold Jackson,RAM,WR,30,14,14,0,0,0,0,0,1,15,15.00,0,39,751,19.26,5,1,,5,,,106,144.6,148.1,125.1,36,13,36
Alfred Jenkins,ATL,WR,24,14,14,0,1,0,0,1,0,0,,0,41,710,17.32,6,0,,6,,,105,146.0,150.0,126.5,36,14,37
MacArthur Lane,KAN,FB,34,14,14,0,0,0,0,0,162,542,3.35,5,66,686,10.39,1,9,,6,,,150,215.8,226.3,182.8,35,14,38
Charlie Sanders*,DET,TE,30,13,13,0,0,0,0,0,0,0,,0,35,545,15.57,5,0,,5,,,85,119.5,122.5,102.0,34,3,39
Billy Joe DuPree*,DAL,TE,26,14,14,0,0,0,0,0,7,50,7.14,0,42,680,16.19,2,2,,2,,,83,125.0,129.0,104.0,32,4,40
Riley Odoms,DEN,TE,26,14,14,0,0,0,0,0,3,36,12.00,2,30,477,15.90,3,0,,5,,,81,111.3,114.3,96.3,30,5,41
Mel Gray*,STL,WR,28,11,11,0,0,0,0,0,0,0,,0,36,686,19.06,5,0,,5,,,99,134.6,137.6,116.6,28,15,42
Fred Biletnikoff,OAK,WR,33,13,13,0,0,0,0,0,0,0,,0,43,551,12.81,7,0,,7,,,97,140.1,143.1,118.6,27,16,43
Mike Livingston,KAN,QB,31,14,14,189,338,2682,12,13,31,89,2.87,2,0,0,,0,4,,2,,,146,146.2,164.2,159.2,23,9,44
Tony Galbreath,NOR,RB,22,14,13,0,0,0,0,0,136,570,4.19,7,54,420,7.78,1,7,,8,,,140,194.0,203.5,167.0,23,15,45
Clark Gaines,NYJ,FB,22,14,8,0,0,0,0,0,157,724,4.61,3,41,400,9.76,2,4,,5,,,138,179.4,187.4,158.9,22,16,46
Bob Trumpy,CIN,TE,31,13,13,0,0,0,0,0,0,0,,0,21,323,15.38,7,1,,7,,,73,94.3,97.8,83.8,21,6,47
Glenn Doughty,BAL,WR,25,14,14,0,0,0,0,0,3,7,2.33,0,40,628,15.70,5,2,,5,,,92,131.5,135.5,111.5,20,17,48
Haven Moses,DEN,WR,30,14,14,0,0,0,0,0,1,-4,-4.00,0,25,498,19.92,7,0,,7,,,91,116.4,119.4,103.9,20,18,49
Steve Largent,SEA,WR,22,14,13,0,1,0,0,0,4,-14,-3.50,0,54,705,13.06,4,2,,4,,,91,145.1,149.1,118.1,20,19,50
Nat Moore,MIA,WR,25,9,9,0,0,0,0,0,4,36,9.00,0,33,625,18.94,4,1,,4,,,89,122.1,125.6,105.6,18,20,51
J.V. Cain,STL,TE,25,14,14,0,0,0,0,0,0,0,,0,26,400,15.38,5,0,,5,,,70,96.0,99.0,83.0,17,7,52
Mark van Eeghen,OAK,FB,24,14,14,0,0,0,0,0,233,1012,4.34,3,17,173,10.18,0,3,,3,,,134,150.5,158.0,142.0,16,17,53
Jim Zorn,SEA,QB,23,14,14,208,439,2571,12,27,52,246,4.73,4,0,0,,0,7,,4,,,138,138.4,174.9,165.4,15,10,54
James Scott,CHI,WR,24,11,8,0,0,0,0,0,2,-4,-2.00,0,26,512,19.69,6,0,,6,,,87,112.8,115.8,99.8,15,21,55
Jean Fugett,WAS,TE,25,12,12,0,0,0,0,0,2,0,0.00,0,27,334,12.37,6,2,,6,,,67,94.4,98.4,80.9,14,8,56
Ahmad Rashad,MIN,WR,27,13,11,0,0,0,0,0,0,0,,0,53,671,12.66,3,1,,3,,,84,137.1,140.6,110.6,12,23,57
Ike Harris,STL,WR,24,12,12,0,0,0,0,0,0,0,,0,52,782,15.04,1,0,,1,,,84,136.2,139.2,110.2,12,22,58
Raymond Chester,BAL,TE,28,14,14,0,0,0,0,0,0,0,,0,24,467,19.46,3,0,,3,,,65,88.7,91.7,76.7,11,9,59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boobie Clark,CIN,FB,26,13,9,0,0,0,0,0,151,671,4.44,7,23,158,6.87,1,3,,8,,,128,150.9,158.4,139.4,10,18,60
Gene Washington,SFO,WR,29,14,14,0,0,0,0,0,1,3,3.00,0,33,457,13.85,6,0,,6,,,82,115.0,118.0,98.5,9,24,61
Harold Carmichael,PHI,WR,27,14,14,0,2,0,0,0,0,0,,0,42,503,11.98,5,0,,5,,,80,122.3,125.3,101.3,8,25,62
Sam Cunningham,NWE,FB,26,11,11,0,0,0,0,0,172,824,4.79,3,27,299,11.07,0,5,,3,,,125,152.3,160.8,138.8,7,19,63
Henry Childs,NOR,TE,25,14,11,0,0,0,0,0,1,16,16.00,1,26,349,13.42,3,0,,4,,,61,86.5,89.5,73.5,7,10,64
Don McCauley,BAL,RB,27,13,1,0,0,0,0,0,69,227,3.29,9,34,347,10.21,2,2,,11,,,121,155.4,162.4,138.4,2,20,65
Freddie Solomon,MIA,WR,23,10,8,0,1,0,0,0,4,60,15.00,1,27,453,16.78,2,0,,4,,,75,102.3,105.3,88.8,2,26,66
Wilbur Jackson,SFO,FB,25,14,14,0,0,0,0,0,200,792,3.96,1,33,324,9.82,1,3,,2,,,121,153.6,161.1,137.1,1,21,67
Doug Kotar,NYG,RB,25,14,14,0,0,0,0,0,185,731,3.95,3,36,319,8.86,0,3,,3,,,120,156.0,163.5,138.0,1,22,68
Sam McCullum,SEA,WR,24,14,13,0,0,0,0,0,0,0,,0,32,506,15.81,4,0,,4,,,75,106.6,109.6,90.6,1,27,69
Morris Owens,2TM,WR,23,14,10,0,0,0,0,0,2,2,1.00,0,30,390,13.00,6,1,,6,,,74,104.2,107.7,89.2,1,28,70
Brian Sipe,CLE,QB,27,14,12,178,312,2113,17,14,18,71,3.94,0,0,0,,0,7,,0,,,126,125.6,146.1,139.6,,12,71
Dan Fouts,SDG,QB,25,14,13,208,359,2535,14,15,18,65,3.61,0,0,0,,0,8,,0,,,126,125.9,147.9,140.9,,11,72
Dexter Bussey,DET,RB,24,14,14,0,0,0,0,0,196,858,4.38,3,28,218,7.79,0,6,,3,,,120,147.6,156.6,133.6,,23,73
Terry Metcalf,STL,RB,25,12,12,0,1,0,0,0,134,537,4.01,3,33,388,11.76,4,15,,7,,,120,152.5,166.0,136.0,,24,74
Ronnie Coleman,HOU,RB,25,13,13,0,1,0,0,1,171,684,4.00,2,40,247,6.18,3,8,,6,,,119,159.1,170.1,140.1,,25,75
Sherman Smith,SEA,RB,22,12,9,0,2,0,0,0,119,537,4.51,4,36,384,10.67,1,8,,5,,,114,150.1,160.1,132.1,,26,76
Bob Griese,MIA,QB,31,13,13,162,272,2097,11,12,23,108,4.70,0,0,0,,0,3,,0,,,112,111.7,131.2,123.7,,13,77
Steve Jones,STL,RB,25,13,4,0,0,0,0,0,113,451,3.99,8,29,152,5.24,1,2,,9,,,112,141.3,148.3,126.8,,27,78
Benny Malone,MIA,RB,24,14,12,0,0,0,0,0,186,797,4.28,4,9,103,11.44,0,3,,4,,,111,120.0,127.5,115.5,,28,
John Cappelletti,RAM,FB,24,14,14,0,0,0,0,0,177,688,3.89,1,30,302,10.07,1,3,,2,,,108,138.0,145.5,123.0,,29,
Roland Harper,CHI,FB,23,14,14,0,0,0,0,0,147,625,4.25,2,29,291,10.03,1,2,,3,,,108,136.6,143.6,122.1,,30,
Terry Bradshaw,PIT,QB,28,10,8,92,192,1177,10,9,31,219,7.06,3,0,0,,0,7,,3,,,102,102.0,120.5,111.0,,14,
Lawrence Gaines,DET,FB,23,14,7,0,0,0,0,0,155,659,4.25,4,23,130,5.65,1,7,,5,,,102,124.9,134.4,113.4,,31,
Chuck Muncie,NOR,RB,23,12,11,0,0,0,0,0,149,659,4.42,2,31,272,8.77,0,6,,2,,,99,130.1,139.1,114.6,,32,
Jim Otis,STL,FB,28,14,11,0,0,0,0,0,233,891,3.82,2,2,15,7.50,0,7,,2,,,96,97.6,104.1,96.6,,33,
Steve Ramsey,DEN,QB,28,12,12,128,270,1931,11,13,13,51,3.92,0,0,0,,0,5,,0,,,95,95.3,113.8,108.3,,15,
Fred Willis,HOU,FB,29,13,12,0,0,0,0,0,148,542,3.66,2,32,255,7.97,1,3,,3,,,95,126.7,134.2,110.7,,35,
Don Woods,SDG,FB,25,11,10,1,2,11,1,0,126,450,3.57,3,34,224,6.59,1,1,,4,,,95,128.8,135.3,111.8,,34,
Doug Dennison,DAL,RB,25,14,10,0,0,0,0,0,153,542,3.54,6,8,67,8.38,0,3,,6,,,94,101.9,106.4,97.9,,36,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Laidlaw,DAL,FB,23,13,7,0,0,0,0,0,94,424,4.51,3,38,325,8.55,1,5,,4,,,94,131.9,140.4,112.9,,37,
James Harris,RAM,QB,29,7,5,91,158,1460,8,6,12,76,6.33,2,0,0,,0,5,,2,,,93,93.0,104.5,99.0,,16,
Norm Bulaich,MIA,FB,30,11,7,0,0,0,0,0,122,540,4.43,4,28,151,5.39,0,1,,4,,,92,120.1,126.6,106.1,,40,
Archie Griffin,CIN,RB,22,14,14,0,0,0,0,0,138,625,4.53,3,16,138,8.63,0,2,,3,,,92,108.3,115.3,100.3,,39,
Pat Haden,RAM,QB,23,10,7,60,105,896,8,4,25,84,3.36,4,0,0,,0,0,,4,,,92,92.2,99.2,96.2,,17,
Cleo Miller,CLE,FB,24,12,12,0,0,0,0,0,153,613,4.01,4,16,145,9.06,0,8,,4,,,92,107.8,117.8,99.8,,41,
Jim Plunkett,SFO,QB,29,12,12,126,243,1592,13,16,19,95,5.00,0,0,0,,0,1,,0,,,92,92.2,111.7,108.2,,18,
John Riggins,WAS,FB,27,14,14,0,0,0,0,0,162,572,3.53,3,21,172,8.19,1,6,,4,,,92,113.4,122.4,102.9,,38,
Dan Pastorini,HOU,QB,27,13,10,167,309,1795,10,10,11,45,4.09,0,0,0,,0,6,,0,,,90,90.3,106.3,100.3,,19,
Roosevelt Leaks,BAL,FB,23,13,13,0,0,0,0,0,118,445,3.77,7,8,43,5.38,0,3,,7,,,88,95.8,100.3,91.8,,43,
Brent McClanahan,MIN,FB,25,13,13,0,0,0,0,0,130,382,2.94,4,40,252,6.30,1,5,,5,,,88,128.4,136.9,108.4,,42,
Joe Ferguson,BUF,QB,26,7,7,74,151,1086,9,1,18,81,4.50,0,0,0,,0,2,,0,,,84,83.5,88.5,84.5,,20,
Mike Boryla,PHI,QB,25,11,10,123,246,1247,9,14,29,166,5.72,2,0,0,,0,3,,2,,,83,83.5,105.0,97.5,,21,
Larry Csonka,NYG,FB,30,12,12,0,0,0,0,0,160,569,3.56,4,6,39,6.50,0,2,,4,,,83,88.8,92.8,85.8,,44,
Clarence Davis,OAK,RB,27,12,12,0,0,0,0,0,114,516,4.53,3,27,191,7.07,0,6,,3,,,83,109.7,118.7,96.2,,45,
Willard Harrell,GNB,RB,24,13,3,1,4,40,1,1,130,435,3.35,3,17,201,11.82,1,9,,4,,,82,99.2,110.7,91.7,,46,
Ed Podolak,KAN,RB,29,10,4,0,0,0,0,0,88,371,4.22,5,13,156,12.00,0,2,,5,,,81,93.7,100.7,87.2,,47,
Don Calhoun,NWE,FB,24,14,3,0,0,0,0,0,129,721,5.59,1,12,56,4.67,0,4,,1,,,80,91.7,96.7,85.7,,48,
Bubba Bean,ATL,FB,22,14,8,1,1,49,1,0,124,428,3.45,2,16,148,9.25,1,4,,3,,,78,93.6,101.6,85.6,,50,
Jon Keyworth,DEN,FB,26,14,13,0,0,0,0,0,122,349,2.86,3,22,201,9.14,1,1,,4,,,78,100.0,106.5,89.0,,49,
Louis Carter,TAM,RB,23,14,8,2,5,24,1,0,171,521,3.05,1,20,135,6.75,0,2,,1,,,75,94.6,101.6,84.6,,51,
Bob Avellini,CHI,QB,23,14,14,118,271,1580,8,15,18,58,3.22,1,0,0,,0,3,,1,,,74,74.0,93.5,89.0,,23,
Billy Kilmer,WAS,QB,37,10,9,108,206,1252,12,10,13,-7,-0.54,0,0,0,,0,3,,0,,,74,74.4,88.9,84.4,,22,
Charlie Smith,PHI,WR,26,14,14,0,0,0,0,0,9,25,2.78,1,27,412,15.26,4,0,,5,,,74,100.7,103.7,87.2,,29,
Pete Banaszak,OAK,RB,32,14,1,0,0,0,0,0,114,370,3.25,5,15,74,4.93,0,2,,5,,,72,87.4,91.4,79.9,,52,
Bobby Douglass,NOR,QB,29,11,6,103,213,1288,4,8,21,92,4.38,2,1,-2,-2.00,0,1,,2,,,72,72.5,84.0,80.0,,24,
Preston Pearson,DAL,RB,31,10,2,0,0,0,0,0,68,233,3.43,1,23,316,13.74,2,1,,3,,,72,94.9,101.4,83.4,,53,
Haskel Stanback,ATL,RB,24,14,7,0,0,0,0,0,95,324,3.41,3,21,174,8.29,1,2,,4,,,72,92.8,99.8,82.3,,54,
Rick Upchurch*+,DEN,WR,24,13,9,0,0,0,0,0,6,71,11.83,1,12,340,28.33,1,5,,6,,,72,84.1,89.6,78.1,,30,
Billy Johnson,HOU,WR,24,14,13,0,0,0,0,0,6,6,1.00,0,47,495,10.53,4,3,,4,,,71,118.1,122.6,94.6,,32,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Marshall,KAN,WR,22,14,14,0,0,0,0,0,5,101,20.20,1,28,443,15.82,2,1,,3,,,71,99.4,105.9,85.4,,31,
Larry Brunson,KAN,WR,27,14,14,0,0,0,0,0,3,-1,-0.33,0,33,656,19.88,1,2,,1,,,70,102.5,106.5,86.0,,35,
Robert Newhouse,DAL,FB,26,14,7,0,0,0,0,0,116,450,3.88,3,15,86,5.73,0,2,,3,,,70,84.6,88.6,77.1,,56,
Ken Payne,GNB,WR,26,14,14,0,0,0,0,0,0,0,,0,33,467,14.15,4,1,,4,,,70,102.7,106.2,86.2,,34,
Barty Smith,GNB,FB,24,8,5,0,0,0,0,0,97,355,3.66,5,11,88,8.00,0,4,,5,,,70,81.3,86.3,75.8,,55,
Lynn Swann,PIT,WR,24,12,10,0,0,0,0,0,1,2,2.00,0,28,516,18.43,3,0,,3,,,70,97.8,100.8,83.8,,33,
Steve Spurrier,TAM,QB,31,14,12,156,311,1628,7,12,12,48,4.00,0,0,0,,0,5,,0,,,69,68.9,86.4,80.9,,25,
Tom Sullivan,PHI,RB,26,13,8,0,0,0,0,0,99,399,4.03,2,14,116,8.29,1,1,,3,,,69,82.5,89.0,75.5,,57,
Craig Morton,NYG,QB,33,12,12,153,284,1865,9,20,15,48,3.20,0,0,0,,0,7,,0,,,68,68.4,94.9,88.4,,26,
Tommy Reamon,KAN,RB,24,11,4,0,0,0,0,0,103,314,3.05,4,10,136,13.60,1,7,,5,,,68,78.0,87.5,73.0,,58,
Joe Theismann,WAS,QB,27,14,5,79,163,1036,8,10,17,97,5.71,1,0,0,,0,2,,1,,,67,67.1,81.1,77.1,,27,
Darryl Stingley,NWE,WR,25,13,13,0,0,0,0,0,8,45,5.63,0,17,370,21.76,4,1,,4,,,65,81.5,85.0,73.0,,36,
Steve Odom,GNB,WR,24,12,11,0,0,0,0,0,4,78,19.50,0,23,456,19.83,2,2,,2,,,63,86.4,90.4,74.9,,37,
Mike Hogan,PHI,FB,22,8,8,0,0,0,0,0,123,561,4.56,0,15,89,5.93,0,4,,0,,,61,76.0,81.0,68.5,,59,
Steve Davis,NYJ,RB,28,12,8,0,0,0,0,0,94,418,4.45,3,8,57,7.13,0,6,,3,,,60,67.5,73.5,63.5,,60,
Lynn Dickey,GNB,QB,27,10,10,115,243,1465,7,14,11,19,1.73,1,0,0,,0,7,,1,,,60,59.5,80.0,73.5,,28,
Lenvil Elliott,CIN,RB,25,12,0,0,0,0,0,0,69,276,4.00,0,22,188,8.55,3,5,,3,,,59,81.4,89.9,70.4,,61,
Gary Marangi,BUF,QB,24,11,7,82,232,998,7,16,39,230,5.90,2,0,0,,0,12,,2,,,59,58.9,86.9,74.9,,29,
Ed Marinaro,NYJ,RB,26,6,5,0,0,0,0,0,77,312,4.05,2,21,168,8.00,0,1,,2,,,59,80.0,86.5,69.5,,62,
Golden Richards,DAL,WR,26,11,9,0,0,0,0,0,0,0,,0,19,414,21.79,3,0,,3,,,59,78.4,81.4,68.9,,38,
Ed Williams,TAM,FB,26,12,10,0,0,0,0,0,87,324,3.72,2,23,166,7.22,0,2,,2,,,59,82.0,89.0,70.5,,63,
Don Testerman,SEA,FB,24,14,8,0,0,0,0,0,67,246,3.67,1,25,232,9.28,1,2,,2,,,58,82.8,89.8,70.3,,64,
Wayne Morris,STL,FB,22,14,1,0,0,0,0,0,64,292,4.56,3,8,75,9.38,1,4,,4,,,57,64.7,69.7,60.7,,65,
John Brockington,GNB,FB,28,14,9,0,0,0,0,0,117,406,3.47,2,11,49,4.45,0,3,,2,,,55,65.5,70.0,60.0,,66,
Russ Francis*,NWE,TE,23,13,12,0,0,0,0,0,2,12,6.00,0,26,367,14.12,3,1,,3,,,55,80.9,84.4,67.9,,11,
Bob Tucker,NYG,TE,31,14,14,0,0,0,0,0,0,0,,0,42,498,11.86,1,1,,1,,,55,96.8,100.3,75.8,,12,
Don Herrmann,NOR,WR,29,14,14,0,0,0,0,0,0,0,,0,34,535,15.74,0,0,,0,,,54,87.5,90.5,70.5,,39,
Bobby Scott,NOR,QB,27,11,8,103,190,1065,4,6,12,48,4.00,1,0,0,,0,3,,1,,,54,54.4,64.9,60.4,,30,
Gordon Bell,NYG,RB,23,14,0,0,0,0,0,0,67,233,3.48,2,25,198,7.92,0,2,,2,,,53,78.1,85.1,65.6,,67,
David Knight,NYJ,WR,25,14,13,0,0,0,0,0,0,0,,0,20,403,20.15,2,0,,2,,,52,72.3,75.3,62.3,,40,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willie McGee,SFO,WR,26,6,6,0,0,0,0,0,3,12,4.00,0,13,269,20.69,4,0,,4,,,52,65.1,68.1,58.6,,41,
Eric Torkelson,GNB,RB,24,14,11,0,0,0,0,0,88,289,3.28,2,19,140,7.37,0,3,,2,,,52,70.9,78.4,61.4,,68,
Rich Caster,NYJ,TE,28,14,14,0,0,0,0,0,6,73,12.17,0,31,391,12.61,1,1,,1,,,51,82.4,85.9,66.9,,13,
David Hill,DET,TE,22,14,1,0,1,0,0,1,0,0,,0,19,249,13.11,5,2,,5,,,51,69.9,74.9,61.4,,14,
Robert Miller,MIN,RB,23,14,1,0,0,0,0,0,67,286,4.27,0,23,181,7.87,1,2,,1,,,51,73.7,80.7,62.2,,69,
Jim Mandich,MIA,TE,28,14,3,0,0,0,0,0,0,0,,0,22,260,11.82,4,0,,4,,,50,72.0,75.0,61.0,,15,
Mike Esposito,ATL,RB,23,10,4,0,1,0,0,0,60,317,5.28,2,17,88,5.18,0,4,,2,,,49,65.5,70.5,57.0,,71,
Bo Matthews,SDG,RB,25,12,2,0,0,0,0,0,46,199,4.33,3,12,81,6.75,0,3,,4,,,49,61.0,65.5,55.0,,70,
Reggie Harrison,PIT,RB,25,12,0,0,0,0,0,0,54,235,4.35,4,2,19,9.50,0,1,,4,,,48,50.4,53.9,49.4,,72,
Hugh McKinnis,SEA,FB,28,11,5,0,0,0,0,0,46,105,2.28,4,13,148,11.38,0,1,,4,,,48,61.3,67.8,54.8,,73,
Mike Rae,OAK,QB,25,7,2,35,65,417,6,1,10,37,3.70,1,0,0,,0,0,,1,,,48,48.4,52.4,49.4,,31,
Larry Walton,DET,WR,29,14,13,0,0,0,0,0,1,5,5.00,0,20,293,14.65,3,0,,3,,,48,67.8,70.8,57.8,,42,
John Holland,BUF,WR,24,13,8,0,0,0,0,0,0,0,,0,15,299,19.93,2,1,,3,,,47,61.9,65.4,54.4,,44,
Roy Jefferson,WAS,WR,33,14,14,0,0,0,0,0,0,0,,0,27,364,13.48,2,1,,2,,,47,74.4,77.9,60.9,,43,
Larry Poole,CLE,RB,24,13,1,0,0,0,0,0,78,356,4.56,1,14,70,5.00,0,2,,1,,,47,60.6,64.6,53.6,,74,
Woody Green,KAN,FB,25,6,6,0,0,0,0,0,73,322,4.41,1,9,100,11.11,0,2,,1,,,46,55.2,62.2,50.7,,75,
Scott Hunter,ATL,QB,29,8,6,51,110,633,5,4,14,41,2.93,1,0,0,,0,1,,1,,,46,46.4,53.9,50.4,,32,
Essex Johnson,TAM,RB,30,14,1,0,0,0,0,0,47,166,3.53,1,25,201,8.04,1,3,,2,,,46,70.7,78.2,58.2,,76,
Johnny Musso,CHI,RB,26,14,0,0,0,0,0,0,57,200,3.51,4,4,26,6.50,0,1,,4,,,46,49.6,53.1,47.6,,77,
Stan Fritts,CIN,RB,24,13,4,0,0,0,0,0,47,200,4.26,3,9,75,8.33,0,1,,3,,,45,53.5,57.0,49.0,,79,
Horace King,DET,FB,23,7,7,0,0,0,0,0,93,325,3.49,0,21,163,7.76,0,4,,0,,,45,65.8,73.8,55.3,,78,
Mike Kruczek,PIT,QB,23,10,6,51,85,758,0,3,18,106,5.89,2,0,0,,0,2,,2,,,45,44.9,54.9,47.9,,33,
Frank Lewis,PIT,WR,29,12,12,0,0,0,0,0,2,24,12.00,1,17,306,18.00,1,0,,2,,,45,62.0,65.0,53.5,,45,
Billy Masters,KAN,TE,32,10,9,0,0,0,0,0,0,0,,0,18,269,14.94,3,0,,3,,,45,62.9,65.9,53.9,,16,
Pat Tilley,STL,WR,23,13,5,0,0,0,0,0,0,0,,0,26,407,15.65,1,2,,1,,,45,70.7,74.7,57.7,,46,
Reuben Gant,BUF,TE,24,14,7,0,0,0,0,0,0,0,,0,12,263,21.92,3,1,,3,,,43,55.3,58.8,49.3,,17,
Pat Curran,SDG,TE,31,14,14,0,0,0,0,0,1,12,12.00,0,33,349,10.58,1,0,,1,,,42,75.1,78.1,58.6,,19,
Jack Dolbin,DEN,WR,28,14,5,0,0,0,0,0,2,5,2.50,0,19,354,18.63,1,0,,1,,,42,60.9,63.9,51.4,,48,
Duriel Harris,MIA,WR,22,12,2,0,0,0,0,0,0,0,,0,22,372,16.91,1,1,,1,,,42,64.2,67.7,53.2,,47,
