player,team,position,age,games,games_started,passing_completions,passing_attempts,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,yards_per_attempt,rushing_touchdowns,targets,receptions,receiving_yards,yards_per_reception,receiving_touchdowns,fumbles,fumbles_lost,total_touchdowns,two_point_conversions_made,two_point_conversion_attempts,fantasy_points,ppr_points,draft_kings_points,fan_duel_points,value_based_draft,position_rank,overall_rank
LaDainian Tomlinson,SDG,RB,27.0,16,16,2,3,20,2,0,348,1815,5.22,28,80.0,56,508,9.07,3,2,1,31,0.0,0.0,425.0,481.1,488.1,453.1,266.0,1.0,1.0
Larry Johnson,KAN,RB,27.0,16,16,0,1,0,0,0,416,1789,4.3,17,66.0,41,410,10.0,2,2,2,19,0.0,0.0,330.0,370.9,378.9,350.4,171.0,2.0,2.0
Steven Jackson,STL,RB,23.0,16,16,0,0,0,0,0,346,1528,4.42,13,110.0,90,806,8.96,3,4,2,16,0.0,0.0,325.0,415.4,423.4,370.4,167.0,3.0,3.0
Peyton Manning,IND,QB,30.0,16,16,362,557,4397,31,9,23,36,1.57,4,0.0,0,0,0.0,0,2,1,4,0.0,2.0,311.0,311.5,324.5,320.5,127.0,1.0,4.0
Frank Gore,SFO,RB,23.0,16,16,0,0,0,0,0,312,1695,5.43,8,86.0,61,485,7.95,1,6,5,9,0.0,0.0,262.0,323.0,334.0,292.5,103.0,4.0,5.0
Willie Parker,PIT,RB,26.0,16,16,0,0,0,0,0,337,1494,4.43,13,42.0,31,222,7.16,3,7,5,16,0.0,0.0,258.0,288.6,299.6,273.1,99.0,5.0,6.0
Brian Westbrook,PHI,RB,27.0,15,14,0,0,0,0,0,240,1217,5.07,7,105.0,77,699,9.08,4,2,2,11,0.0,0.0,254.0,330.6,338.6,292.1,95.0,6.0,7.0
Marvin Harrison,IND,WR,34.0,16,16,0,0,0,0,0,0,0,0.0,0,148.0,95,1366,14.38,12,1,1,12,0.0,0.0,207.0,301.6,305.6,254.1,90.0,1.0,8.0
Tiki Barber,NYG,RB,31.0,16,16,0,0,0,0,0,327,1662,5.08,5,75.0,58,465,8.02,0,3,1,5,0.0,0.0,241.0,298.7,305.7,269.7,82.0,7.0,9.0
Terrell Owens,DAL,WR,33.0,16,15,0,0,0,0,0,0,0,0.0,0,150.0,85,1180,13.88,13,0,0,13,1.0,0.0,198.0,283.0,286.0,240.5,81.0,2.0,10.0
Michael Vick,ATL,QB,26.0,16,16,204,388,2474,20,13,123,1039,8.45,2,1.0,1,1,1.0,0,9,3,2,0.0,0.0,263.0,264.0,286.0,276.5,79.0,2.0,11.0
Drew Brees,NOR,QB,27.0,16,16,356,554,4418,26,11,42,32,0.76,0,0.0,0,0,0.0,0,8,3,0,0.0,2.0,260.0,259.9,276.9,270.9,76.0,3.0,12.0
Maurice JonesDrew,JAX,RB,21.0,16,1,0,0,0,0,0,166,941,5.67,13,62.0,46,436,9.48,2,1,1,16,0.0,0.0,232.0,277.7,284.7,254.7,73.0,8.0,13.0
Reggie Wayne,IND,WR,28.0,16,16,0,0,0,0,0,0,0,0.0,0,137.0,86,1310,15.23,9,1,0,9,1.0,0.0,187.0,273.0,276.0,230.0,70.0,3.0,14.0
Marc Bulger,STL,QB,29.0,16,16,370,588,4301,24,8,18,44,2.44,0,0.0,0,0,0.0,0,6,3,0,0.0,1.0,252.0,252.4,266.4,260.4,68.0,4.0,15.0
