player,team,position,age,games,games_started,passing_completions,passing_attempts,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,yards_per_attempt,rushing_touchdowns,receptions,receiving_yards,yards_per_reception,receiving_touchdowns,fumbles,fumbles_lost,total_touchdowns,two_point_conversions_made,two_point_conversion_attempts,fantasy_points,ppr_points,draft_kings_points,fan_duel_points,value_based_draft,position_rank,overall_rank
Eric Dickerson,IND,RB,28.0,16,16,0,0,0,0,0,388,1659,4.28,14,36,377,10.47,1,5,0,15,0.0,0.0,289.0,324.6,333.1,306.6,153.0,1.0,1.0
Randall Cunningham,PHI,QB,25.0,16,16,301,560,3808,24,16,93,624,6.71,6,0,0,0.0,0,12,0,6,0.0,0.0,303.0,302.7,330.7,318.7,129.0,1.0,2.0
Roger Craig,SFO,FB,28.0,16,15,0,0,0,0,0,310,1502,4.85,9,76,534,7.03,1,8,0,10,0.0,0.0,256.0,331.6,341.6,293.6,120.0,2.0,3.0
Herschel Walker,DAL,RB,26.0,16,16,0,0,0,0,0,361,1514,4.19,5,53,505,9.53,2,6,0,7,0.0,0.0,238.0,290.9,299.9,264.4,103.0,3.0,4.0
Greg Bell,RAM,RB,26.0,16,13,0,0,0,0,0,288,1212,4.21,16,24,124,5.17,2,6,0,18,0.0,0.0,236.0,259.6,268.6,247.6,100.0,4.0,5.0
Henry Ellard,RAM,WR,27.0,16,15,0,0,0,0,0,1,7,7.0,0,86,1414,16.44,10,3,0,10,0.0,0.0,199.0,285.1,289.6,242.1,91.0,1.0,6.0
Jerry Rice,SFO,WR,26.0,16,16,1,3,14,0,1,13,107,8.23,1,64,1306,20.41,9,2,0,10,0.0,0.0,198.0,261.9,269.9,230.9,89.0,2.0,7.0
Mark Clayton,MIA,WR,27.0,16,16,0,0,0,0,0,1,4,4.0,0,86,1129,13.13,14,0,0,14,0.0,0.0,197.0,283.3,286.3,240.3,89.0,3.0,8.0
Ricky Sanders,WAS,WR,28.0,16,4,0,0,0,0,0,2,14,7.0,0,73,1148,15.73,12,0,0,12,0.0,0.0,188.0,261.2,264.2,224.7,80.0,4.0,9.0
Boomer Esiason,CIN,QB,27.0,16,16,223,388,3572,28,14,43,248,5.77,1,0,0,0.0,0,5,0,1,0.0,0.0,253.0,252.7,275.2,266.7,79.0,2.0,10.0
Jim Everett,RAM,QB,25.0,16,16,308,517,3964,31,18,34,104,3.06,0,0,0,0.0,0,7,0,0,0.0,0.0,250.0,250.0,277.5,268.0,77.0,3.0,11.0
