player,team,position,age,games,games_started,passing_completions,passing_attempts,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,yards_per_attempt,rushing_touchdowns,targets,receptions,receiving_yards,yards_per_reception,receiving_touchdowns,fumbles,fumbles_lost,total_touchdowns,two_point_conversions_made,two_point_conversion_attempts,fantasy_points,ppr_points,draft_kings_points,fan_duel_points,value_based_draft,position_rank,overall_rank
Adrian Peterson,MIN,RB,27.0,16,16,0,0,0,0,0,348,2097,6.03,12,51.0,40,217,5.43,1,4,2,13,1.0,0.0,307.0,347.4,355.4,327.4,191.0,1.0,1.0
Doug Martin,TAM,RB,23.0,16,16,0,0,0,0,0,319,1454,4.56,11,70.0,49,472,9.63,1,1,1,12,0.0,0.0,263.0,311.6,318.6,287.1,146.0,2.0,2.0
Arian Foster,HOU,RB,26.0,16,16,0,0,0,0,0,351,1424,4.06,15,58.0,40,217,5.43,2,3,2,17,0.0,0.0,262.0,302.1,310.1,282.1,145.0,3.0,3.0
Marshawn Lynch,SEA,RB,26.0,16,15,0,0,0,0,0,315,1590,5.05,11,30.0,23,196,8.52,1,5,2,12,0.0,0.0,247.0,269.6,277.6,258.1,130.0,4.0,4.0
Alfred Morris,WAS,RB,24.0,16,16,0,0,0,0,0,335,1613,4.81,13,16.0,11,77,7.0,0,4,3,13,0.0,0.0,241.0,252.0,258.0,246.5,124.0,5.0,5.0
Ray Rice,BAL,RB,25.0,16,16,0,0,0,0,0,257,1143,4.45,9,83.0,61,478,7.84,1,1,0,10,0.0,0.0,222.0,283.1,289.1,252.6,105.0,6.0,6.0
Calvin Johnson,DET,WR,27.0,16,16,0,0,0,0,0,0,0,0.0,0,204.0,122,1964,16.1,5,3,3,5,0.0,0.0,220.0,342.4,348.4,281.4,102.0,1.0,7.0
Brandon Marshall,CHI,WR,28.0,16,16,0,0,0,0,0,1,-2,-2.0,0,192.0,118,1508,12.78,11,2,0,11,0.0,0.0,217.0,334.6,337.6,275.6,98.0,2.0,8.0
CJ Spiller,BUF,RB,25.0,16,9,0,0,0,0,0,207,1244,6.01,6,57.0,43,459,10.67,2,3,3,8,0.0,0.0,212.0,255.3,264.3,233.8,96.0,7.0,9.0
Drew Brees,NOR,QB,33.0,16,16,422,670,5177,43,19,15,5,0.33,1,0.0,0,0,0.0,0,5,1,1,0.0,0.0,346.0,345.6,368.6,364.6,95.0,1.0,10.0
Aaron Rodgers,GNB,QB,29.0,16,16,371,552,4295,39,8,54,259,4.8,2,1.0,1,-1,-1.0,0,5,4,2,0.0,1.0,344.0,344.6,362.6,352.1,93.0,2.0,11.0
Tom Brady,NWE,QB,35.0,16,16,401,637,4827,34,8,23,32,1.39,4,0.0,0,0,0.0,0,2,0,4,0.0,0.0,340.0,340.3,351.3,348.3,90.0,3.0,12.0
Dez Bryant,DAL,WR,24.0,16,14,0,0,0,0,0,2,-5,-2.5,0,138.0,92,1382,15.02,12,5,2,12,1.0,0.0,208.0,299.7,304.7,253.7,89.0,3.0,13.0
