player,team,position,age,games,games_started,passing_completions,passing_attempts,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,yards_per_attempt,rushing_touchdowns,targets,receptions,receiving_yards,yards_per_reception,receiving_touchdowns,fumbles,fumbles_lost,total_touchdowns,two_point_conversions_made,two_point_conversion_attempts,fantasy_points,ppr_points,draft_kings_points,fan_duel_points,value_based_draft,position_rank,overall_rank
Jerry Rice,SFO,WR,31.0,16,16,0,0,0,0,0,3,69,23.0,1,153.0,98,1503,15.34,15,3,0,16,0.0,0.0,250.0,348.2,352.7,299.2,145.0,1.0,1.0
Emmitt Smith,DAL,RB,24.0,14,13,0,0,0,0,0,283,1486,5.25,9,65.0,57,414,7.26,1,4,0,10,0.0,0.0,246.0,303.0,311.0,274.5,135.0,1.0,2.0
Steve Young,SFO,QB,32.0,16,16,314,462,4023,29,16,69,407,5.9,2,2.0,2,2,1.0,0,8,0,2,0.0,0.0,290.0,291.8,317.8,306.8,129.0,1.0,3.0
Andre Rison,ATL,WR,26.0,16,16,0,0,0,0,0,0,0,0.0,0,165.0,86,1242,14.44,15,2,0,15,0.0,0.0,212.0,298.2,302.2,255.2,107.0,2.0,4.0
Shannon Sharpe,DEN,TE,25.0,16,12,0,0,0,0,0,0,0,0.0,0,110.0,81,995,12.28,9,1,0,9,0.0,0.0,153.0,233.5,237.0,193.0,96.0,1.0,5.0
Jerome Bettis,RAM,RB,21.0,16,12,0,0,0,0,0,294,1429,4.86,7,34.0,26,244,9.38,0,4,0,7,0.0,0.0,205.0,231.3,239.3,218.3,94.0,2.0,6.0
Thurman Thomas,BUF,RB,27.0,16,16,0,1,0,0,0,355,1315,3.7,6,71.0,48,387,8.06,0,6,0,6,0.0,0.0,200.0,248.2,257.2,224.2,89.0,3.0,7.0
Sterling Sharpe,GNB,WR,28.0,16,16,1,1,1,0,0,4,8,2.0,0,189.0,112,1274,11.38,11,1,0,11,0.0,0.0,193.0,305.2,308.7,249.2,88.0,3.0,8.0
John Elway,DEN,QB,33.0,16,16,348,551,4030,25,10,44,153,3.48,0,0.0,0,0,0.0,0,8,0,0,0.0,0.0,249.0,248.5,268.5,258.5,87.0,2.0,9.0
Ricky Watters,SFO,RB,24.0,13,13,0,0,0,0,0,208,950,4.57,10,45.0,31,326,10.52,1,5,0,11,0.0,0.0,189.0,219.6,228.1,204.1,78.0,4.0,10.0
Marcus Allen,KAN,RB,33.0,16,10,0,0,0,0,0,206,764,3.71,12,46.0,34,238,7.0,3,4,0,15,0.0,0.0,186.0,220.2,228.2,203.2,75.0,5.0,11.0
Michael Irvin,DAL,WR,27.0,16,16,0,0,0,0,0,2,6,3.0,0,143.0,88,1330,15.11,7,0,0,7,0.0,0.0,176.0,263.6,266.6,219.6,71.0,4.0,12.0
Eric Green,PIT,TE,26.0,16,16,0,0,0,0,0,0,0,0.0,0,113.0,63,942,14.95,5,3,0,5,0.0,0.0,121.0,184.2,188.7,152.7,65.0,2.0,13.0
Tim Brown,RAI,WR,27.0,16,16,0,0,0,0,0,2,7,3.5,0,127.0,80,1180,14.75,7,1,0,8,0.0,0.0,166.0,245.7,249.2,205.7,61.0,5.0,14.0
Leonard Russell,NWE,RB,24.0,16,15,0,0,0,0,0,300,1088,3.63,7,37.0,26,245,9.42,0,4,0,7,0.0,0.0,171.0,197.3,205.3,184.3,60.0,6.0,15.0
Ben Coates,NWE,TE,24.0,16,10,0,0,0,0,0,0,0,0.0,0,93.0,53,659,12.43,8,0,0,8,0.0,0.0,114.0,166.9,169.9,140.4,58.0,3.0,16.0
Gary Brown,HOU,RB,24.0,16,8,0,0,0,0,0,195,1002,5.14,6,30.0,21,240,11.43,2,4,0,8,0.0,0.0,168.0,189.2,197.2,178.7,57.0,7.0,17.0
Cris Carter,MIN,WR,28.0,16,16,0,0,0,0,0,0,0,0.0,0,143.0,86,1071,12.45,9,0,0,9,0.0,0.0,161.0,247.1,250.1,204.1,56.0,6.0,18.0
Johnny Johnson,NYJ,RB,25.0,15,9,0,0,0,0,0,198,821,4.15,3,83.0,67,641,9.57,1,5,0,4,0.0,0.0,165.0,232.2,240.7,198.7,54.0,8.0,19.0
Anthony Miller,SDG,WR,28.0,16,16,0,0,0,0,0,1,0,0.0,0,162.0,84,1162,13.83,7,0,0,7,0.0,0.0,158.0,242.2,245.2,200.2,53.0,7.0,20.0
Erric Pegram,ATL,RB,24.0,16,14,0,0,0,0,0,292,1185,4.06,3,42.0,33,302,9.15,0,6,0,3,0.0,0.0,161.0,193.7,202.7,177.2,50.0,10.0,21.0
Edgar Bennett,GNB,FB,24.0,16,14,0,0,0,0,0,159,550,3.46,9,74.0,59,457,7.75,1,0,0,10,0.0,0.0,161.0,219.7,225.7,190.2,50.0,9.0,22.0
