Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
Rod Smith*,DEN,WR,31,15,14,0,0,0,0,0,3,27,9.00,0,172,113,1343,11.88,11,1,,11,1,,205,318.0,321.0,261.5,76,4,13
Ricky Williams,NOR,RB,24,16,16,0,0,0,0,0,313,1245,3.98,6,88,60,511,8.52,1,8,6,7,,,206,265.6,277.6,235.6,73,8,14
Antowain Smith,NWE,RB,29,16,15,0,0,0,0,0,287,1157,4.03,12,28,19,192,10.11,1,4,4,13,,,205,223.9,233.9,214.4,73,9,15
Rich Gannon*,OAK,QB,36,16,16,361,549,3828,27,9,63,231,3.67,2,0,0,0,,0,13,7,2,1,,266,266.2,288.2,275.2,64,3,16
Steve McNair,TEN,QB,28,15,15,264,431,3350,21,12,75,414,5.52,5,0,0,0,,0,5,3,5,,3,265,265.4,286.4,277.4,63,4,17
Tony Gonzalez*+,KAN,TE,25,16,16,1,1,40,0,0,1,9,9.00,0,118,73,917,12.56,6,0,,6,1,,132,205.2,208.2,168.7,60,1,18
Peyton Manning,IND,QB,25,16,16,343,547,4131,26,23,35,157,4.49,4,0,0,0,,0,7,3,4,,2,261,260.9,292.9,283.9,59,5,19
Randy Moss,MIN,WR,24,16,16,1,1,29,0,0,3,38,12.67,0,154,82,1233,15.04,10,0,,10,,,188,270.3,273.3,229.3,59,5,20
Donovan McNabb*,PHI,QB,25,16,16,285,493,3233,25,12,82,482,5.88,2,0,0,0,,0,8,3,2,,,260,259.5,280.5,271.5,57,6,21
Stephen Davis,WAS,FB,27,16,16,0,0,0,0,0,356,1432,4.02,5,37,28,205,7.32,0,6,3,5,1,,190,217.7,226.7,203.7,57,10,22
Jimmy Smith*,JAX,WR,32,16,16,0,0,0,0,0,1,-3,-3.00,0,176,112,1373,12.26,8,1,,8,,,185,297.0,300.0,241.0,56,6,23
Brett Favre*,GNB,QB,32,16,16,314,510,3921,32,15,38,56,1.47,1,0,0,0,,0,16,6,1,,1,256,256.4,280.4,271.4,54,7,24
Joe Horn*,NOR,WR,29,16,16,0,1,0,0,0,1,4,4.00,0,156,83,1265,15.24,9,1,,9,,,181,263.9,266.9,222.4,52,7,25
Aaron Brooks,NOR,QB,25,16,16,312,558,3832,26,22,80,358,4.48,1,1,0,0,,0,13,2,1,,1,253,253.1,283.1,275.1,51,8,26
Garrison Hearst*,SFO,RB,30,16,16,0,0,0,0,0,252,1206,4.79,4,55,41,347,8.46,1,1,1,5,,,183,224.3,231.3,203.8,51,11,27
Marcus Pollard,IND,TE,29,16,16,0,0,0,0,0,0,0,,0,73,47,739,15.72,8,0,,8,,,122,168.9,171.9,145.4,50,2,28
Torry Holt*,STL,WR,25,16,14,0,0,0,0,0,2,0,0.00,0,133,81,1363,16.83,7,2,,7,,,178,259.3,262.3,218.8,49,9,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Brown*,OAK,WR,35,16,16,0,0,0,0,0,4,39,9.75,0,140,91,1165,12.80,9,1,1,10,,,178,269.4,273.4,223.9,49,8,30
Dominic Rhodes,IND,RB,22,15,10,0,0,0,0,0,233,1104,4.74,9,55,34,224,6.59,0,6,6,10,,,181,214.8,226.8,197.8,48,12,31
Anthony Thomas,CHI,RB,24,14,10,0,0,0,0,0,278,1183,4.26,7,30,22,178,8.09,0,0,,7,1,,180,202.1,208.1,191.1,48,13,32
Derrick Mason,TEN,WR,27,15,15,0,0,0,0,0,0,0,,0,113,73,1128,15.45,9,2,1,10,1,,173,245.8,249.8,209.3,44,10,33
Troy Brown*,NWE,WR,30,16,13,0,0,0,0,0,11,91,8.27,0,142,101,1199,11.87,5,2,1,7,,,169,270.0,274.0,219.5,40,11,34
Jerry Rice,OAK,WR,39,16,15,0,0,0,0,0,0,0,,0,125,83,1139,13.72,9,1,,9,,,168,250.9,253.9,209.4,39,12,35
Curtis Conway,SDG,WR,30,16,16,0,0,0,0,0,7,116,16.57,1,126,71,1125,15.85,6,1,1,7,,,164,235.1,242.1,199.6,35,13,36
Kevin Johnson,CLE,WR,25,16,16,0,0,0,0,0,0,0,,0,129,84,1097,13.06,9,2,,9,,,164,247.7,250.7,205.7,35,14,37
Kordell Stewart*,PIT,QB,29,16,16,266,442,3109,14,11,96,537,5.59,5,0,0,0,,0,11,3,5,,,236,236.1,256.1,247.1,34,9,38
Tiki Barber,NYG,RB,26,14,9,0,0,0,0,0,166,865,5.21,4,98,72,577,8.01,0,8,2,4,1,,166,238.2,246.2,202.2,34,14,39
Stacey Mack,JAX,RB,26,16,11,0,0,0,0,0,213,877,4.12,9,34,23,165,7.17,1,3,1,10,,,162,185.2,192.2,173.7,30,15,40
Marty Booker,CHI,WR,25,16,16,1,2,34,1,0,4,8,2.00,0,157,100,1071,10.71,8,2,1,8,,,159,259.3,263.3,209.3,30,15,41
Darrell Jackson,SEA,WR,23,16,16,0,0,0,0,0,1,9,9.00,0,132,70,1081,15.44,8,0,,8,,,157,227.0,230.0,192.0,28,16,42
Lamar Smith,MIA,RB,31,16,16,0,0,0,0,0,313,968,3.09,6,35,30,234,7.80,2,6,5,8,,,158,188.2,199.2,173.2,26,16,43
Mike Alstott*,TAM,FB,28,16,16,0,0,0,0,0,165,680,4.12,10,50,35,231,6.60,1,2,2,11,2,,157,192.1,200.1,174.6,25,17,44
Charlie Garner,OAK,RB,29,16,16,0,0,0,0,0,211,839,3.98,1,91,72,578,8.03,2,2,2,3,,,156,227.7,235.7,191.7,23,18,45
Desmond Clark,DEN,TE,24,16,4,0,0,0,0,0,0,0,,0,76,51,566,11.10,6,3,,6,,,93,143.6,146.6,118.1,21,3,46
Frank Wycheck,TEN,TE,30,16,16,1,1,21,0,0,1,1,1.00,0,84,60,672,11.20,4,0,,4,,,92,152.1,155.1,122.1,20,4,47
Jay Fiedler,MIA,QB,30,16,16,273,450,3290,20,19,73,321,4.40,4,0,0,0,,0,6,4,4,,,222,221.7,250.7,240.7,19,10,48
Qadry Ismail,BAL,WR,31,16,15,0,0,0,0,0,0,0,,0,134,74,1059,14.31,7,1,1,7,1,,148,221.9,225.9,184.9,19,17,49
Shannon Sharpe*,BAL,TE,33,16,15,0,0,0,0,0,0,0,,0,114,73,811,11.11,2,1,1,2,,,91,164.1,168.1,127.6,19,5,50
Keenan McCardell,JAX,WR,31,16,16,0,0,0,0,0,0,0,,0,145,93,1110,11.94,6,1,1,6,1,,147,240.0,244.0,193.5,18,18,51
Bill Schroeder,GNB,WR,30,14,14,0,0,0,0,0,1,6,6.00,0,93,53,918,17.32,9,1,,9,,,146,199.4,202.4,172.9,17,19,52
Isaac Bruce*,STL,WR,29,16,16,0,0,0,0,0,4,23,5.75,0,103,64,1106,17.28,6,4,2,6,,,145,208.9,213.9,176.9,16,20,53
Bubba Franks*,GNB,TE,23,16,14,0,0,0,0,0,0,0,,0,49,36,322,8.94,9,0,,9,,,86,122.2,125.2,104.2,14,6,54
Duce Staley,PHI,RB,26,13,10,0,0,0,0,0,166,604,3.64,2,91,63,626,9.94,2,3,1,4,,,145,208.0,215.0,176.5,13,19,55
Byron Chamberlain*,MIN,TE,30,16,15,0,0,0,0,0,0,0,,0,81,57,666,11.68,3,1,1,3,,,83,139.6,143.6,111.1,11,8,56
David Sloan,DET,TE,29,15,15,0,0,0,0,0,0,0,,0,69,37,409,11.05,7,0,,7,,,83,119.9,122.9,101.4,11,7,57
Laveranues Coles,NYJ,WR,24,16,16,0,0,0,0,0,10,108,10.80,0,102,59,868,14.71,7,1,,7,,,140,198.6,204.6,169.1,10,21,58
Peerless Price,BUF,WR,25,16,16,0,0,0,0,0,6,97,16.17,0,111,55,895,16.27,7,2,1,7,,,139,194.2,198.2,166.7,10,22,59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Bettis*,PIT,RB,29,11,11,1,2,32,1,0,225,1072,4.76,4,10,8,48,6.00,0,3,,4,,,141,149.3,152.3,145.3,9,20,60
Johnnie Morton,DET,WR,30,16,16,0,0,0,0,0,1,6,6.00,0,144,77,1154,14.99,4,1,1,4,,,138,215.0,219.0,176.5,9,23,61
Plaxico Burress,PIT,WR,24,16,16,0,0,0,0,0,0,0,,0,120,66,1008,15.27,6,1,,6,,,137,202.8,205.8,169.8,8,24,62
Eddie George,TEN,RB,28,16,16,0,0,0,0,0,315,939,2.98,5,51,37,279,7.54,0,8,6,5,,,140,176.8,188.8,158.3,7,21,63
Willie Jackson,NOR,WR,30,16,16,0,0,0,0,0,0,0,,0,135,81,1046,12.91,5,0,,5,1,,137,217.6,220.6,177.1,7,25,64
Amani Toomer,NYG,WR,27,16,14,0,0,0,0,0,3,8,2.67,0,141,72,1054,14.64,5,2,,5,,,136,208.2,211.2,172.2,7,26,65
James Thrash,PHI,WR,26,15,15,0,0,0,0,0,6,57,9.50,0,108,63,833,13.22,8,1,1,8,,,135,198.0,202.0,166.5,6,27,66
Chad Lewis*,PHI,TE,30,15,15,0,0,0,0,0,0,0,,0,68,41,422,10.29,6,2,,6,,,78,119.2,122.2,98.7,6,9,67
Michael Pittman,ARI,RB,26,15,14,0,0,0,0,0,241,846,3.51,5,66,42,264,6.29,0,5,2,5,,,137,179.0,187.0,158.0,5,22,68
Jay Riemersma,BUF,TE,28,16,15,0,0,0,0,0,0,0,,0,78,53,590,11.13,3,0,,3,,,77,130.0,133.0,103.5,5,10,69
Mark Brunell,JAX,QB,31,15,15,289,473,3309,19,13,39,224,5.74,1,0,0,0,,0,8,3,1,,1,207,206.8,228.8,219.8,4,11,70
Wesley Walls*,CAR,TE,35,14,14,0,0,0,0,0,0,0,,0,73,43,452,10.51,5,0,,5,,,75,118.2,121.2,96.7,3,11,71
Maurice Smith,ATL,RB,25,16,12,0,0,0,0,0,237,760,3.21,5,27,19,230,12.11,1,1,1,6,,,133,152.0,159.0,142.5,1,23,72
Keyshawn Johnson*,TAM,WR,29,15,15,0,0,0,0,0,0,0,,0,180,106,1266,11.94,1,2,1,1,,,131,236.6,240.6,183.6,1,28,73
Hines Ward*,PIT,WR,25,16,16,0,1,0,0,0,10,83,8.30,0,145,94,1003,10.67,4,1,1,4,,,131,224.6,228.6,177.6,1,29,74
Daunte Culpepper,MIN,QB,24,11,11,235,366,2612,14,13,71,416,5.86,5,1,1,0,0.00,0,16,6,5,3,1,202,203.1,228.1,215.6,,13,75
Jake Plummer,ARI,QB,27,16,16,304,525,3653,18,14,35,163,4.66,0,0,0,0,,0,8,3,0,1,,202,202.4,225.4,216.4,,12,76
Brad Johnson,TAM,QB,33,16,16,340,559,3406,13,11,39,120,3.08,3,0,0,0,,0,4,2,3,,2,196,196.2,215.2,207.2,,14,77
Brian Griese,DEN,QB,26,15,15,275,451,2827,23,19,50,173,3.46,1,1,1,-6,-6.00,0,7,1,1,,2,192,192.8,218.8,211.3,,15,78
Kerry Collins,NYG,QB,29,16,16,327,568,3764,19,16,39,73,1.87,0,1,1,-2,-2.00,0,23,6,0,,,190,190.7,215.7,206.2,,16,
Trent Green,KAN,QB,31,16,16,296,523,3783,17,24,35,158,4.51,0,1,1,1,1.00,0,11,4,0,1,2,185,186.2,220.2,209.7,,17,
Doug Flutie,SDG,QB,39,16,16,294,521,3464,15,18,53,192,3.62,1,0,0,0,,0,7,2,1,,,184,183.8,209.8,201.8,,18,
Chris Weinke,CAR,QB,29,15,15,293,540,2931,11,19,37,128,3.46,6,0,0,0,,0,11,2,6,,,168,168.0,195.0,187.0,,19,
Tom Brady*,NWE,QB,24,15,14,264,413,2843,18,12,36,43,1.19,0,1,1,23,23.00,0,12,3,0,,,162,163.3,181.3,174.8,,20,
Chris Chandler,ATL,QB,36,14,14,223,365,2847,16,14,25,84,3.36,0,0,0,0,,0,8,1,0,,1,158,158.3,176.3,172.3,,21,
Tim Couch,CLE,QB,24,16,16,272,454,3040,17,21,38,128,3.37,0,1,1,-10,-10.00,0,9,3,0,,,153,154.4,184.4,174.9,,22,
Elvis Grbac,BAL,QB,31,14,14,265,467,3033,15,18,21,18,0.86,1,0,0,0,,0,9,5,1,,,143,143.1,169.1,161.1,,23,
Vinny Testaverde,NYJ,QB,38,16,16,260,441,2752,15,14,31,25,0.81,0,0,0,0,,0,12,2,0,,,141,140.6,159.6,154.6,,24,
Jon Kitna,CIN,QB,29,16,15,313,581,3216,12,22,27,73,2.70,1,0,0,0,,0,13,4,1,,1,140,139.9,168.9,161.9,,25,
Tony Banks,WAS,QB,28,15,14,198,370,2386,10,10,47,152,3.23,2,0,0,0,,0,10,4,2,,1,137,136.6,156.6,146.6,,26,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warrick Dunn,TAM,RB,26,13,12,0,0,0,0,0,158,447,2.83,3,97,68,557,8.19,3,2,2,6,,,132,200.4,208.4,166.4,,24,
Emmitt Smith,DAL,RB,32,14,14,0,0,0,0,0,261,1021,3.91,3,21,17,116,6.82,0,1,1,3,,,130,146.7,153.7,138.2,,25,
Chris Chambers,MIA,WR,23,16,7,0,0,0,0,0,1,-11,-11.00,0,90,48,883,18.40,7,2,,7,,,129,177.2,180.2,153.2,,30,
Kevin Dyson,TEN,WR,26,16,16,0,0,0,0,0,0,0,,0,112,54,825,15.28,7,0,,7,1,,127,180.5,183.5,153.5,,31,
Jamel White,CLE,RB,24,16,7,0,0,0,0,0,126,443,3.52,5,60,44,418,9.50,1,1,1,6,1,,122,166.1,173.1,144.1,,26,
Eric Moulds,BUF,WR,28,16,16,0,0,0,0,0,3,3,1.00,0,135,67,904,13.49,5,1,1,5,1,,121,187.7,191.7,154.2,,32,
Cris Carter,MIN,WR,36,16,16,0,0,0,0,0,1,4,4.00,0,130,73,871,11.93,6,2,2,6,,,120,192.5,197.5,156.0,,33,
Antonio Freeman,GNB,WR,29,16,16,0,0,0,0,0,1,-5,-5.00,0,108,52,818,15.73,6,1,,6,1,,119,171.3,174.3,145.3,,34,
Charlie Batch,DET,QB,27,10,9,198,341,2392,12,12,12,45,3.75,0,0,0,0,,0,6,4,0,,1,118,118.2,137.2,130.2,,27,
Ron Dayne,NYG,RB,23,16,7,0,0,0,0,0,180,690,3.83,7,11,8,67,8.38,0,2,1,7,1,,118,125.7,129.7,121.7,,27,
Jim Miller,CHI,QB,30,14,13,228,395,2299,13,10,29,-19,-0.66,0,0,0,0,,0,7,3,0,,,116,116.1,132.1,126.1,,28,
David Patten,NWE,WR,27,16,14,1,2,60,1,1,5,67,13.40,1,94,51,749,14.69,4,1,,5,,,116,167.0,171.0,142.5,,35,
Alex Van Pelt,BUF,QB,31,12,8,178,307,2056,12,11,12,33,2.75,0,0,0,0,,0,5,1,0,,1,112,111.5,126.5,122.5,,29,
Travis Henry,BUF,RB,23,13,12,0,0,0,0,0,213,729,3.42,4,27,22,179,8.14,0,5,2,4,,,111,132.8,140.8,121.8,,28,
Michael Bennett,MIN,RB,23,13,13,0,0,0,0,0,172,682,3.97,2,38,29,226,7.79,1,0,,3,,,109,137.8,143.8,123.3,,29,
Jeff Graham,SDG,WR,32,14,11,0,0,0,0,0,0,0,,0,110,52,811,15.60,5,1,1,5,,,109,161.1,165.1,135.1,,36,
Kevan Barlow,SFO,RB,22,15,0,0,0,0,0,0,125,512,4.10,4,28,22,247,11.23,1,1,,5,,,106,127.9,133.9,116.9,,30,
James Stewart,DET,RB,30,11,10,0,0,0,0,0,143,685,4.79,1,26,23,242,10.52,1,0,,2,,,105,127.7,133.7,116.2,,31,
Ike Hilliard,NYG,WR,25,14,10,0,0,0,0,0,1,21,21.00,0,88,52,659,12.67,6,0,,6,,,104,156.0,159.0,130.0,,37,
Matt Hasselbeck,SEA,QB,26,13,12,176,321,2023,7,8,40,141,3.53,0,0,0,0,,0,6,2,0,,,103,103.0,119.0,111.0,,30,
Edgerrin James,IND,RB,23,6,6,0,0,0,0,0,151,662,4.38,3,29,24,193,8.04,0,3,2,3,1,,102,125.5,133.5,113.5,,32,
J.J. Stokes,SFO,WR,29,16,16,0,0,0,0,0,0,0,,0,90,54,585,10.83,7,0,,7,,,101,154.5,157.5,127.5,,38,
Larry Centers*,BUF,FB,33,16,13,0,0,0,0,0,34,160,4.71,2,105,80,620,7.75,2,2,1,4,,,100,180.0,187.0,140.0,,33,
Rocket Ismail,DAL,WR,32,14,13,0,0,0,0,0,8,31,3.88,0,93,53,834,15.74,2,0,,2,,,99,151.5,154.5,125.0,,39,
Rod Gardner,WAS,WR,24,16,16,0,0,0,0,0,1,16,16.00,0,101,46,741,16.11,4,1,1,4,,,98,143.7,147.7,120.7,,40,
Mike Anderson,DEN,RB,28,16,7,0,0,0,0,0,175,678,3.87,4,12,8,46,5.75,0,1,1,4,1,,96,104.4,108.4,100.4,,34,
Darnay Scott,CIN,WR,29,16,15,0,0,0,0,0,0,0,,0,103,57,819,14.37,2,0,,2,,,94,150.9,153.9,122.4,,41,
Bob Christian,ATL,FB,33,16,8,0,0,0,0,0,44,284,6.45,2,60,45,392,8.71,2,0,,4,,,92,136.6,142.6,114.1,,35,
Joey Galloway,DAL,WR,30,16,16,1,1,-1,0,0,3,32,10.67,0,112,52,699,13.44,3,1,,3,,,91,143.1,146.1,117.1,,43,
Richard Huntley,CAR,RB,29,14,9,0,1,0,0,0,165,665,4.03,2,32,21,101,4.81,1,3,2,3,,,91,111.6,119.6,101.1,,36,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Westbrook,WAS,WR,29,16,16,0,0,0,0,0,2,8,4.00,0,91,57,664,11.65,4,0,,4,,,91,148.2,151.2,119.7,,42,
Trung Canidate,STL,RB,24,16,2,0,0,0,0,0,78,441,5.65,6,23,17,154,9.06,0,3,3,6,,,90,106.5,115.5,98.0,,37,
Terry Allen,BAL,RB,33,11,8,0,0,0,0,0,168,658,3.92,3,20,17,68,4.00,0,1,1,3,,,89,105.6,109.6,97.1,,38,
Joe Jurevicius,NYG,WR,27,14,9,0,0,0,0,0,0,0,,0,92,51,706,13.84,3,0,,3,,,89,139.6,142.6,114.1,,45,
Ricky Proehl,STL,WR,33,16,2,0,0,0,0,0,1,5,5.00,0,55,40,563,14.08,5,0,,5,1,,89,128.8,131.8,108.8,,44,
Jason Brookins,BAL,RB,25,12,3,0,0,0,0,0,151,551,3.65,5,9,6,45,7.50,0,3,1,5,,,88,93.6,97.6,90.6,,39,
Tony Richardson,KAN,FB,30,14,8,0,0,0,0,0,66,191,2.89,7,40,30,265,8.83,0,0,,7,,,88,117.6,123.6,102.6,,40,
Rob Johnson,BUF,QB,28,8,8,134,216,1465,5,7,36,241,6.69,1,0,0,0,,0,6,4,1,,,87,86.7,103.7,93.7,,31,
James McKnight,MIA,WR,29,16,15,0,0,0,0,0,6,39,6.50,0,90,55,684,12.44,3,3,3,3,1,,86,141.3,147.3,113.8,,46,
Oronde Gadsden,MIA,WR,30,14,14,0,0,0,0,0,0,0,,0,93,55,674,12.25,3,1,,3,,,85,140.4,143.4,112.9,,47,
Todd Pinkston,PHI,WR,24,15,15,0,0,0,0,0,1,5,5.00,0,84,42,586,13.95,4,0,,4,,,83,125.1,128.1,104.1,,48,
Chris Fuamatu-Ma'afala,PIT,RB,24,16,5,0,0,0,0,0,120,453,3.78,3,20,16,127,7.94,1,0,,4,,,82,98.0,104.0,90.0,,41,
Wayne Chrebet,NYJ,WR,28,15,15,0,0,0,0,0,0,0,,0,92,56,750,13.39,1,0,,1,,,81,137.0,140.0,109.0,,49,
Thomas Jones,ARI,RB,23,16,2,0,0,0,0,0,112,380,3.39,5,24,21,151,7.19,0,2,1,5,,,81,102.1,109.1,91.6,,42,
Correll Buckhalter,PHI,RB,23,15,6,0,0,0,0,0,129,586,4.54,2,21,13,130,10.00,0,2,2,2,,,80,92.6,100.6,86.1,,43,
James Allen,CHI,RB,26,16,7,0,0,0,0,0,135,469,3.47,1,43,30,203,6.77,1,1,,2,,,79,109.2,115.2,94.2,,44,
Travis Taylor,BAL,WR,23,16,13,0,0,0,0,0,5,46,9.20,0,90,42,560,13.33,3,0,,3,,,79,120.6,123.6,99.6,,50,
Travis Minor,MIA,RB,22,16,0,0,0,0,0,0,59,281,4.76,2,37,29,263,9.07,1,0,,4,,,78,107.4,113.4,92.9,,45,
Cory Schlesinger,DET,FB,29,16,13,0,0,0,0,0,47,154,3.28,3,85,60,466,7.77,0,1,1,3,,,78,138.0,145.0,108.0,,46,
Terrell Davis,DEN,RB,29,8,8,0,0,0,0,0,167,701,4.20,0,21,12,69,5.75,0,2,,0,,,77,89.0,92.0,83.0,,47,
Lamont Warren,DET,RB,28,16,3,0,2,0,0,1,61,191,3.13,3,60,40,336,8.40,1,1,,4,1,,77,116.7,123.7,97.7,,48,
Troy Hambrick,DAL,RB,25,16,11,0,0,0,0,0,113,579,5.12,2,12,4,62,15.50,0,1,1,2,,,74,78.1,82.1,76.1,,49,
Tony Martin,ATL,WR,36,11,9,0,0,0,0,0,0,0,,0,77,37,548,14.81,3,0,,3,,,73,109.8,112.8,91.3,,51,
Ernie Conwell,STL,TE,29,16,14,0,0,0,0,0,7,28,4.00,1,52,38,431,11.34,4,2,2,5,,,72,109.9,114.9,90.9,,12,
Donald Hayes,CAR,WR,26,16,15,0,0,0,0,0,0,0,,0,105,52,597,11.48,2,1,,2,,,72,123.7,126.7,97.7,,53,
Frank Sanders,ARI,WR,28,15,13,0,1,0,0,0,0,0,,0,76,41,618,15.07,2,1,1,2,,,72,112.8,116.8,92.3,,52,
James Jackson,CLE,RB,25,11,10,0,0,0,0,0,195,554,2.84,2,10,7,56,8.00,0,1,1,2,,,71,78.0,82.0,74.5,,50,
Peter Warrick,CIN,WR,24,16,14,0,0,0,0,0,8,14,1.75,0,137,70,667,9.53,1,3,2,1,,,70,140.1,145.1,105.1,,54,
Quincy Carter,DAL,QB,24,8,8,90,176,1072,5,7,45,150,3.33,1,0,0,0,,0,5,1,1,,,68,67.9,81.9,74.9,,32,
Shawn Jefferson,ATL,WR,32,16,6,0,0,0,0,0,0,0,,0,65,37,539,14.57,2,0,,2,1,,68,104.9,107.9,86.4,,56,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terance Mathis,ATL,WR,34,16,16,0,0,0,0,0,0,0,,0,105,51,564,11.06,2,0,,2,,,68,119.4,122.4,93.9,,55,
Tyrone Wheatley,OAK,RB,29,11,2,0,0,0,0,0,88,276,3.14,5,16,12,61,5.08,1,3,1,6,,,68,79.7,83.7,73.7,,51,
Amos Zereoue,PIT,RB,25,14,0,0,0,0,0,0,85,441,5.19,1,14,13,154,11.85,1,3,2,2,,,68,80.5,88.5,74.0,,52,
Derrick Alexander,KAN,WR,30,13,11,0,0,0,0,0,2,16,8.00,0,68,27,470,17.41,3,0,,3,,,67,93.6,96.6,80.1,,58,
Brian Finneran,ATL,WR,25,16,1,0,0,0,0,0,0,0,,0,41,23,491,21.35,3,0,,3,,,67,90.1,93.1,78.6,,57,
David Terrell,CHI,WR,22,16,6,0,0,0,0,0,0,0,,0,63,34,415,12.21,4,0,,4,,,66,99.5,102.5,82.5,,59,
Corey Bradford,GNB,WR,26,16,6,0,0,0,0,0,0,0,,0,58,31,526,16.97,2,1,,2,,,65,95.6,98.6,80.1,,60,
Trent Dilfer,SEA,QB,29,6,4,73,122,1014,7,4,11,17,1.55,0,1,1,-5,-5.00,0,3,,0,,1,64,64.8,71.8,68.3,,33,
MarTay Jenkins,ARI,WR,26,13,3,0,0,0,0,0,3,4,1.33,0,54,32,518,16.19,3,5,3,3,,,64,96.2,102.2,80.2,,61,
Elvis Joseph,JAX,RB,23,14,3,0,0,0,0,0,68,294,4.32,0,24,18,183,10.17,2,2,1,3,,,64,81.7,88.7,72.7,,53,
Freddie Jones,SDG,TE,27,14,9,0,0,0,0,0,0,0,,0,60,35,388,11.09,4,0,,4,,,63,97.8,100.8,80.3,,13,
Muhsin Muhammad,CAR,WR,28,11,11,0,0,0,0,0,0,0,,0,93,50,585,11.70,1,2,1,1,,,63,112.5,116.5,87.5,,62,
Anthony Becht,NYJ,TE,24,16,15,0,0,0,0,0,0,0,,0,53,36,321,8.92,5,0,,5,,,62,98.1,101.1,80.1,,14,
Todd Bouman,MIN,QB,29,5,3,51,89,795,8,4,9,61,6.78,0,0,0,0,,0,1,,0,,,62,61.9,68.9,65.9,,34,
Az-Zahir Hakim,STL,WR,24,16,1,1,1,51,1,0,11,50,4.55,0,53,39,374,9.59,3,8,2,3,,,62,101.4,106.4,81.9,,63,
Koren Robinson,SEA,WR,21,16,13,0,0,0,0,0,4,13,3.25,0,78,39,536,13.74,1,2,,1,,,61,99.9,102.9,80.4,,64,
Eddie Kennison,2TM,WR,28,13,7,0,0,0,0,0,5,22,4.40,0,50,31,491,15.84,1,1,,1,1,,59,90.3,93.3,74.8,,65,
Michael Vick,ATL,QB,21,8,2,50,113,785,2,3,31,289,9.32,1,0,0,0,,0,6,5,1,,,58,58.3,72.3,61.3,,35,
Snoop Minnis,KAN,WR,24,13,11,0,0,0,0,0,0,0,,0,67,33,511,15.48,1,0,,1,,,57,90.1,93.1,73.6,,66,
Dwayne Carswell*,DEN,TE,29,16,16,0,0,0,0,0,0,0,,0,56,34,299,8.79,4,0,,4,1,,56,89.9,92.9,72.9,,15,
Quincy Morgan,CLE,WR,24,16,9,0,0,0,0,0,2,27,13.50,0,72,30,432,14.40,2,3,1,2,,,56,85.9,89.9,70.9,,67,
