player,team,position,age,games,games_started,passing_completions,passing_attempts,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,yards_per_attempt,rushing_touchdowns,receptions,receiving_yards,yards_per_reception,receiving_touchdowns,fumbles,fumbles_lost,total_touchdowns,two_point_conversions_made,two_point_conversion_attempts,fantasy_points,ppr_points,draft_kings_points,fan_duel_points,value_based_draft,position_rank,overall_rank
Ricky Patton,SFO,RB,27.0,16,15,0,0,0,0,0,152,543,3.57,4,27,195,7.22,1,3,0,5,0.0,0.0,101.0,127.8,135.3,114.3,0.0,35.0,0.0
Derrick Jensen,OAK,RB,25.0,16,13,0,0,0,0,0,117,456,3.9,4,28,271,9.68,0,0,0,4,0.0,0.0,97.0,124.7,130.7,110.7,0.0,37.0,0.0
Greg Pruitt,CLE,RB,30.0,15,6,0,0,0,0,0,31,124,4.0,0,65,636,9.78,4,3,0,4,0.0,0.0,97.0,162.0,169.5,129.5,0.0,36.0,0.0
Jerry Eckwood,TAM,RB,27.0,16,12,0,0,0,0,0,172,651,3.78,2,24,213,8.88,0,3,0,2,0.0,0.0,95.0,119.4,126.9,107.4,0.0,38.0,0.0
JT Smith,KAN,WR,26.0,16,15,0,0,0,0,0,0,0,0.0,0,63,852,13.52,2,2,0,2,0.0,0.0,95.0,158.2,162.2,126.7,0.0,30.0,0.0
James Hadnot,KAN,FB,24.0,16,15,0,1,0,0,1,140,603,4.31,3,23,215,9.35,0,4,0,3,0.0,0.0,94.0,116.8,125.8,106.3,0.0,40.0,0.0
Bill Kenney,KAN,QB,26.0,13,13,147,274,1983,9,16,24,89,3.71,1,0,0,0.0,0,4,0,1,0.0,0.0,94.0,94.2,115.2,110.2,0.0,23.0,0.0
Kenny King,OAK,RB,24.0,14,14,0,0,0,0,0,170,828,4.87,0,27,216,8.0,0,10,0,0,0.0,0.0,94.0,121.4,132.4,107.9,0.0,39.0,0.0
Freeman McNeil,NYJ,RB,22.0,11,6,0,0,0,0,0,137,623,4.55,2,18,171,9.5,1,5,0,3,0.0,0.0,92.0,110.4,118.9,101.4,0.0,41.0,0.0
Ken Stabler,HOU,QB,36.0,13,12,165,285,1988,14,18,10,-3,-0.3,0,0,0,0.0,0,7,0,0,0.0,0.0,92.0,92.2,116.7,110.2,0.0,24.0,0.0
John Jefferson,GNB,WR,25.0,13,13,0,0,0,0,0,2,22,11.0,0,39,632,16.21,4,0,0,4,0.0,0.0,89.0,128.4,131.4,108.9,0.0,31.0,0.0
Henry Marshall,KAN,WR,27.0,12,12,0,1,0,0,1,3,69,23.0,0,38,620,16.32,4,2,0,4,0.0,0.0,89.0,126.9,131.9,108.9,0.0,32.0,0.0
Pat Haden,RAM,QB,28.0,13,11,138,267,1815,9,13,18,104,5.78,0,0,0,0.0,0,5,0,0,0.0,0.0,88.0,88.0,109.5,101.0,0.0,25.0,0.0
Wayne Morris,STL,FB,27.0,16,13,0,0,0,0,0,109,417,3.83,5,19,165,8.68,0,0,0,5,0.0,0.0,88.0,107.2,113.2,97.7,0.0,42.0,0.0
Sherman Smith,SEA,RB,27.0,16,8,0,0,0,0,0,83,253,3.05,3,44,406,9.23,1,3,0,4,0.0,0.0,87.0,130.9,138.4,108.9,0.0,43.0,0.0
Drew Pearson,DAL,WR,30.0,16,15,2,2,81,1,0,3,31,10.33,0,38,614,16.16,3,4,0,3,0.0,0.0,86.0,123.7,128.7,104.7,0.0,33.0,0.0
Leonard Thompson,DET,WR,29.0,16,16,0,0,0,0,0,10,75,7.5,1,30,550,18.33,3,1,0,4,0.0,0.0,86.0,115.5,119.0,100.5,0.0,34.0,0.0
Matt Cavanaugh,NWE,QB,25.0,16,8,115,219,1633,5,13,17,92,5.41,3,1,9,9.0,0,2,0,3,0.0,0.0,85.0,86.4,103.4,98.9,0.0,26.0,0.0
Steve Grogan,NWE,QB,28.0,8,7,117,216,1859,7,16,12,49,4.08,2,2,27,13.5,0,5,0,2,0.0,0.0,85.0,87.0,108.5,102.0,0.0,27.0,0.0
Butch Johnson,DAL,WR,27.0,16,7,0,0,0,0,0,0,0,0.0,0,25,552,22.08,5,0,0,5,0.0,0.0,85.0,110.2,113.2,97.7,0.0,35.0,0.0
Earl Cooper,SFO,FB,24.0,16,11,0,0,0,0,0,98,330,3.37,1,51,477,9.35,0,3,0,1,0.0,0.0,84.0,134.7,142.2,109.2,0.0,45.0,0.0
Matt Suhey,CHI,FB,23.0,15,14,0,0,0,0,0,150,521,3.47,3,33,168,5.09,0,3,0,3,0.0,0.0,84.0,116.9,124.4,100.4,0.0,44.0,0.0
Ricky Feacher,CLE,WR,27.0,16,7,0,0,0,0,0,1,-1,-1.0,0,29,654,22.55,3,0,0,3,0.0,0.0,83.0,112.3,115.3,97.8,0.0,36.0,0.0
Mike Guman,RAM,RB,23.0,16,4,1,1,7,1,0,115,433,3.77,4,18,130,7.22,0,2,0,4,0.0,0.0,83.0,100.6,107.6,91.6,0.0,46.0,0.0
Steve Kreider,CIN,WR,23.0,16,1,1,3,13,0,0,1,21,21.0,0,37,520,14.05,5,2,0,5,0.0,0.0,83.0,119.6,123.6,101.1,0.0,37.0,0.0
Jimmy Cefalo,MIA,WR,25.0,16,6,0,0,0,0,0,0,0,0.0,0,29,631,21.76,3,0,0,3,0.0,0.0,81.0,110.1,113.1,95.6,0.0,38.0,0.0
Dan Doornink,SEA,FB,25.0,15,8,0,0,0,0,0,65,194,2.98,1,27,350,12.96,4,3,0,5,0.0,0.0,81.0,108.4,115.9,94.9,0.0,47.0,0.0
Wayne Wilson,NOR,RB,24.0,16,0,0,0,0,0,0,44,137,3.11,1,31,384,12.39,4,1,0,5,0.0,0.0,81.0,112.1,118.6,96.6,0.0,48.0,0.0
Jim Hart,STL,QB,37.0,10,9,134,241,1694,11,14,3,2,0.67,0,0,0,0.0,0,4,0,0,0.0,0.0,80.0,80.0,99.0,94.0,0.0,28.0,0.0
Frank Pollard,PIT,RB,24.0,14,10,0,0,0,0,0,123,570,4.63,2,19,156,8.21,0,5,0,2,0.0,0.0,80.0,98.6,107.1,89.1,0.0,49.0,0.0
Lynn Swann,PIT,WR,29.0,13,12,0,0,0,0,0,0,0,0.0,0,34,505,14.85,5,1,0,5,0.0,0.0,80.0,113.5,117.0,96.5,0.0,39.0,0.0
Charlie Smith,PHI,WR,31.0,16,14,0,0,0,0,0,2,5,2.5,0,38,564,14.84,4,2,0,4,0.0,0.0,79.0,116.9,120.9,97.9,0.0,40.0,0.0
Rick Upchurch,DEN,WR,29.0,13,10,0,0,0,0,0,5,56,11.2,0,32,550,17.19,3,0,0,3,0.0,0.0,79.0,110.6,113.6,94.6,0.0,41.0,0.0
Roger Carr,BAL,WR,29.0,15,15,0,0,0,0,0,0,0,0.0,0,38,584,15.37,3,0,0,3,0.0,0.0,76.0,114.4,117.4,95.4,0.0,42.0,0.0
Roosevelt Leaks,BUF,FB,28.0,16,5,0,1,0,0,0,91,357,3.92,6,7,51,7.29,0,1,0,6,0.0,0.0,76.0,82.8,86.3,79.3,0.0,50.0,0.0
Bennie Cunningham,PIT,TE,27.0,15,15,0,0,0,0,0,0,0,0.0,0,41,574,14.0,3,0,0,3,0.0,0.0,75.0,116.4,119.4,95.9,0.0,12.0,0.0
Neil Lomax,STL,QB,22.0,14,7,119,236,1575,4,10,19,104,5.47,2,0,0,0.0,0,6,0,2,0.0,0.0,75.0,75.4,94.4,85.4,0.0,29.0,0.0
Wallace Francis,ATL,WR,30.0,16,16,0,0,0,0,0,1,8,8.0,1,30,441,14.7,4,1,0,5,0.0,0.0,74.0,103.9,107.4,88.9,0.0,43.0,0.0
Dave Logan,CLE,WR,27.0,14,14,0,0,0,0,0,0,0,0.0,0,31,497,16.03,4,0,0,4,0.0,0.0,74.0,104.7,107.7,89.2,0.0,44.0,0.0
Sam McCullum,SEA,WR,29.0,16,14,0,0,0,0,0,0,0,0.0,0,46,567,12.33,3,1,0,3,0.0,0.0,74.0,119.7,123.2,96.7,0.0,45.0,0.0
Charles Alexander,CIN,RB,24.0,15,14,0,0,0,0,0,98,292,2.98,2,28,262,9.36,1,0,0,3,0.0,0.0,73.0,101.4,107.4,87.4,0.0,51.0,0.0
Brian Baschnagel,CHI,WR,27.0,16,14,1,1,18,0,0,1,10,10.0,0,34,554,16.29,3,2,0,3,0.0,0.0,73.0,107.1,111.1,90.1,0.0,46.0,0.0
Isaac Curtis,CIN,WR,31.0,15,14,0,0,0,0,0,0,0,0.0,0,37,609,16.46,2,1,0,2,0.0,0.0,72.0,108.9,112.4,90.4,0.0,47.0,0.0
James Owens,TAM,RB,26.0,16,1,0,0,0,0,0,91,406,4.46,3,12,145,12.08,0,1,0,3,0.0,0.0,72.0,84.1,90.6,78.1,0.0,52.0,0.0
Johnny Davis,SFO,RB,25.0,16,5,0,0,0,0,0,94,297,3.16,7,3,-1,-0.33,0,1,0,7,0.0,0.0,71.0,73.6,77.1,72.1,0.0,53.0,0.0
Cliff Branch,OAK,WR,33.0,16,15,0,0,0,0,0,0,0,0.0,0,41,635,15.49,1,0,0,1,0.0,0.0,70.0,110.5,113.5,90.0,0.0,48.0,0.0
