player,team,position,age,games,games_started,passing_completions,passing_attempts,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,yards_per_attempt,rushing_touchdowns,targets,receptions,receiving_yards,yards_per_reception,receiving_touchdowns,fumbles,fumbles_lost,total_touchdowns,two_point_conversions_made,two_point_conversion_attempts,fantasy_points,ppr_points,draft_kings_points,fan_duel_points,value_based_draft,position_rank,overall_rank
Carl Pickens,CIN,WR,25.0,16,16,0,0,0,0,0,1,6,6.0,0,168.0,99,1234,12.46,17,1,0,17,0.0,0.0,226.0,325.0,328.0,275.5,108.0,6.0,11.0
Scott Mitchell,DET,QB,27.0,16,16,346,583,4338,32,12,36,104,2.89,4,0.0,0,0,0.0,0,8,3,4,0.0,1.0,308.0,307.9,328.9,319.9,105.0,2.0,12.0
Ricky Watters,PHI,RB,26.0,16,16,0,0,0,0,0,337,1273,3.78,11,93.0,62,434,7.0,1,6,3,12,0.0,0.0,237.0,298.7,307.7,267.7,105.0,5.0,13.0
Michael Irvin,DAL,WR,29.0,16,16,0,0,0,0,0,0,0,0.0,0,165.0,111,1603,14.44,10,1,1,10,0.0,0.0,218.0,329.3,333.3,273.8,101.0,7.0,14.0
Marshall Faulk,IND,RB,22.0,16,16,0,0,0,0,0,289,1078,3.73,11,74.0,56,475,8.48,3,8,4,14,0.0,0.0,231.0,287.3,297.3,259.3,99.0,6.0,15.0
Brett Perriman,DET,WR,30.0,16,16,0,0,0,0,0,5,48,9.6,0,179.0,108,1488,13.78,9,1,1,9,1.0,0.0,208.0,315.6,319.6,261.6,90.0,8.0,16.0
Derek Loville,SFO,RB,27.0,16,16,0,0,0,0,0,218,723,3.32,10,110.0,87,662,7.61,3,1,1,13,1.0,0.0,217.0,303.5,310.5,260.0,85.0,7.0,17.0
Edgar Bennett,GNB,FB,26.0,16,16,0,0,0,0,0,316,1067,3.38,3,79.0,61,648,10.62,4,2,0,7,0.0,0.0,214.0,274.5,280.5,244.0,82.0,9.0,18.0
Terry Allen,WAS,RB,27.0,16,16,0,0,0,0,0,338,1309,3.87,10,40.0,31,232,7.48,1,6,3,11,0.0,0.0,214.0,245.1,254.1,229.6,82.0,8.0,19.0
Tim Brown,OAK,WR,29.0,16,16,0,0,0,0,0,0,0,0.0,0,148.0,89,1342,15.08,10,0,0,10,0.0,0.0,194.0,283.2,286.2,238.7,76.0,9.0,20.0
Anthony Miller,DEN,WR,30.0,14,14,0,0,0,0,0,1,5,5.0,0,108.0,59,1079,18.29,14,1,1,14,0.0,0.0,190.0,249.4,253.4,219.9,73.0,10.0,21.0
Warren Moon,MIN,QB,39.0,16,16,377,606,4228,33,14,33,82,2.48,0,0.0,0,0,0.0,0,13,4,0,0.0,0.0,273.0,273.3,294.3,287.3,71.0,3.0,22.0
Harvey Williams,OAK,RB,28.0,16,16,1,1,13,1,0,255,1114,4.37,9,60.0,54,375,6.94,0,5,3,9,0.0,0.0,201.0,255.4,264.4,228.4,70.0,10.0,23.0
Eric Metcalf,ATL,WR,27.0,16,15,0,1,0,0,0,28,133,4.75,1,153.0,104,1189,11.43,8,4,3,10,0.0,0.0,186.0,290.2,299.2,238.2,68.0,11.0,24.0
Curtis Conway,CHI,WR,24.0,16,16,0,1,0,0,0,5,77,15.4,0,117.0,62,1037,16.73,12,0,0,12,0.0,0.0,183.0,245.4,248.4,214.4,66.0,12.0,25.0
Errict Rhett,TAM,RB,25.0,16,16,0,0,0,0,0,332,1207,3.64,11,29.0,14,110,7.86,0,2,1,11,0.0,0.0,196.0,209.7,216.7,202.7,64.0,11.0,26.0
Jeff Blake,CIN,QB,25.0,16,16,326,567,3822,28,17,53,309,5.83,2,0.0,0,0,0.0,0,10,5,2,1.0,0.0,266.0,265.8,293.8,282.8,63.0,4.0,27.0
Terrell Davis,DEN,RB,23.0,14,14,0,0,0,0,0,237,1117,4.71,7,82.0,49,367,7.49,1,5,2,8,0.0,0.0,192.0,241.4,249.4,216.9,61.0,12.0,28.0
Craig Heyward,ATL,RB,29.0,16,16,0,0,0,0,0,236,1083,4.59,6,46.0,37,350,9.46,2,3,0,8,0.0,0.0,191.0,228.3,234.3,209.8,59.0,13.0,29.0
Rodney Hampton,NYG,RB,26.0,16,15,0,0,0,0,0,306,1182,3.86,10,28.0,24,142,5.92,0,5,4,10,1.0,0.0,186.0,210.4,220.4,198.4,55.0,14.0,30.0
Joey Galloway,SEA,WR,24.0,16,16,0,0,0,0,0,11,154,14.0,1,133.0,67,1039,15.51,7,1,1,9,0.0,0.0,171.0,238.3,245.3,204.8,54.0,13.0,31.0
Ben Coates,NWE,TE,26.0,16,15,0,0,0,0,0,0,0,0.0,0,137.0,84,915,10.89,6,4,4,6,0.0,0.0,120.0,203.5,210.5,161.5,52.0,1.0,32.0
Jake Reed,MIN,WR,28.0,16,16,0,0,0,0,0,0,0,0.0,0,142.0,72,1167,16.21,9,1,1,9,0.0,0.0,169.0,240.7,244.7,204.7,51.0,14.0,33.0
Erik Kramer,CHI,QB,31.0,16,16,315,522,3838,29,10,35,39,1.11,1,0.0,0,0,0.0,0,6,4,1,0.0,0.0,251.0,251.4,268.4,261.4,49.0,5.0,34.0
John Elway,DEN,QB,35.0,16,16,316,542,3970,26,14,41,176,4.29,1,0.0,0,0,0.0,0,9,6,1,1.0,1.0,250.0,250.4,276.4,264.4,48.0,6.0,35.0
Terance Mathis,ATL,WR,28.0,14,12,0,0,0,0,0,0,0,0.0,0,118.0,78,1039,13.32,9,1,0,9,3.0,0.0,164.0,241.9,244.9,202.9,46.0,15.0,36.0
Mark Chmura,GNB,TE,26.0,16,15,0,0,0,0,0,0,0,0.0,0,75.0,54,679,12.57,7,0,0,7,1.0,0.0,112.0,165.9,168.9,138.9,44.0,2.0,37.0
Bernie Parmalee,MIA,RB,28.0,16,12,0,0,0,0,0,236,878,3.72,9,46.0,39,345,8.85,1,5,4,10,0.0,0.0,174.0,213.3,223.3,193.8,42.0,15.0,38.0
Yancey Thigpen,PIT,WR,26.0,16,16,0,0,0,0,0,1,1,1.0,0,151.0,85,1307,15.38,5,1,1,5,0.0,0.0,159.0,243.8,247.8,201.3,41.0,16.0,39.0
Jeff George,ATL,QB,28.0,16,16,336,557,4143,24,11,27,17,0.63,0,0.0,0,0,0.0,0,6,3,0,0.0,3.0,241.0,241.4,258.4,252.4,39.0,7.0,40.0
Quinn Early,NOR,WR,30.0,16,15,0,0,0,0,0,2,-3,-1.5,0,134.0,81,1087,13.42,8,1,0,8,0.0,0.0,156.0,237.4,240.4,196.9,39.0,17.0,41.0
Thurman Thomas,BUF,RB,29.0,14,14,0,0,0,0,0,267,1005,3.76,6,41.0,26,220,8.46,2,6,1,8,0.0,0.0,169.0,194.5,201.5,181.5,37.0,16.0,42.0
Tony Martin,SDG,WR,30.0,16,16,0,1,0,0,0,0,0,0.0,0,165.0,90,1224,13.6,6,3,3,6,0.0,0.0,152.0,242.4,248.4,197.4,35.0,18.0,43.0
Jay Novacek,DAL,TE,33.0,15,15,0,0,0,0,0,0,0,0.0,0,90.0,62,705,11.37,5,1,1,5,1.0,0.0,101.0,162.5,166.5,131.5,33.0,3.0,44.0
Jeff Graham,CHI,WR,26.0,16,16,0,0,0,0,0,0,0,0.0,0,138.0,82,1301,15.87,4,3,2,4,0.0,0.0,150.0,232.1,237.1,191.1,32.0,19.0,45.0
Shannon Sharpe,DEN,TE,27.0,13,12,0,0,0,0,0,0,0,0.0,0,94.0,63,756,12.0,4,1,0,4,0.0,0.0,100.0,162.6,165.6,131.1,32.0,4.0,46.0
Jim Everett,NOR,QB,32.0,16,16,345,567,3970,26,14,24,42,1.75,0,0.0,0,0,0.0,0,6,4,0,0.0,1.0,233.0,233.0,254.0,247.0,30.0,8.0,47.0
Tony McGee,CIN,TE,24.0,16,16,0,0,0,0,0,0,0,0.0,0,92.0,55,754,13.71,4,2,2,4,0.0,0.0,95.0,150.4,155.4,122.9,28.0,5.0,48.0
Rashaan Salaam,CHI,RB,21.0,16,11,0,0,0,0,0,296,1074,3.63,10,13.0,7,56,8.0,0,9,7,10,0.0,0.0,159.0,166.0,176.0,162.5,27.0,17.0,49.0
Wesley Walls,NOR,TE,29.0,16,12,0,0,0,0,0,0,0,0.0,0,92.0,57,694,12.18,4,1,1,4,1.0,0.0,93.0,150.4,154.4,121.9,26.0,6.0,50.0
Bill Brooks,BUF,WR,31.0,15,10,0,0,0,0,0,3,7,2.33,0,88.0,53,763,14.4,11,0,0,11,0.0,0.0,143.0,196.0,199.0,169.5,25.0,20.0,51.0
Irving Fryar,MIA,WR,33.0,16,16,0,0,0,0,0,0,0,0.0,0,109.0,62,910,14.68,8,0,0,8,0.0,0.0,139.0,201.0,204.0,170.0,21.0,21.0,52.0
Steve Young,SFO,QB,34.0,11,11,299,447,3200,20,11,50,250,5.0,3,0.0,0,0,0.0,0,3,3,3,0.0,0.0,223.0,223.0,243.0,234.0,20.0,9.0,53.0
Ken Dilger,IND,TE,24.0,16,13,0,0,0,0,0,0,0,0.0,0,55.0,42,635,15.12,4,0,0,4,0.0,0.0,88.0,129.5,132.5,108.5,20.0,7.0,54.0
Mario Bates,NOR,RB,22.0,16,16,0,0,0,0,0,244,951,3.9,7,21.0,18,114,6.33,0,2,0,7,0.0,0.0,149.0,166.5,172.5,157.5,17.0,18.0,55.0
Terry Kirby,MIA,RB,25.0,16,4,1,1,31,1,0,108,414,3.83,4,83.0,66,618,9.36,3,2,1,7,0.0,0.0,148.0,214.4,221.4,181.4,17.0,19.0,56.0
Chris Sanders,HOU,WR,23.0,16,11,0,0,0,0,0,2,-19,-9.5,0,87.0,35,823,23.51,9,0,0,9,0.0,0.0,134.0,169.4,172.4,151.9,17.0,22.0,57.0
OJ McDuffie,MIA,WR,26.0,16,16,0,0,0,0,0,3,6,2.0,0,92.0,62,819,13.21,8,4,0,8,1.0,0.0,133.0,194.5,197.5,163.5,15.0,23.0,58.0
Dan Marino,MIA,QB,34.0,14,14,309,482,3668,24,15,11,14,1.27,0,1.0,1,-6,-6.0,0,7,2,0,0.0,3.0,216.0,216.5,236.5,231.0,13.0,11.0,59.0
Steve Bono,KAN,QB,33.0,16,16,293,520,3121,21,10,28,113,4.04,5,0.0,0,0,0.0,0,10,7,5,0.0,0.0,216.0,216.1,239.1,226.1,13.0,10.0,60.0
Rodney Thomas,HOU,RB,22.0,16,10,0,0,0,0,0,251,947,3.77,5,59.0,39,204,5.23,2,8,7,7,1.0,0.0,145.0,184.1,197.1,164.6,13.0,20.0,61.0
Bert Emanuel,ATL,WR,25.0,16,16,0,0,0,0,0,1,0,0.0,0,137.0,74,1039,14.04,5,2,2,5,0.0,0.0,130.0,203.9,208.9,166.9,12.0,24.0,62.0
Henry Ellard,WAS,WR,34.0,15,15,0,0,0,0,0,0,0,0.0,0,113.0,56,1005,17.95,5,1,1,5,0.0,0.0,129.0,184.5,188.5,156.5,11.0,25.0,63.0
Larry Centers,ARI,FB,27.0,16,10,0,1,0,0,1,78,254,3.26,2,119.0,101,962,9.52,2,2,1,4,0.0,0.0,142.0,242.6,250.6,193.1,10.0,22.0,64.0
Adrian Murrell,NYJ,RB,25.0,15,9,0,0,0,0,0,192,795,4.14,1,100.0,71,465,6.55,2,2,1,3,0.0,0.0,142.0,213.0,220.0,177.5,10.0,21.0,65.0
Jackie Harris,TAM,TE,27.0,16,16,0,0,0,0,0,0,0,0.0,0,99.0,62,751,12.11,1,2,2,1,0.0,0.0,77.0,139.1,144.1,108.1,9.0,8.0,66.0
Brent Jones,SFO,TE,32.0,16,16,0,0,0,0,0,0,0,0.0,0,101.0,60,595,9.92,3,3,1,3,0.0,0.0,76.0,135.5,139.5,105.5,8.0,9.0,67.0
Brian Blades,SEA,WR,30.0,16,16,0,0,0,0,0,2,4,2.0,0,132.0,77,1001,13.0,4,0,0,4,0.0,0.0,125.0,201.5,204.5,163.0,7.0,26.0,68.0
Marcus Allen,KAN,RB,35.0,16,15,0,0,0,0,0,207,890,4.3,5,42.0,27,210,7.78,0,2,1,5,0.0,0.0,138.0,165.0,172.0,151.5,6.0,23.0,69.0
Johnny Mitchell,NYJ,TE,24.0,12,11,0,0,0,0,0,0,0,0.0,0,80.0,45,497,11.04,5,2,3,5,0.0,0.0,74.0,118.7,124.7,96.2,6.0,10.0,70.0
Willie Green,CAR,WR,29.0,16,7,0,0,0,0,0,0,0,0.0,0,93.0,47,882,18.77,6,1,1,6,0.0,0.0,122.0,169.2,173.2,145.7,4.0,27.0,71.0
Rob Moore,ARI,WR,27.0,15,15,1,2,33,0,1,0,0,0.0,0,116.0,63,907,14.4,5,0,0,5,1.0,0.0,122.0,185.0,189.0,154.5,4.0,28.0,72.0
Michael Jackson,CLE,WR,26.0,13,10,0,1,0,0,1,0,0,0.0,0,81.0,44,714,16.23,9,1,1,9,0.0,0.0,121.0,165.4,170.4,144.4,4.0,29.0,73.0
Eric Green,MIA,TE,28.0,14,14,0,0,0,0,0,0,0,0.0,0,64.0,43,499,11.6,3,0,0,3,1.0,0.0,70.0,112.9,115.9,91.4,2.0,11.0,74.0
Mark Brunell,JAX,QB,25.0,13,10,201,346,2168,15,7,67,480,7.16,4,0.0,0,0,0.0,0,5,2,4,0.0,1.0,203.0,202.7,217.7,209.7,0.0,12.0,75.0
Jim Harbaugh,IND,QB,32.0,15,12,200,314,2575,17,5,52,235,4.52,2,1.0,1,-9,-9.0,0,4,2,2,0.0,2.0,196.0,196.6,209.6,201.1,0.0,13.0,76.0
Troy Aikman,DAL,QB,29.0,16,16,280,432,3304,16,7,21,32,1.52,1,0.0,0,0,0.0,0,5,2,1,0.0,1.0,189.0,189.4,201.4,196.4,0.0,14.0,77.0
Stan Humphries,SDG,QB,30.0,15,15,282,478,3381,17,14,33,53,1.61,1,1.0,1,-4,-4.0,0,9,1,1,0.0,1.0,186.0,187.1,205.1,200.6,0.0,15.0,78.0
Vinny Testaverde,CLE,QB,32.0,13,12,241,392,2883,17,10,18,62,3.44,2,1.0,1,7,7.0,0,4,1,2,0.0,0.0,180.0,181.2,195.2,190.7,0.0,16.0,0.0
Jim Kelly,BUF,QB,35.0,15,15,255,458,3130,22,13,17,20,1.18,0,1.0,0,0,0.0,0,7,6,0,0.0,1.0,179.0,179.2,201.2,192.2,0.0,17.0,0.0
Neil ODonnell,PIT,QB,29.0,12,12,246,416,2970,17,7,24,45,1.88,0,0.0,0,0,0.0,0,2,0,0,0.0,0.0,177.0,177.3,187.3,184.3,0.0,18.0,0.0
Dave Brown,NYG,QB,25.0,16,16,254,456,2814,11,10,45,228,5.07,4,0.0,0,0,0.0,0,10,4,4,0.0,0.0,175.0,175.4,195.4,185.4,0.0,19.0,0.0
Dave Krieg,ARI,QB,37.0,16,16,304,521,3554,16,21,19,29,1.53,0,0.0,0,0,0.0,0,16,6,0,0.0,5.0,165.0,165.1,195.1,186.1,0.0,20.0,0.0
Drew Bledsoe,NWE,QB,23.0,15,15,323,636,3507,13,16,20,28,1.4,0,1.0,1,-9,-9.0,0,11,7,0,0.0,2.0,152.0,153.2,179.2,168.7,0.0,21.0,0.0
Chris Miller,STL,QB,30.0,13,13,232,405,2623,18,15,22,67,3.05,0,0.0,0,0,0.0,0,4,2,0,0.0,1.0,152.0,151.6,171.6,166.6,0.0,22.0,0.0
Chris Chandler,HOU,QB,30.0,13,13,225,356,2460,17,10,28,58,2.07,2,0.0,0,0,0.0,0,12,11,2,1.0,0.0,144.0,144.2,168.2,154.2,0.0,23.0,0.0
Kerry Collins,CAR,QB,23.0,15,13,214,433,2717,14,19,42,74,1.76,3,0.0,0,0,0.0,0,13,7,3,0.0,2.0,142.0,142.1,171.1,161.1,0.0,24.0,0.0
Gus Frerotte,WAS,QB,24.0,16,11,199,396,2751,13,13,22,16,0.73,1,0.0,0,0,0.0,0,7,2,1,0.0,0.0,140.0,139.6,157.6,152.6,0.0,25.0,0.0
Rick Mirer,SEA,QB,25.0,15,13,209,391,2564,13,20,43,193,4.49,1,0.0,0,0,0.0,0,5,2,1,0.0,0.0,136.0,135.9,163.9,155.9,0.0,26.0,0.0
Erric Pegram,PIT,RB,26.0,15,11,0,0,0,0,0,213,813,3.82,5,35.0,26,206,7.92,1,9,4,6,1.0,0.0,132.0,157.9,167.9,144.9,0.0,24.0,0.0
Garrison Hearst,ARI,RB,24.0,16,15,1,2,16,0,0,284,1070,3.77,1,47.0,29,243,8.38,1,12,8,2,0.0,0.0,128.0,156.9,170.9,142.4,0.0,25.0,0.0
Boomer Esiason,NYJ,QB,34.0,12,12,221,389,2275,16,15,19,14,0.74,0,0.0,0,0,0.0,0,12,2,0,0.0,0.0,122.0,122.4,142.4,137.4,0.0,27.0,0.0
Ronnie Harmon,SDG,RB,31.0,16,1,0,0,0,0,0,51,187,3.67,1,88.0,63,673,10.68,5,1,0,6,0.0,0.0,122.0,185.0,191.0,153.5,0.0,26.0,0.0
Jeff Hostetler,OAK,QB,34.0,11,11,172,286,1998,12,9,31,119,3.84,0,0.0,0,0,0.0,0,5,1,0,0.0,0.0,120.0,119.8,135.8,128.8,0.0,28.0,0.0
Mark Carrier,CAR,WR,30.0,16,14,0,0,0,0,0,3,-4,-1.33,0,141.0,66,1002,15.18,3,0,0,3,0.0,0.0,118.0,183.8,186.8,150.8,0.0,30.0,0.0
Earnest Byner,CLE,RB,33.0,16,2,0,0,0,0,0,115,432,3.76,2,84.0,61,494,8.1,2,1,0,4,0.0,0.0,117.0,177.6,183.6,147.1,0.0,27.0,0.0
Haywood Jeffires,HOU,WR,31.0,16,16,0,0,0,0,0,0,0,0.0,0,96.0,61,684,11.21,8,0,0,8,0.0,0.0,116.0,177.4,180.4,146.9,0.0,31.0,0.0
Ernie Mills,PIT,WR,27.0,16,6,0,0,0,0,0,5,39,7.8,0,69.0,39,679,17.41,8,2,2,8,0.0,0.0,116.0,154.8,159.8,135.3,0.0,32.0,0.0
Vincent Brisby,NWE,WR,24.0,16,16,0,0,0,0,0,0,0,0.0,0,159.0,66,974,14.76,3,0,0,3,0.0,0.0,115.0,181.4,184.4,148.4,0.0,33.0,0.0
Darnay Scott,CIN,WR,23.0,16,16,0,0,0,0,0,5,11,2.2,0,109.0,52,821,15.79,5,0,0,5,0.0,0.0,113.0,165.2,168.2,139.2,0.0,34.0,0.0
Bam Morris,PIT,RB,23.0,13,4,0,0,0,0,0,148,559,3.78,9,10.0,8,36,4.5,0,3,1,9,0.0,0.0,112.0,119.5,123.5,115.5,0.0,28.0,0.0
Rodney Peete,PHI,QB,29.0,15,12,215,375,2326,8,14,32,147,4.59,1,0.0,0,0,0.0,0,13,6,1,0.0,2.0,110.0,109.7,135.7,123.7,0.0,29.0,0.0
Johnnie Morton,DET,WR,24.0,16,13,0,0,0,0,0,3,33,11.0,0,80.0,44,590,13.41,8,1,1,8,0.0,0.0,108.0,152.3,156.3,130.3,0.0,35.0,0.0
Darick Holmes,BUF,RB,24.0,16,2,0,0,0,0,0,172,698,4.06,4,34.0,24,214,8.92,0,4,4,4,0.0,0.0,107.0,131.2,141.2,119.2,0.0,29.0,0.0
Amp Lee,MIN,RB,24.0,16,3,0,0,0,0,0,69,371,5.38,2,95.0,71,558,7.86,1,3,3,3,0.0,0.0,105.0,175.9,184.9,140.4,0.0,30.0,0.0
Aaron Craver,DEN,FB,27.0,16,10,0,0,0,0,0,73,333,4.56,5,57.0,43,369,8.58,1,1,1,6,0.0,0.0,104.0,147.2,154.2,125.7,0.0,31.0,0.0
Natrone Means,SDG,RB,23.0,10,9,0,0,0,0,0,186,730,3.92,5,9.0,7,46,6.57,0,2,2,5,0.0,0.0,104.0,110.6,115.6,107.1,0.0,32.0,0.0
Frank Sanders,ARI,WR,22.0,16,15,0,0,0,0,0,1,1,1.0,0,109.0,52,883,16.98,2,0,0,2,2.0,0.0,104.0,156.4,159.4,130.4,0.0,36.0,0.0
Trent Dilfer,TAM,QB,23.0,16,16,224,415,2774,4,18,23,115,5.0,2,0.0,0,0,0.0,0,13,6,2,0.0,0.0,102.0,102.5,132.5,120.5,0.0,30.0,0.0
Harold Green,CIN,RB,27.0,15,15,0,0,0,0,0,171,661,3.87,2,41.0,27,182,6.74,1,2,1,3,0.0,0.0,100.0,127.3,134.3,113.8,0.0,33.0,0.0
Charlie Garner,PHI,RB,23.0,15,3,0,0,0,0,0,108,588,5.44,6,15.0,10,61,6.1,0,2,1,6,0.0,0.0,99.0,108.9,112.9,103.9,0.0,34.0,0.0
Elvis Grbac,SFO,QB,25.0,16,5,127,183,1469,8,5,20,33,1.65,2,0.0,0,0,0.0,0,2,0,2,0.0,1.0,98.0,98.1,106.1,103.1,0.0,31.0,0.0
Robert Green,CHI,RB,25.0,12,3,0,0,0,0,0,107,570,5.33,3,38.0,28,246,8.79,0,2,1,3,0.0,0.0,98.0,125.6,132.6,111.6,0.0,35.0,0.0
Eric Bieniemy,CIN,RB,26.0,16,1,0,2,0,0,0,98,381,3.89,3,60.0,43,424,9.86,0,1,1,3,0.0,0.0,97.0,139.5,146.5,118.0,0.0,38.0,0.0
Chris Calloway,NYG,WR,27.0,16,15,0,0,0,0,0,2,-9,-4.5,0,104.0,56,796,14.21,3,0,0,3,0.0,0.0,97.0,152.7,155.7,124.7,0.0,37.0,0.0
Dorsey Levens,GNB,RB,25.0,15,12,0,0,0,0,0,36,120,3.33,3,57.0,48,434,9.04,4,0,0,7,0.0,0.0,97.0,145.4,151.4,121.4,0.0,36.0,0.0
Robert Smith,MIN,RB,23.0,9,7,0,0,0,0,0,139,632,4.55,5,11.0,7,35,5.0,0,1,1,5,1.0,0.0,97.0,103.7,107.7,100.2,0.0,37.0,0.0
Sean Dawkins,IND,WR,24.0,16,13,0,0,0,0,0,0,0,0.0,0,84.0,52,784,15.08,3,1,0,3,0.0,0.0,96.0,148.4,151.4,122.4,0.0,38.0,0.0
Wayne Chrebet,NYJ,WR,22.0,16,16,0,0,0,0,0,1,1,1.0,0,123.0,66,726,11.0,4,1,1,4,0.0,0.0,95.0,160.7,164.7,127.7,0.0,40.0,0.0
Keenan McCardell,CLE,WR,25.0,16,5,0,0,0,0,0,0,0,0.0,0,89.0,56,709,12.66,4,0,0,4,0.0,0.0,95.0,150.9,153.9,122.9,0.0,39.0,0.0
Kimble Anders,KAN,FB,29.0,16,13,0,0,0,0,0,58,398,6.86,2,82.0,55,349,6.35,1,1,1,3,0.0,0.0,91.0,145.7,152.7,118.2,0.0,40.0,0.0
Fred Barnett,PHI,WR,29.0,14,14,0,0,0,0,0,0,0,0.0,0,76.0,48,585,12.19,5,0,0,5,1.0,0.0,91.0,138.5,141.5,114.5,0.0,41.0,0.0
Derrick Moore,CAR,RB,28.0,13,10,0,0,0,0,0,195,740,3.79,4,8.0,4,12,3.0,0,4,4,4,0.0,0.0,91.0,95.2,102.2,93.2,0.0,39.0,0.0
Torrance Small,NOR,WR,25.0,16,1,0,0,0,0,0,6,75,12.5,1,69.0,38,461,12.13,5,0,0,6,0.0,0.0,90.0,127.6,130.6,108.6,0.0,42.0,0.0
Jerome Bettis,STL,RB,23.0,15,13,0,0,0,0,0,183,637,3.48,3,23.0,18,106,5.89,0,4,2,3,0.0,0.0,88.0,106.3,114.3,97.3,0.0,41.0,0.0
Andre Rison,CLE,WR,28.0,16,14,0,0,0,0,0,2,0,0.0,0,103.0,47,701,14.91,3,1,0,3,0.0,0.0,88.0,135.1,138.1,111.6,0.0,43.0,0.0
James Stewart,JAX,RB,24.0,14,8,0,0,0,0,0,137,525,3.83,2,27.0,21,190,9.05,1,1,1,3,0.0,0.0,88.0,108.5,115.5,98.0,0.0,42.0,0.0
Willie Jackson,JAX,WR,24.0,14,10,0,0,0,0,0,0,0,0.0,0,91.0,53,589,11.11,5,2,2,5,1.0,0.0,87.0,139.9,144.9,113.4,0.0,44.0,0.0
Calvin Williams,PHI,WR,28.0,16,15,0,0,0,0,0,1,-2,-2.0,0,111.0,63,768,12.19,2,2,2,2,1.0,0.0,87.0,149.6,154.6,118.1,0.0,45.0,0.0
Michael Haynes,NOR,WR,30.0,16,15,0,0,0,0,0,0,0,0.0,0,95.0,41,597,14.56,4,0,0,4,0.0,0.0,84.0,124.7,127.7,104.2,0.0,46.0,0.0
Willie Davis,KAN,WR,28.0,16,16,0,0,0,0,0,0,0,0.0,0,76.0,33,527,15.97,5,0,0,5,0.0,0.0,83.0,115.7,118.7,99.2,0.0,47.0,0.0
Lake Dawson,KAN,WR,23.0,16,9,0,0,0,0,0,1,-9,-9.0,0,75.0,40,513,12.83,5,0,0,5,0.0,0.0,80.0,120.4,123.4,100.4,0.0,48.0,0.0
Mike Sherrard,NYG,WR,32.0,13,13,0,0,0,0,0,0,0,0.0,0,86.0,44,577,13.11,4,2,1,4,0.0,0.0,80.0,123.7,127.7,101.7,0.0,49.0,0.0
Daryl Hobbs,OAK,WR,27.0,16,3,0,1,0,0,0,0,0,0.0,0,80.0,38,612,16.11,3,0,0,3,0.0,0.0,79.0,117.2,120.2,98.2,0.0,50.0,0.0
Mark Rypien,STL,QB,33.0,11,3,129,217,1448,9,8,9,10,1.11,0,0.0,0,0,0.0,0,1,1,0,0.0,1.0,79.0,78.9,90.9,86.9,0.0,32.0,0.0
William Floyd,SFO,FB,23.0,8,8,0,0,0,0,0,64,237,3.7,2,62.0,47,348,7.4,1,1,0,3,0.0,0.0,77.0,123.5,129.5,100.0,0.0,43.0,0.0
