player,team,position,age,games,games_started,passing_completions,passing_attempts,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,yards_per_attempt,rushing_touchdowns,targets,receptions,receiving_yards,yards_per_reception,receiving_touchdowns,fumbles,fumbles_lost,total_touchdowns,two_point_conversions_made,two_point_conversion_attempts,fantasy_points,ppr_points,draft_kings_points,fan_duel_points,value_based_draft,position_rank,overall_rank
Priest Holmes,KAN,RB,30.0,16,16,0,1,0,0,0,320,1420,4.44,27,90.0,74,690,9.32,0,1,1,27,0.0,0.0,371.0,445.0,452.0,408.0,229.0,1.0,1.0
LaDainian Tomlinson,SDG,RB,24.0,16,16,1,1,21,1,0,313,1645,5.26,13,137.0,100,725,7.25,4,2,0,17,0.0,0.0,344.0,443.8,449.8,393.8,202.0,2.0,2.0
Ahman Green,GNB,RB,26.0,16,16,0,0,0,0,0,355,1883,5.3,15,60.0,50,367,7.34,5,7,5,20,0.0,0.0,335.0,385.0,396.0,360.0,193.0,3.0,3.0
Randy Moss,MIN,WR,26.0,16,16,0,1,0,0,0,6,18,3.0,0,172.0,111,1632,14.7,17,1,1,17,0.0,0.0,265.0,376.0,380.0,320.5,161.0,1.0,4.0
Jamal Lewis,BAL,RB,24.0,16,16,0,0,0,0,0,387,2066,5.34,14,38.0,26,205,7.88,0,8,6,14,0.0,0.0,299.0,325.1,337.1,312.1,157.0,4.0,5.0
Torry Holt,STL,WR,27.0,16,15,0,0,0,0,0,1,5,5.0,0,183.0,117,1696,14.5,12,1,0,12,0.0,0.0,242.0,359.1,362.1,300.6,138.0,2.0,6.0
Clinton Portis,DEN,RB,22.0,13,13,0,0,0,0,0,290,1591,5.49,14,51.0,38,314,8.26,0,3,1,14,1.0,0.0,275.0,312.5,319.5,293.5,133.0,5.0,7.0
Shaun Alexander,SEA,RB,26.0,16,15,0,0,0,0,0,326,1435,4.4,14,59.0,42,295,7.02,2,4,3,16,0.0,0.0,263.0,305.0,314.0,284.0,121.0,6.0,8.0
Deuce McAllister,NOR,RB,25.0,16,16,0,2,0,0,0,351,1641,4.68,8,87.0,69,516,7.48,0,6,3,8,0.0,0.0,258.0,326.7,335.7,292.2,116.0,7.0,9.0
Chad Johnson,CIN,WR,25.0,16,14,0,0,0,0,0,0,0,0.0,0,154.0,90,1355,15.06,10,0,0,10,0.0,0.0,196.0,285.5,288.5,240.5,91.0,3.0,10.0
